Structures,K_Xe_widom,dK_Xe_widom,H_Xe_0_widom,dH_Xe_0_widom
ACIBIY_clean,0.000105124,2.64895e-06,-28.699194214164987,0.034600319613943414
ACIBOE_clean,8.3119e-05,9.17974e-07,-22.772585657330126,0.06026475009095087
ACMPCD_clean,8.3466e-06,1.58176e-07,-21.75506345935599,0.01993424698259453
ACODED,0.00118881,1.64816e-05,-31.858304637376733,0.03286596425584057
ACODON_clean,0.000295153,2.92155e-06,-28.030881282636823,0.0830115880856681
ACODUT_clean,0.0759274,0.00455138,-47.77495940219401,0.08204279815003734
ACOGAB_clean,0.00113327,1.5106e-05,-32.66531227951378,0.020507519997623683
ACOGEF_clean,0.00102757,7.8023e-06,-32.67264365736105,0.0190455366787011
ACOLEL_clean,1.07478e-05,2.14603e-06,-34.073959197051174,0.6654710347499809
ACOLIP_clean,0.000687335,3.39977e-05,-33.28095928112853,0.09357024146074228
ACOLOV_clean,9.85318e-05,1.43484e-06,-22.273404204877718,0.08513490182480024
ACOLUB_clean,0.00017237,5.27329e-06,-26.15391664394737,0.08723472998822385
acs.cgd.5b01554_VAGNUP1452791_clean,6.56132e-05,9.42999e-07,-23.606700862534694,0.07611726654016054
acs.cgd.5b01686_WAHFUJ1434675_clean,0.000128634,6.29444e-06,-28.420614077816133,0.08323324796744665
acs.cgd.6b00163_UKEBOD1448508_clean,0.0126114,0.000355376,-43.50759736527062,0.07232310228904987
acs.chemmater.6b02817_cm6b02817_si_004_clean,8.32731e-05,5.43807e-07,-21.161415839116614,0.025260612012799732
acs.chemrev.6b00346_cr6b00346_si_001_clean,4.42759e-05,1.77109e-07,-19.80979465855895,0.020371395326295977
acscombsci.5b00188_24205_clean,0.00178457,2.04187e-05,-31.10513277110439,0.020498976040871236
acscombsci.5b00188_34903_clean,0.00561114,5.50272e-05,-33.91726098845948,0.014699148950496259
acscombsci.5b00188_5013797_clean,6.92924e-05,9.75453e-07,-20.559316398350074,0.05055066936737183
acscombsci.5b00188_5020072_clean,1.20376e-05,1.48e-07,-13.553763760580736,0.03424358535206953
acscombsci.5b00188_5024922_clean,9.8568e-06,1.30973e-07,-11.956876622369537,0.1126205279292001
acscombsci.5b00188_5036495_clean,1.08408e-05,6.72721e-08,-11.647239160088448,0.01728217329877345
acscombsci.5b00188_5040209_clean,0.000592633,8.19551e-06,-30.345769377163563,0.03881383149138169
acscombsci.5b00188_8372_clean,1.56375e-05,1.82972e-07,-17.847423366481436,0.039973323582065866
acs.inorgchem.5b02108_ic5b02108_si_002_clean,0.000498461,3.20445e-06,-26.968430487234123,0.02223807468183237
acs.inorgchem.5b02316_ic5b02316_si_002_clean,0.225368,0.0195729,-51.23817947458828,0.36577353450318606
acs.inorgchem.5b02378_ic5b02378_si_002_clean,3.21725e-05,2.83162e-06,-31.993785380678975,0.2711673877876099
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.00347487,0.000851132,-44.95402766421005,0.449613732207121
acs.inorgchem.6b00081_ic6b00081_si_001_clean,7.27364e-05,1.81101e-06,-25.320359059233198,0.09896551615515964
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.000834264,6.16805e-05,-36.18858869147199,0.2760474615368227
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.000319339,5.7974e-06,-28.434969128065102,0.039536690833988856
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.00171956,2.64187e-05,-32.678451567855134,0.04581815151571923
acs.inorgchem.6b00894_ic6b00894_si_003_clean,0.000751387,3.19112e-05,-33.751160911644625,0.05239862692188253
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.000678874,4.25308e-05,-32.85867545740481,0.14241121875858614
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.00117543,2.17476e-05,-30.8935760597,0.02287302210572601
acs.inorgchem.6b01569_ic6b01569_si_002_clean,4.48646e-05,9.42601e-07,-24.20317415711361,0.06342356889735934
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.000293522,4.17673e-06,-25.297646527165213,0.020572120726504727
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.00082237,1.17534e-05,-29.82736778492027,0.05353104217268241
acs.inorgchem.6b02514_ic6b02514_si_002_clean,3.75514e-05,6.82588e-07,-22.123680441980557,0.032538642872751204
acs.jchemed.6b00258_ed6b00258_si_005_clean,0.000133295,1.17669e-05,-33.607220046156044,0.2093481620764421
acs.jpcc.6b04690_jp6b04690_si_005_clean,0.179661,0.00271658,-52.00213027087027,0.08396658032024433
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.000182727,2.98685e-06,-26.449311719894613,0.02985916089881366
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,8.62709e-06,9.99462e-08,-12.994228169244778,0.06372870309039116
ACUBAB_clean,5.05046e-05,5.53771e-07,-24.619118259393215,0.01285915924611752
ACUTOI_clean,0.000717411,1.62777e-05,-32.42518620799933,0.02826951657504466
ADABAK01_clean,1.12581e-05,1.06724e-06,-28.380679112340534,0.11810865109903007
ADABAK,9.39783e-06,8.44253e-07,-29.62152460088762,0.21878580457871757
ADABIS_clean,1.06809e-05,1.36419e-06,-31.028541424443485,0.3595217266539685
ADABUE_clean,0.000132942,1.19137e-05,-33.616443712099944,0.17286585463728657
ADASIJ_clean,5.12685e-05,3.93898e-07,-19.812477423020372,0.10451581235882887
ADASOP_clean,6.27546e-05,1.31556e-06,-20.769541745484236,0.11358890542341835
ADASUV_clean,4.07095e-05,4.72794e-07,-18.713209551039043,0.10067335989387274
ADATOQ_clean,9.061e-05,6.68208e-06,-26.32872608410202,0.4006833302514147
ADATUW_clean,7.81614e-05,4.33529e-06,-26.23931313282173,0.3692092173818759
ADAVAE_clean,0.000110902,8.54372e-06,-27.76688006454626,0.35028173759991516
ADAVEI_clean,9.5948e-05,5.41344e-06,-26.853394050066285,0.23136181783099555
ADAVIM_clean,8.40691e-05,3.63931e-06,-25.925524209672332,0.20704917254387847
ADAXEK_clean,0.000722952,7.62976e-06,-30.53363636333402,0.043571628964431244
ADAXIO_clean,0.000941691,1.4545e-05,-30.693629354846195,0.03470555293373252
ADEGIA01_clean,0.000573576,1.58634e-05,-33.67876045307203,0.07077068112099616
ADEGIA_clean,0.000634473,8.88974e-06,-33.47650637786366,0.04351217371390871
ADIQEL_clean,0.00573755,0.000264477,-39.61367302199133,0.1221701463880054
ADOBAX,0.000134275,3.55996e-06,-30.00710261686915,0.07282750438359978
ADOBAX_charged,0.000132794,5.88825e-06,-29.996538040841276,0.09285394250850677
ADOBEB_charged,0.00013482,5.94858e-06,-30.049667095906592,0.041865378778949316
ADOBIF_clean,0.000110073,2.20197e-06,-28.22018213777026,0.030062803335941458
ADOBOL_charged,0.000152237,4.46597e-06,-30.821928334364955,0.05246599994203435
ADOBOL_clean,0.000151053,7.33895e-06,-30.832750358225198,0.10849447138009778
ADOBUR_charged,0.000156508,4.02769e-06,-30.946499426798272,0.06220282834440482
ADOCAY_charged,0.000162773,1.68461e-06,-31.040692565733448,0.054914504178900626
ADOCEC_clean,0.000113162,2.39082e-06,-28.18555164743089,0.03219189672825951
ADOCIG_charged,0.000160161,4.16035e-06,-31.152361957528665,0.06897650951004415
ADODAA_charged,2.18665e-05,1.92216e-07,-18.504952388331105,0.026899672841283296
ADODII_clean,0.000691677,6.15943e-06,-30.067930513987328,0.011618469891968013
ADODOO_clean,0.00093098,1.0904e-05,-31.009954457752716,0.017086963149345012
ADODUU_clean,0.00105093,1.15065e-05,-31.39649206905986,0.01989083087755406
ADOGEH_clean,0.00446129,0.000190264,-39.97225262377829,0.045091342908130674
ADUWIH_clean,7.21414e-05,6.41983e-07,-20.64364446548235,0.05420163588119796
AFEDIA_clean,4.34551e-13,1.13465e-13,8.308428281620607,0.5566378092947217
AFEJOK_ion_b,0.000241335,2.16387e-06,-25.98462514022345,0.03868504871919354
AFEKAX_clean,0.00207764,2.99766e-05,-30.855483459454728,0.14298457124906913
AFENEE_clean,0.000655097,7.00476e-05,-37.10658074498485,0.17435017446985804
AFIPAH_clean,4.5954e-05,1.38992e-06,-27.650592397222116,0.057539203327660604
AFITEP_clean,0.0011256,1.75455e-05,-33.65302181039474,0.050161105180461574
AFITIT_clean,0.000299463,1.243e-05,-29.146653734681415,0.1187607010391193
AFITUF_clean,0.000167065,2.5724e-06,-28.1197406316111,0.054568920412080446
AFIXAO_clean,0.000357043,1.39808e-05,-31.45695103494788,0.10459716530229225
AFIXES_clean,0.000345712,1.00048e-05,-31.718362727130437,0.1230408786727669
AFOQUI_clean,2.89078e-05,1.2189e-06,-30.093854274523093,0.09837474702143179
AFOTOF_clean,0.000500956,2.35e-05,-33.499819498031655,0.1944648053610598
AFOTUL_clean,0.000452481,2.08016e-05,-33.148880439434976,0.19530092378714597
AFOVAT_clean,0.000355846,7.95723e-06,-31.79319482717872,0.13186087139946753
AFOVEX_clean,0.000455353,1.77877e-05,-33.04908983758772,0.12623944504126727
AFOVIB_clean,0.000469017,4.15444e-05,-33.362785434305664,0.5222519637400151
AFOVOH_clean,0.000460307,3.19463e-05,-33.26384652318122,0.26099758188694816
AFOYAW_clean,0.000266555,3.89022e-06,-27.524764852821544,0.05953956040651328
AFOYEB_clean,0.000156371,2.36847e-06,-27.477234679187138,0.0169934133656395
AFOYIE_clean,4.17985e-05,7.55203e-07,-19.66720808503415,0.09521486004270761
AFOYOK_clean,7.14755e-05,4.40726e-07,-22.402458495608833,0.042100628883513645
AFUKAP_clean,0.00016756,3.19134e-06,-25.796033795091457,0.04509825505015787
AFUKET_clean,0.00371439,0.000266924,-39.480964198987664,0.14513721659560805
AFUKIX_clean,0.000116839,4.10052e-06,-24.545265243375155,0.1533787724647674
AFUPEX_clean,9.88803e-05,8.5119e-07,-24.100664876773838,0.023822172305366204
AGABIU_clean,6.96325e-06,5.18355e-08,-13.332419571167943,0.014547537464269667
AGARUW_clean,5.12867e-05,2.76707e-07,-22.764611919819462,0.026154538421422947
AGAXOV_clean,5.04104e-05,3.96376e-07,-19.873617061538194,0.03581762873413141
AGAYIQ_clean,7.44347e-05,8.20267e-06,-34.22316060240178,0.3172698921497322
AGAYOW_clean,0.000470003,1.17182e-05,-31.918673744435626,0.09417644939334739
AGESIP_clean,1.40935e-08,1.51944e-09,-12.679307962950118,0.10985663903484935
AGIMOU_clean,0.000118346,5.19603e-06,-33.066363862055454,0.18790802146238372
AGIREP_clean,8.86182e-05,8.54271e-07,-22.74055329858209,0.07534312770362638
AGONAM_clean,0.000212903,4.49085e-06,-26.426734404809732,0.04259064279551415
AGONEQ_clean,7.49117e-05,6.57019e-07,-20.684406326183076,0.011399601070528136
AGUBUA_clean,0.000696608,8.20253e-06,-30.87447392499262,0.03098053214785995
AGUTUS_clean,5.35787e-10,6.877e-11,-6.621010965945668,0.28727646563107384
AGUVOO_charged,0.000168272,5.96019e-06,-26.89944257728963,0.12086577878379354
AGUWUV_clean,3.08318e-05,1.02982e-06,-27.760296687622954,0.10481075815819729
AHAMAY_clean,9.28428e-05,4.36752e-06,-31.217180328674143,0.14286540003308262
AHEBAS_clean,0.00171128,3.05086e-05,-34.388156333965775,0.10224817093031346
AHEQAH_clean,8.70707e-05,7.00639e-07,-21.724271525918883,0.04246159751744933
AHINIP_clean,0.000844956,4.02441e-05,-36.2864113990686,0.03621789690450938
AHIYOH_clean,0.0011378,2.19625e-05,-32.83982366076547,0.04792153105634709
AHIYUN_clean,1.04691,0.0463456,-54.8634918369795,0.24854738924901362
AHOBEG_clean,0.000247513,1.0355e-05,-31.435341576089467,0.07452326662944211
AHOJUC_clean,9.33223e-12,1.6792e-12,4.008391885472245,0.3476216181577844
AHOKAJ_clean,4.1448e-12,3.37386e-13,5.790906417792165,0.13304971451349157
AHOKIR01_clean,0.000193922,7.83723e-06,-34.541699139518556,0.16212407241359061
AHOKIR_clean,4.51311e-05,1.60774e-06,-28.1985942430194,0.0699175284080261
AHOKOX_clean,3.60793e-05,8.91205e-07,-26.20157488704707,0.03333126806884164
AHOZAA_clean,0.00625295,0.000231015,-39.5007602158076,0.04379818657935713
AHUFIU_clean,2.45544e-05,2.04513e-07,-18.319075514080506,0.07362310700205693
AHUTIH01_clean,3.30694e-06,2.00823e-07,-24.516899993626048,0.17932658022982992
AHUTIH_clean,1.7395e-06,5.61215e-08,-22.697258655944132,0.06733845259056326
AJAKON_clean,0.000368022,8.55561e-06,-31.76548459209422,0.16602593059399534
AJAMEF_clean,0.000795878,4.64659e-05,-37.784182711615074,0.21106144810320027
AJAYIT_clean,0.000343235,3.92681e-06,-29.55559715409336,0.037805773031422796
AJIGIL_clean,0.000113863,3.74727e-06,-27.215250271185756,0.17201015052420557
AJINOY_clean,3.58119e-09,5.27144e-10,-13.882965392375795,0.5877083463451725
AJOTEY_clean,3.47987e-05,3.1974e-07,-19.974681332396464,0.009267649902623342
AJOVEB_clean,5.52255e-05,1.4238e-06,-26.681978573022743,0.054249656527321895
AJOXAA_clean,0.000194433,1.86196e-06,-26.081428278188646,0.014080658367406119
AJUNOK_clean,0.000480792,2.5396e-05,-33.25048269862961,0.06989617917528607
AKAYIV_clean,3.59208e-05,4.14253e-07,-20.218044348437033,0.037336472137797255
AKEDIF_clean,0.000815148,1.30133e-05,-29.532574101523906,0.10011264911810018
AKIXEZ_clean,12706.1,2080.49,-86.03747276988098,0.2443161354582384
AKOBAF_clean,0.00162905,7.00953e-05,-34.73421312705105,0.07367295434393253
AKOHEO_clean,7.1445e-06,1.28013e-07,-19.62391464094428,0.03726809021081928
AKOXIJ_clean,0.0201219,0.00101109,-42.87238888030198,0.3477446390173556
AKUHOD01_clean,2.23533e-11,4.85952e-12,0.2806679013561193,0.4834812468371702
AKUHOD03_clean,2.36844e-11,2.5746e-12,0.007307620003680691,0.21629158886311584
AKUHOD_clean,3.64864e-11,5.88378e-12,-0.8646122825686628,0.34736528993265703
AKUKUO_clean,0.000873526,1.11022e-05,-31.929645509230884,0.012982027344066966
ALAHUS_clean,7.64889e-05,3.21174e-07,-23.211052868538108,0.023548807298184628
ALALUU01_clean,1.51865e-10,2.68966e-11,-3.633505016264583,0.2831948452177577
ALALUU_clean,8.8111e-11,1.51952e-11,-2.5342639557080338,0.2988228929161026
ALAMUW_clean,0.000103232,2.88891e-06,-25.067884838497992,0.19149457857392244
ALANAD_clean,5.59862e-05,2.72184e-07,-19.08873907494298,0.03364850094988439
ALATAK_clean,9.89685e-11,1.7122e-11,-0.35772129085703847,0.4068093911299786
ALEQIT_clean,0.000263523,4.25045e-06,-30.436543254307832,0.0799531811993198
ALIBUT_clean,3.80591e-05,1.24544e-06,-25.492463541619415,0.0775748787132798
ALICAA_clean,2.7519e-05,7.79788e-07,-24.761383186370168,0.05492336630851988
ALIFUY_clean,0.00126653,3.43206e-05,-38.289436274168274,0.1123892854455045
ALIPEQ_clean,1.83666e-10,2.79722e-11,-1.6618136006158464,0.3641918420425003
ALIXAU_clean_h,7.52541e-05,3.29271e-06,-28.025448954888954,0.12861306857427768
ALIXOJ_clean,5.81096e-05,4.9564e-07,-21.72655274294421,0.039627924018007764
ALIXUP_clean,5.34813e-06,4.28055e-08,-16.975969105549517,0.026435583014654634
ALOLES_ion_b,2.79785e-05,1.0715e-06,-26.97148058503232,0.061603198033063696
ALOLET_charged,6.32167e-05,1.74164e-06,-21.913786370071584,0.2863984733828761
ALOLIX_charged,6.14822e-05,4.4575e-07,-21.057466289288154,0.05112163381199091
ALOLIY_clean,5.98357e-06,7.91677e-08,-16.068161418916016,0.019078181848895075
ALUJEX_clean,0.000289583,4.40394e-06,-27.849247985448628,0.043034480327264785
ALUJIB_clean,0.000270667,2.94292e-06,-27.511855966012533,0.02892270509681337
ALUJOH_clean,0.000207738,3.68153e-06,-26.71233297303597,0.03863662850327667
ALUJUN_clean,0.0010452,2.0175e-05,-34.18628783965654,0.04892906520047317
ALUKAU_clean,0.000770574,2.442e-05,-34.144017341181694,0.048399221147969476
ALUKIC_clean,2.80303e-05,2.43419e-07,-16.06445172874955,0.05662668859839458
ALUKOI_clean,2.77076e-05,1.42551e-07,-16.07328604149434,0.04464381341990473
ALUKUO_clean,2.7866e-05,1.07743e-07,-16.101544320378068,0.035119287273451094
ALULAV_clean,2.80812e-05,2.59723e-07,-16.166695826107844,0.03215169001327267
ALULID_clean,8.23312e-05,7.44474e-07,-22.161475068419737,0.045433913824658945
ALURAB_clean,0.000265967,3.12845e-06,-28.20914256882502,0.12287115224650089
ALUREF_clean,0.000291851,3.8986e-06,-28.64069711945107,0.15228791931190952
ALURIJ_clean,0.000346559,7.57474e-06,-29.029575596657942,0.1864987620432945
am301365h_si_002_clean,6.89128e-05,9.11594e-07,-21.37170273001366,0.026903873222159022
AMAFOK_clean,0.000729293,9.66354e-06,-29.941116198222232,0.010167808264547324
AMAGAX_clean,0.000465199,2.65548e-06,-28.28064783437291,0.023850776279228512
AMALND_clean,2.35151e-06,2.77551e-07,-22.469976259290398,0.19734955811223645
AMEJIM_charged,5.63923e-05,6.12329e-07,-24.31623486786688,0.05988145954855131
AMEJOS_charged,0.000273505,1.32961e-05,-35.074770213614705,0.14736126455579784
AMIKOX_clean,2.37665e-11,4.09437e-12,-1.7786329127995044,0.6142236588820154
AMILOY_clean,0.000906265,2.0247e-05,-35.37341138480605,0.05092111505278451
AMILUE_clean,0.000821397,4.91609e-05,-35.163492295552906,0.082959871341635
AMIMAL_clean,0.000832327,3.72213e-05,-35.13988436029553,0.12193918457728728
AMIMEP_clean,0.000883726,5.3035e-05,-35.78305544546818,0.1360565615189529
AMIWID_clean,0.000930884,2.68783e-05,-35.6522507528494,0.041366922916180986
AMIWOJ_clean,0.000886462,2.32646e-05,-35.445832739376726,0.027818690716677304
AMIWUP_clean,0.000940706,3.34737e-05,-35.68270770515568,0.04520691409067767
AMIXAW_clean,0.00102989,2.0868e-05,-36.05128624711448,0.04641859924599228
AMIXEA_clean,0.00110804,2.10596e-05,-36.35269544528577,0.028507285662461638
AMIZIG_clean,4.76432e-05,7.45377e-07,-23.75273548215165,0.012209921577392563
AMODUC_clean,3.47128e-05,8.49285e-08,-16.701915634587788,0.024086125855529272
AMOFAK_clean,3.64673e-05,1.8748e-07,-16.811399625437744,0.031212441198697868
AMOYOR_clean,0.0010553,2.70155e-05,-33.62451789844106,0.043506348402682776
AMOZAE_clean,1.6202e-06,8.95365e-08,-23.532453243894256,0.11632828475196776
AMUCOB_clean,3.45431e-07,4.81456e-08,-22.884099196925618,0.4256408295880965
AMUFAR_clean,0.00014983,8.77677e-06,-32.14094717500746,0.09357132037368078
AMUFEV_clean,3.44774e-06,4.15608e-07,-24.19395665128689,0.30027740822294813
AMUFIZ_clean,9.46794e-07,1.26139e-07,-23.10882373342778,0.2278180531807682
AMUFOF_clean,0.000179255,3.30209e-06,-29.087231306753054,0.04217506515772495
AMUPOP_clean,0.000586071,2.87369e-05,-35.52125254078726,0.09108941051173489
AMUWIP_charged,8.70247e-05,1.59589e-06,-23.405745376013176,0.15777280831957594
AMUWUB_clean,2.74788e-05,1.96042e-07,-20.966649234400357,0.06866144001891679
AMUXAI_clean,3.68288e-05,7.04422e-07,-22.604933919391375,0.05461997100136856
ANAWIX_clean,0.000168218,3.25285e-06,-26.37421142399959,0.028932981824159078
ANAWOD_clean,0.000122748,1.37927e-06,-24.517196338842595,0.04675041477322482
ANEHEI_clean,0.000455693,2.06595e-05,-32.63982305364378,0.19884874378159453
ANENEN_clean,0.00023408,3.86173e-06,-28.363386598580735,0.058552938697327944
ANENIR_clean,0.00032426,1.0776e-05,-29.110682032704155,0.08905384397017155
ANEPIT_clean,6.51106e-10,2.20197e-10,-10.061208214731677,0.8735739921220935
ANIDIL_clean,0.000138049,4.61744e-06,-30.220752237581834,0.07729853032808195
ANOMOG_clean,0.000239309,3.31206e-05,-32.965490830902205,0.6903910464628578
ANOMUM_clean,0.000116712,1.0634e-06,-22.38820539753163,0.027006671265779335
ANONAT_manual,9.17571e-05,1.19257e-06,-21.50882824274051,0.07963229469646309
ANUGEW_clean,2.40969e-05,1.30273e-07,-16.346580507892902,0.04680881690892345
ANUGIA_clean,3.64877e-05,7.85948e-07,-17.581283765192936,0.1545152354728414
ANUGOG_clean,4.54137e-05,6.03634e-07,-18.716507746920875,0.09086349913010153
ANUGUM_clean,8.63569e-05,1.57649e-06,-20.786091451056997,0.04865373569696226
APACAX_clean,0.000326436,5.3063e-06,-27.97331304330252,0.031597333546432765
APARAM_clean,0.00468307,0.000403579,-44.09189549796649,0.1998285017804974
APAYIB_clean,0.00051344,7.04662e-06,-28.9589714323362,0.06211236282391065
APAYOH_clean,0.000476575,6.25954e-06,-28.80001422297908,0.05186378092109418
APAYUN_clean,0.00035924,8.9394e-06,-27.52639839230391,0.08974104038675987
APAZAU_clean,0.00038535,1.11021e-05,-27.531774827934285,0.07181036744505274
APAZEY_clean,0.000363081,5.41732e-06,-27.255742591735817,0.0695781449197299
APAZIC_clean,0.000282917,2.84563e-06,-26.299967599137027,0.04325435824510057
APAZOI_clean,0.000339646,8.25479e-06,-28.180177896129763,0.04965726502385641
APEBED_clean,0.000259946,1.75846e-05,-33.887787212136224,0.12425311550514792
APEBEE_clean,0.000846613,4.42888e-05,-32.863077120440444,0.21334429068412805
APEBII_clean,0.11613,0.00568225,-49.16782984897612,0.08525246625924553
APEBOO_clean,0.160504,0.0111523,-48.97382497697033,0.26541829789530375
APEBUU_clean,0.000340631,1.27112e-05,-32.36028335104832,0.09937004492806605
APETAS_clean,7.61583e-07,5.60155e-08,-22.19810813061125,0.2122780522833381
AQAJEI_clean,0.000560619,9.19374e-06,-29.14067143093219,0.035916005648724936
AQALIO_clean,5.3667e-11,4.82839e-12,1.6418375495237518,0.2203842932707508
AQALOU_clean,2.93365e-11,1.53599e-12,2.6820986038753833,0.3257124780235956
AQEFOS_clean,1.45616e-05,1.01148e-07,-21.116042611645835,0.041991987961039326
AQEFUY_clean,3.38384e-05,1.7267e-07,-20.730875281505476,0.03639067147263534
AQEGUY_clean,0.00155678,2.43703e-05,-33.421245693403456,0.07629892238445027
AQEQES_clean,0.000168751,2.66572e-06,-24.110457026517487,0.019554292109475385
AQEQIW_clean,0.000189777,3.27039e-06,-24.521290287113796,0.027962530490945086
AQERUL_clean,0.252233,0.0098137,-49.623270901989024,0.1599581418029573
AQETIA_clean,1.45657e-07,1.54939e-08,-18.05508772576855,0.18976305511097855
AQETUM_clean,9.4546e-06,2.37263e-07,-21.43641241294483,0.03057118543736683
AQIQAU_clean,0.000110219,1.00184e-06,-22.157902357945684,0.03839910304374898
AQIQIC_clean,0.000507752,9.94112e-06,-29.612719069679525,0.03407661600659637
AQIXUU_clean,0.0471424,0.00266591,-47.775572036126995,0.09121711022622492
AQIXUV_clean,5.65563e-05,1.06983e-06,-23.300822995899164,0.08935194583894483
AQMAND01_clean,8.58285e-11,1.42779e-11,-2.523519236146827,0.08207364846055702
AQMAND_clean,3.35096e-11,6.68153e-12,-0.1199497401200388,0.3769642001879302
AQODOA_clean,7.793e-10,1.92837e-10,-8.513810549053758,0.4838396585709779
AQOLEZ_clean,0.000200459,6.24575e-06,-27.301284256610124,0.12243448113965057
AQOLOJ_clean,0.0018947,0.000133561,-35.58434517256706,0.3949405124055795
AQOMAW_clean,0.000246072,9.74608e-06,-29.369101208327333,0.17860974608727595
AQOSEG_clean,9.47093e-05,1.59872e-06,-22.862816803426373,0.04489347160602184
AQOTIK_clean,0.000397793,1.46069e-05,-29.444407354764582,0.12371842911876134
AQUCOF_clean,3.1261e-05,4.46243e-07,-20.090275405468045,0.07721562024707077
AQUCOG_clean,2.89749e-05,2.74691e-07,-18.958687571775496,0.035486083657244594
AQUCUM_clean,2.9331e-05,3.70088e-07,-18.900363451195933,0.04637022507806372
AQUDAS_clean,3.14535e-05,2.405e-07,-20.089121588620852,0.0837704687018128
AQUDAT_clean,3.56515e-05,3.44989e-06,-32.75832207442655,0.3528995414750297
AQUDEX_clean,5.99276e-05,8.71348e-06,-33.70669082057175,0.25029337920261024
AQUDIB_clean,2.83355e-05,3.01461e-07,-18.969530990945568,0.021609063434209215
AQUDOH_clean,5.2362e-05,3.0423e-06,-33.29547384315803,0.2986644426646443
ARADEE_clean,9.31449e-05,9.88255e-07,-22.833401612299177,0.04744737196401252
ARAFEF_clean,7.81599e-05,1.12918e-06,-21.234872622064465,0.08462971804687874
ARAFIJ_clean,0.000124588,1.56951e-06,-22.95439168875632,0.03635773284930338
ARAFOP_clean,0.000324531,8.30469e-06,-28.44279467678713,0.029244550343680356
ARAGOR_clean,0.000188383,1.30352e-06,-25.506950372874037,0.012134949284742296
ARAHIM01_clean,1.19446e-11,1.55502e-12,2.9276117273717195,0.12456863532918828
ARAHIM02_clean,7.93302e-11,9.4844e-12,-1.377544430747556,0.22360292981829724
ARAHIM_clean,7.33437e-11,9.06951e-12,-1.1400491974742677,0.485337331664982
ARIBOS_clean,3.07561e-20,1.45101e-20,47.055026046785436,1.4808060526954099
ARINOF_clean,0.000459778,2.8174e-05,-34.71811535260478,0.19743731478579832
