Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
ATEXII_clean_19,-35.0279,0.000372451,0,1.08071
AVAGIP_clean_88,-32.1953,0.000223865,91.3267,0.723875
AVELOD_clean_118,-26.3624,0.000168078,1993.24,0.634854
AVAGOV_clean_88,-32.1458,0.000273625,87.159,0.756133
AVIPOL_clean_14,-24.0093,0.000257242,2126.27,0.433794
AVESOL_clean_14,-25.1079,0.000308547,1520.37,0.55221
ARUYES_14,563.768,1.77564e-111,0,1.55513
AVELUJ_clean_118,-27.0889,0.000191509,1870.97,0.651651
AVESUR_clean_56,-23.8893,0.000139352,1363.47,0.604338
ASUJIJ_clean_14,-36.8738,0.000452619,2.7061,1.20124
AVEMAQ_clean_118,-26.273,0.000163397,1568.53,0.666464
ANENIR_clean_1,-28.9944,0.000336093,793.737,2.64961
ASOYOY_clean_80,-25.4606,0.000190069,2587.08,1.24971
ASADAA_clean_2,-27.8404,0.000195684,519.254,1.53022
AVUJIL_clean_14,27.907,3.1392e-16,0,0.350369
AVEVEE_clean_2,-26.5896,2.1815e-05,0,0.659842
AMAGAX_clean_2,-28.0317,0.000485014,1801.66,3.07048
AVIMIC_clean_15,-28.8044,0.00028043,553.217,0.673875
AVIPAX_clean_14,-27.8244,0.000444937,2410.5,0.656897
AWOFOI_clean_14,-23.8138,8.86774e-05,527.924,0.23979
AXAQAT_clean_8,-9.96051,1.81454e-09,0,0.191221
ARUJED_clean_14,-32.4817,4.70224e-05,0,1.79492
AXIGAR_clean_9,-18.0705,1.96469e-05,636.988,0.214697
AHIYUN_clean_15,-54.5833,1.09386,248.129,3.89642
AWUPOZ_clean_58,-15.2323,3.41371e-05,4114.06,0.238406
AXAWUT_clean_60,-24.6076,3.07556e-06,0,0.248196
AQEGUY_clean_2,-33.7004,0.0019663,595.474,2.23964
AWUPAL_clean_58,-14.7954,3.15032e-05,4082.05,0.265479
ASAMUE_clean_61,-27.8395,5.44607e-05,85.8568,1.64477
AFUKIX_clean_2,-24.9346,0.000132065,2703.65,4.09434
AXUDII04_clean_225,-24.3504,1.47684e-05,35.3193,0.0535186
ATIJUJ_manual_1,-17.5457,1.0632e-05,2479.81,1.27564
ATIJUJ_clean5b_1,-17.5607,1.06473e-05,2477.31,1.28079
AVALEO_clean_15,19.5733,2.81138e-15,0,1.11418
AXOCAT_clean_14,-14.7789,3.71069e-08,0,0.252802
AWEGEP_clean_62,-22.4933,1.93518e-05,449.543,0.449567
AXAFAG_clean_14,-17.3948,1.04654e-05,2421.08,0.428298
ATOXEN_clean_2,-34.1191,0.000326335,2.75342,1.29247
ATUYAR_clean_2,-32.9528,8.43184e-05,2.58333,1.24854
ATUXOE_clean_2,-32.7724,0.000104413,7.14334,1.26493
