Structure_name,Adsorbent_name,Acessible_average_energy,Minimum_energy,Boltzmann_average_energy
MIHLAR_clean,Xe,-20.618245,-29.478101,-27.615289
NIKYOW_clean,Xe,-19.774859,-28.719341,-27.18556
PUPXII01_clean,Xe,-5.847546,-10.368442,-10.123433
LUSZOP_clean,Xe,-16.068559,-25.381272,-23.330992
PAMTII_clean,Xe,-13.870894,-36.013256,-35.30191
PEZCII_clean,Xe,-8.056936,-18.98592,-16.619611
PUPXII_clean,Xe,-7.452397,-9.306832,-8.234208
MIHLEV_clean,Xe,-23.836425,-32.144395,-29.669186
ic060771psi20060614_113937_clean,Xe,-22.628828,-27.025364,-25.281986
NUSSEA_clean,Xe,-21.408567,-27.552131,-26.938718
OQUXIJ_clean,Xe,-21.321694,-26.606478,-24.960554
NIKYUC01_clean,Xe,-23.4361,-28.671639,-27.432999
PUPYAA_clean,Xe,-15.478726,-22.543977,-20.820914
LUSZUV_clean,Xe,-16.131056,-25.394449,-23.305807
KUKMUA_clean,Xe,-17.235294,-24.337361,-20.439397
OJOSIR_clean,Xe,-20.575012,-32.150807,-29.98437
OJOZOE_clean,Xe,-26.189512,-28.818805,-27.801829
MIHLIZ_clean,Xe,-23.484916,-31.28345,-29.154912
NUTQAV_clean,Xe,-10.226242,-24.231368,-20.619981
PIBGAK_clean,Xe,-17.067243,-25.863659,-21.809585
NIKYUC02_clean,Xe,-23.052826,-28.028578,-26.703039
MOXPAR_clean,Xe,-20.232433,-29.871111,-27.636975
LUTBEI_clean,Xe,-15.453212,-24.716189,-22.897066
NATKOL_clean,Xe,-16.625013,-25.292746,-19.874579
QISVAQ_clean,Xe,-21.246904,-39.58448,-37.051909
PAMTOO_clean,Xe,-14.917235,-35.594103,-34.907444
MIHLOF_clean,Xe,-22.075948,-30.543292,-28.2883
NUTQEZ_clean,Xe,-16.220568,-23.742372,-21.802564
NATNIG_charged,Xe,,46.4375,47.10085
ic062019u-file003_clean,Xe,-21.686219,-31.85372,-30.545954
NIKYUC_clean,Xe,-24.603264,-29.032654,-27.85554
LUTBUY_clean,Xe,-13.206738,-24.566434,-22.555182
PUQDOW_clean,Xe,-26.032606,-35.26444,-34.694958
KUKPOX_clean,Xe,-20.454128,-30.269012,-27.397444
PUQHEP_clean,Xe,-15.61501,-28.520432,-27.224622
LAPLOG_clean,Xe,-35.162015,-58.262025,-56.345895
PIBNUK01_clean,Xe,-3.271976,-16.664721,-13.870692
NIKZAJ01_clean,Xe,-20.375941,-28.079376,-27.018094
LUTCAF_clean,Xe,-17.386837,-23.821596,-22.013692
PUQHIT_clean,Xe,-13.008507,-25.758386,-24.870494
MOXPEV_charged,Xe,-24.098018,-30.967712,-28.72907
NATNOM_charged,Xe,-20.6478,-32.720708,-31.975457
ic070274o-file006_clean,Xe,-13.613272,-25.194762,-22.160453
KUKPUD_clean,Xe,-19.517378,-26.880482,-24.749097
PAMTUU_clean,Xe,-14.345551,-35.265462,-34.38813
PUQHIT_SL,Xe,-13.250495,-26.337532,-25.458841
NATXIR_clean,Xe,-5.009526,-9.747334,-7.6688
NIKZAJ02_clean,Xe,-22.28508,-28.781362,-27.230187
LUTCEJ_clean,Xe,-17.872873,-24.021989,-22.706565
OQUZIL_clean,Xe,-21.606135,-27.740116,-25.362721
PAMVEG_clean,Xe,-13.514056,-21.819714,-20.765352
ic100188w_si_002_clean,Xe,-23.477534,-29.216639,-27.076544
PIBNUK_clean,Xe,-3.273897,-16.559037,-13.922453
QISVEU_clean,Xe,-21.875754,-39.355031,-38.42796
ORAGEU_clean,Xe,-15.264116,-17.310998,-16.247126
NUTYOS_clean,Xe,-10.772264,-27.038168,-23.502587
NIKZAJ_clean,Xe,-19.136045,-28.15814,-27.09914
LUTCIN_clean,Xe,-17.312661,-23.332433,-21.895189
IZENEI_clean,Xe,-19.245392,-29.690274,-25.766092
PANRUS01_clean,Xe,-31.586281,-35.227623,-33.473253
MIHLUL_clean,Xe,-25.934945,-37.888675,-36.022568
NUVBIQ_clean,Xe,-21.121022,-28.587617,-26.506077
PUQXUV_clean,Xe,-29.106343,-40.614439,-38.67799
QITDEE_clean,Xe,-24.155913,-35.462558,-34.397063
LUTDAG_clean,Xe,-13.71752,-24.558734,-22.709387
NIKZEN01_clean,Xe,-23.358484,-28.894543,-27.801179
NUVWEH_clean,Xe,-18.038505,-26.790351,-24.825202
LUTSEA_clean,Xe,-7.454301,-23.981502,-23.91429
MIHMAS_clean,Xe,-22.523271,-35.380929,-33.639977
NATXOW_clean,Xe,-19.319636,-27.741065,-24.406352
NIKZEN02_clean,Xe,-24.488095,-28.34992,-27.172302
NUVWIL_clean,Xe,-15.916566,-19.424225,-17.896549
PUQYAC_clean,Xe,-29.619662,-40.546933,-39.003601
OJUNIS_clean,Xe,-54.617447,-82.646352,-80.953626
QITDII_clean,Xe,-18.153325,-27.418539,-25.120297
ORAGOF_clean,Xe,-12.111888,-24.237827,-20.350973
MOXPIZ_charged,Xe,-10.164816,-24.158168,-20.3368
NIKZEN_clean,Xe,-23.844842,-29.104269,-27.900143
PIBPAS01_charged,Xe,-11.184719,-24.251821,-22.57984
KUKQAK_clean,Xe,-16.274719,-33.266171,-31.72455
NIMPEG01_clean,Xe,-14.911821,-26.848906,-21.45791
NATXUC_clean,Xe,-20.216788,-28.222023,-26.259803
MOXPOF_charged,Xe,-18.235652,-32.451118,-29.682153
ORAJAT_clean,Xe,-16.604655,-19.092085,-17.705784
NUVXOT_clean,Xe,-10.987533,-20.768531,-18.569839
NAVCAO_clean,Xe,-22.226609,-30.602806,-30.147049
LUVTAY_clean,Xe,-12.913467,-23.705979,-20.763505
PIBPAS01_clean,Xe,-11.189566,-24.251822,-22.617514
MIHMEW_clean,Xe,-24.154486,-34.006976,-30.118089
NAVFUM_clean,Xe,-13.867959,-22.435825,-21.238673
IZENIM_clean,Xe,-19.863788,-29.735984,-25.750583
NIMPEG_clean,Xe,-16.608735,-24.226894,-21.583337
ORAJEX_clean,Xe,-17.126527,-19.920988,-18.523267
NAVJAW01_clean,Xe,-10.297869,-20.30258,-17.99807
MOXPUL_clean,Xe,-13.02961,-30.370653,-27.681395
PURJAO_clean,Xe,-14.660477,-26.803351,-22.524246
NAVJAW_clean,Xe,-9.310494,-20.183833,-18.229369
NUVYIN_clean,Xe,-23.816482,-34.27622,-33.221093
LUVTEC_clean,Xe,-13.315783,-23.364649,-20.555421
QITDOO_clean,Xe,-20.97551,-37.149416,-35.041353
ORAJOH_clean,Xe,-16.984958,-20.224951,-18.836605
NAVLIG_clean,Xe,-17.139575,-30.990591,-28.813748
MOYMET_clean,Xe,-14.862045,-22.632662,-20.938007
NUVYOT_clean,Xe,-21.078856,-36.543548,-34.206506
PIBPAS_clean,Xe,-11.85519,-24.248087,-22.755204
ic1010083_si_002_clean,Xe,-21.889468,-37.913291,-34.776958
PURJES_clean,Xe,-24.212214,-32.788399,-29.378744
QITMOW_clean,Xe,-0.345503,-0.345951,0.480794
ORAKAU_clean,Xe,-16.485349,-19.628114,-18.169466
PANYEK_clean,Xe,-19.171494,-30.981614,-27.0618
NIMPOQ_clean,Xe,-14.022735,-26.190613,-22.537145
NUWBOX_clean,Xe,-15.516299,-21.731791,-18.739806
NUWPOM_clean,Xe,-9.651714,-15.498444,-13.642961
ORAKIC_clean,Xe,-19.60127,-20.442072,-19.655966
ic101789u_si_002_clean,Xe,-19.222074,-22.183923,-21.451787
NUXMAU_clean,Xe,-22.172286,-24.826106,-24.37717
QITMUC_clean,Xe,,8.547575,9.069086
NIMQAC_clean,Xe,-29.331529,-35.168869,-34.432452
NUXWAG_clean,Xe,-13.027485,-18.599212,-16.536109
PIBPEW01_charged,Xe,-12.62344,-23.928572,-21.766922
PURJIW_clean,Xe,-16.716901,-29.170231,-24.404906
QITXAU_clean,Xe,-21.63109,-31.191792,-28.101444
MIJFIU_clean,Xe,-15.397104,-28.930992,-26.049974
IZENUY_clean,Xe,-15.646948,-25.776651,-21.807538
LUVWUU_clean,Xe,-23.801853,-31.670676,-30.532398
NUYNAY_clean,Xe,-18.775736,-24.483497,-21.491641
ORAKUO_clean,Xe,-17.277823,-21.001742,-19.545671
PANYEL_clean,Xe,-22.392683,-38.287711,-36.07724
QITYOI_clean,Xe,-20.779118,-27.790985,-26.366967
ic102347b_si_001_clean,Xe,-15.584383,-22.32058,-20.18269
MOYMUJ_clean,Xe,-24.91126,-38.222544,-34.339594
NUYNEC_clean,Xe,-13.601678,-23.06422,-18.51249
ORANAY_clean,Xe,-11.784247,-23.965817,-23.627426
PANYOU_charged,Xe,-22.356924,-29.15077,-26.412885
NIMQAD_clean,Xe,-11.159362,-25.136868,-20.735984
KUKZOH_clean,Xe,-17.457739,-37.190556,-35.563696
MIJHOD_clean,Xe,-12.546939,-25.266644,-23.92645
OJUPEQ_clean,Xe,-22.486964,-35.837001,-33.309862
IZEPEJ_clean,Xe,-11.857093,-22.954727,-18.693248
NUYQUU_clean,Xe,-18.073855,-24.552645,-22.051161
QITZIE_clean,Xe,-23.83135,-32.031291,-27.730321
LAPLUM_clean,Xe,-34.26389,-57.110511,-55.163756
PURNEX_clean,Xe,-19.954034,-23.302232,-21.848049
MOYNEU_clean,Xe,-21.062583,-36.934184,-35.97567
NUYWEK_clean,Xe,-21.680582,-33.476157,-32.618707
PIBPEW_charged,Xe,-12.424563,-23.832203,-21.686079
NAWDUN_clean,Xe,-19.784328,-33.578983,-28.339787
PAPHEV_clean,Xe,-17.262634,-32.360497,-29.602783
MIJMAU_clean,Xe,-20.695932,-27.883799,-25.252071
QIVBUT_clean,Xe,-12.104296,-34.891465,-34.57541
LUWMEX_clean,Xe,-22.198595,-29.190741,-27.15025
NAWHOL_clean,Xe,-17.666799,-28.964368,-26.610255
MIJYEK_clean,Xe,-14.49688,-23.396139,-22.287208
PAPKOJ_clean,Xe,-4.421563,-4.422718,-3.889089
PURNIB_clean,Xe,-20.895248,-27.459238,-25.848339
QIVJAG_clean,Xe,-12.651542,-15.599714,-14.017703
ic200054b_si_002_clean,Xe,-25.773595,-39.895062,-38.109726
IZEQUB_clean,Xe,-22.272212,-32.478674,-30.906512
ic200463k_si_002_clean,Xe,-19.359421,-25.064861,-23.913097
PIBPIA_clean,Xe,-3.179501,-15.465583,-13.013714
PURQEZ_clean,Xe,-7.027405,-25.373538,-24.858513
IZERAI_clean,Xe,-11.702714,-35.811571,-34.515726
PAPKUP_clean,Xe,-3.763389,-6.923393,-5.567565
MIKDUH_clean,Xe,-19.626879,-25.012441,-21.925853
ic2017598_si_001_clean_h,Xe,-5.628028,-8.436097,-7.446544
QIVYUR_clean,Xe,-15.955741,-22.96377,-21.028481
ORAQUU_clean,Xe,-25.228396,-44.390721,-41.867421
NUYWOU_clean,Xe,-35.66,-41.286097,-40.554882
MOYNIY_clean,Xe,-21.361684,-32.324694,-30.286885
PURQID_clean,Xe,-22.063192,-29.942404,-28.865958
MIKJAR_clean,Xe,-22.262699,-32.173515,-30.38752
IZETUE_clean,Xe,-22.906759,-33.696253,-29.095596
PAPNUR_clean,Xe,-6.579591,-11.08462,-10.770649
ic202626c_si_002_clean,Xe,-9.870052,-23.023042,-21.714693
IZEVAM_clean,Xe,-21.165726,-25.668635,-24.938173
MIL-47,Xe,-17.251545,-21.328541,-18.775086
PICTIG_clean,Xe,-15.779971,-25.949376,-23.197113
MIL-53Crlt,Xe,,156.095673,156.105056
LUWMIB_clean,Xe,-20.628303,-28.676912,-26.566089
ic202769e_si_002_clean,Xe,-30.347875,-34.069233,-33.533596
MIL-88A-dry,Xe,-22.100064,-34.519222,-30.70643
ORERAG_clean,Xe,-28.922153,-39.581036,-37.992258
NAWKII_clean,Xe,-22.343746,-29.992818,-27.547973
MIL-88A-open,Xe,-13.001389,-19.037252,-14.692095
QIVZEC_clean,Xe,-20.463506,-35.224087,-33.473384
PAPPAZ_clean,Xe,-17.516215,-27.08494,-26.104293
PIDMEV01_clean,Xe,-20.303067,-32.511572,-28.699925
MOYTUR_clean,Xe,-20.022788,-32.715749,-31.290761
MIL-88B-dry,Xe,-23.592678,-27.442585,-26.03478
KULLAG_clean,Xe,-14.502592,-25.43641,-23.18556
PURRIE_clean,Xe,-21.23619,-41.335496,-40.413175
PAPPED_clean,Xe,-6.068633,-13.315887,-13.048371
MOYYEF_clean,Xe,-17.091946,-26.439766,-24.619852
PURSOK_clean,Xe,-15.641437,-30.836154,-29.210881
IZEWAN_clean,Xe,-17.006458,-31.163907,-28.848675
NUZCIV_clean,Xe,-24.010819,-28.587494,-26.626863
MIL-88C-dry,Xe,-16.169501,-17.826776,-17.135159
PURTEC_charged,Xe,-33.870338,-34.82002,-34.217505
OREZAO_clean,Xe,-18.701846,-32.094197,-29.899048
NUZSAD_clean,Xe,-11.195668,-15.085927,-14.962765
PIDMEV_clean,Xe,-18.941926,-32.639102,-28.635296
LUWMOH_clean,Xe,-20.809596,-29.100075,-26.836877
QIWCOQ_clean,Xe,-17.939914,-25.794871,-22.851782
MIL-88C-open,Xe,-6.373555,-14.960305,-11.27567
NAWWOA_clean,Xe,-26.185071,-38.383365,-33.792943
NIMTAE_clean,Xe,-23.643977,-31.213776,-29.292109
MILQIJ_clean,Xe,-32.441346,-37.625785,-35.97884
PAPPIH_clean,Xe,-12.24615,-25.951289,-25.624389
NIMTEJ_clean,Xe,,62.573587,62.589236
MOYYIJ_clean,Xe,-16.942438,-28.715362,-27.441501
OREZES_clean,Xe,-10.737909,-20.647046,-19.826383
NIMVEL_clean,Xe,,63.289859,63.806055
ic300665a_si_002_clean,Xe,-16.833753,-31.756632,-29.859949
PIDNEX_clean,Xe,-5.284181,-13.692034,-10.193709
OBAFEF_clean,Xe,-18.206596,-28.102427,-25.790182
MIMDAP_clean,Xe,-15.205966,-28.096185,-26.903525
NIMVIP_clean,Xe,,63.869662,64.948858
MOYZIK_clean,Xe,-10.873735,-24.578622,-23.834687
PAPROO_clean,Xe,-25.839159,-28.821694,-27.496094
MOZFIR_clean,Xe,-11.80684,-17.960867,-16.331447
MIMFOF_clean,Xe,-30.101218,-42.291176,-40.087996
PAPRUU_clean,Xe,-24.217687,-28.892065,-25.670425
NAWWUG_clean,Xe,-15.663531,-24.474087,-21.691953
MIMKIE_clean,Xe,-20.824418,-26.890435,-24.563931
NIMWUD_clean,Xe,-32.579747,-37.58053,-36.719477
PUSDIR_clean,Xe,-20.541746,-28.23513,-24.725066
OBAFIJ_clean,Xe,-20.071283,-27.731085,-24.634655
QIWDOQ_clean,Xe,-5.573975,-9.16733,-8.422468
LUWMUN_clean,Xe,-11.538971,-25.046808,-22.051284
KULLEK_clean,Xe,-11.298784,-25.508591,-22.246641
QIWDOR_clean,Xe,-28.515219,-33.100747,-31.777582
NAWXER_clean,Xe,-17.898994,-22.471251,-20.053058
QUJWEZ_clean,Xe,-23.750911,-31.779034,-29.542417
PIDNOH_clean,Xe,-28.949663,-36.868127,-35.199359
NAXKOO01_clean_h,Xe,-0.422323,-0.83013,0.133939
NIMXAK_clean,Xe,-13.933709,-27.521049,-25.850081
NAXKOO01_SL,Xe,,18.321481,18.888224
PAPVAF_clean,Xe,-14.515304,-26.02825,-20.279165
NAXKOO02_clean,Xe,,18.381169,19.557211
QUKQAQ_clean,Xe,-8.999725,-14.763071,-12.889592
NIMXIS_clean,Xe,-10.438714,-21.010698,-18.390971
IZIGUV_clean,Xe,-15.149386,-27.258146,-22.396499
NINHOH_clean,Xe,-11.37158,-12.532223,-11.438649
PUSDOX_clean,Xe,-19.884197,-27.451316,-24.372975
NAXKOO_clean,Xe,-23.631546,-27.822258,-25.429462
PIFPIE_clean,Xe,-19.266866,-32.586607,-29.000626
NINVAI_clean,Xe,-12.516069,-31.978611,-31.440238
NAXLEF_clean,Xe,,104.393573,105.280514
QUKYOL_clean,Xe,-16.659461,-30.87491,-29.906194
NAXLEF_clean_h,Xe,,104.39355,105.2805
OJUPIU_clean,Xe,-31.392402,-69.660057,-67.872052
NIRDAT_clean,Xe,-39.377385,-39.377969,-39.377385
PAPVEJ_clean,Xe,-32.537816,-39.844938,-37.402098
PUSJUK_clean,Xe,-23.42473,-28.085816,-25.234097
MIMSIM_clean,Xe,-15.552442,-36.882536,-35.493084
QUKYUR_clean,Xe,-17.755304,-30.630217,-30.171717
NIRDEX_clean,Xe,,43.27874,44.690152
NAXLII_clean,Xe,-21.820783,-35.949031,-33.748655
LUWNAU_clean,Xe,-12.042791,-25.571565,-22.44391
LAPMAT_clean,Xe,-33.253575,-56.546627,-54.600952
PUSRUR_clean,Xe,-19.644804,-24.253205,-22.536376
LUWYUY_clean,Xe,-7.694513,-10.910244,-9.468932
KULMAG_clean,Xe,-16.619696,-35.198685,-33.176139
NAXVOY01_clean,Xe,-23.313076,-30.870864,-29.675735
QULKIS_charged,Xe,-20.568718,-29.332665,-27.350791
NIRDOI_clean,Xe,-6.649697,-12.474099,-12.297681
OKABAE_clean,Xe,-9.931476,-26.038995,-20.70247
PAPVIN_clean,Xe,-32.062285,-38.872577,-37.370822
QIWGOU_clean,Xe,-18.99222,-28.422618,-26.559576
OREZUI_clean,Xe,-34.877362,-43.813294,-42.185123
NAXVOY02_clean,Xe,-23.247027,-30.662589,-29.49846
PAPXUB_clean,Xe,-24.650935,-31.362803,-30.606761
OBAFOP_clean,Xe,-18.521456,-29.232508,-26.258195
PIGHIX01_clean,Xe,-22.245123,-34.209415,-29.861924
QULLEP_clean,Xe,-27.917571,-35.322203,-34.505258
NAXVOY03_clean,Xe,-24.020167,-30.898951,-29.670577
OKABEI_clean,Xe,-10.729723,-26.266414,-20.412457
PAPYOW_ion_b,Xe,-10.423192,-18.179961,-15.366553
QULMIU_clean,Xe,-12.705814,-23.176455,-20.846235
NAYGUR_clean,Xe,-15.263748,-21.855716,-19.261333
OKAYAC_clean,Xe,-23.130427,-39.000441,-37.983671
NIRFIE_clean,Xe,-26.315271,-41.230869,-38.79885
MIMSOS_clean,Xe,-15.062347,-33.819687,-32.428884
KULMEK_clean,Xe,-10.579233,-21.338343,-19.540541
NAYGUR_neutral,Xe,-15.264249,-21.855716,-19.262168
ORIBAU_clean,Xe,-16.41678,-26.888461,-24.217791
OKAYEG_clean,Xe,-23.182698,-38.640043,-37.53532
IZIHAC_clean,Xe,-16.917225,-24.985206,-22.15137
LUXDEO,Xe,-31.17443,-40.837291,-39.780385
PAQFIY,Xe,-31.958916,-41.908397,-35.499932
PIGHIX_clean,Xe,-22.881852,-33.020363,-29.737976
QIWHEL_clean,Xe,-20.789022,-37.580053,-35.224396
PUSSEC_clean,Xe,-17.921095,-36.934124,-35.13049
OKAYIK_clean,Xe,-23.521608,-38.8434,-37.975297
QIWPET_clean,Xe,-17.857852,-24.140473,-21.719736
OKAYOQ_clean,Xe,-24.287616,-36.482983,-34.501692
ORIVOC_clean,Xe,-11.120375,-18.550063,-16.705326
OKAYUW_clean,Xe,-23.447399,-35.848445,-35.16118
MIMSUY_clean,Xe,-14.383361,-32.790663,-31.583952
NIRGAY_clean,Xe,-16.361107,-25.112545,-21.942853
PAQJUM_clean,Xe,-39.120212,-43.247712,-41.189876
OKAZAD_clean,Xe,-23.826647,-36.246972,-35.236607
PIGXAF_clean,Xe,-19.531588,-28.067366,-27.173959
OKECIQ01_clean,Xe,-16.981014,-25.920509,-25.141652
NAYHAY_clean,Xe,-11.196543,-22.528956,-18.647721
QIWQES_clean,Xe,-17.62337,-22.463715,-20.10902
OKECIQ_clean,Xe,-17.505485,-25.850804,-25.263228
NIRKAB_clean,Xe,-29.841078,-36.910556,-34.797045
PUSXIL01_charged,Xe,-20.930129,-26.826521,-24.778209
PAQMEB_clean,Xe,-15.809706,-21.669596,-18.778791
KULMIO_clean,Xe,-18.053165,-34.305383,-31.839784
ORIVUI_clean,Xe,-7.231417,-19.614799,-18.078137
KULMIP_clean,Xe,,15.160077,16.661631
MIMVEJ_clean,Xe,-32.403654,-38.978248,-37.405043
NIRMUW01_clean,Xe,-15.515148,-35.646102,-34.776581
QULMOA_clean,Xe,-20.724192,-32.157287,-29.343081
NIRMUW_clean,Xe,-14.5817,-35.718988,-34.910193
MINCER_clean,Xe,-13.981195,-20.799923,-19.521251
NIRNAD_clean,Xe,-13.64856,-35.739964,-35.109488
QUMFUB_clean,Xe,-20.47539,-26.595892,-23.938079
OKELIB_clean,Xe,,15.084749,15.894255
QIXNES_clean,Xe,-22.98109,-31.905446,-30.097585
MUBQIJ_clean,Xe,-22.266705,-32.752901,-30.177734
KULRIT_clean,Xe,-20.466546,-26.731402,-24.514653
PIGXUZ_clean,Xe,-24.42515,-33.51838,-31.796762
OBAHIL_clean,Xe,-20.482382,-32.710289,-29.621105
LUXDUE_clean,Xe,-12.54689,-28.835756,-22.323702
ORIWAP_clean,Xe,-7.79791,-18.270368,-16.202639
PUSXIL_charged,Xe,-20.98404,-27.775758,-23.286053
PIHJOH_clean,Xe,-27.880821,-35.597547,-34.493269
NISBEX_clean,Xe,-17.762495,-28.576353,-26.465246
QIXNIW_clean,Xe,-22.341192,-31.693192,-29.537658
PIHNUQ_clean,Xe,-32.189288,-36.456819,-34.618816
OKELOH_clean,Xe,-13.528695,-23.941939,-20.616876
PAQMOL_clean,Xe,-18.116616,-27.289782,-25.347352
PIHWAG_clean,Xe,-18.504949,-29.095182,-27.437451
ORIWET_clean,Xe,-7.995784,-19.193355,-17.795511
MUBZOA_auto,Xe,-6.37282,-24.087814,-20.05646
QIXSOG01_clean,Xe,-11.556094,-17.052859,-14.771964
PAQPIG_clean,Xe,-13.004186,-23.194327,-22.51294
PUTYAE_charged,Xe,-24.143068,-33.280855,-31.583353
QUMJEP_clean,Xe,-24.530034,-34.081766,-32.816731
IZIHEG_clean,Xe,-17.54027,-25.221373,-22.544481
QUMYUT_clean,Xe,-19.843968,-27.341036,-26.384104
OROKEN_clean,Xe,-16.570885,-21.461615,-19.765297
QUNMUI_clean,Xe,-25.375354,-27.768527,-27.382914
PIHWOU_clean,Xe,-22.217365,-30.855791,-29.578004
NISCOJ_clean,Xe,-23.514645,-37.135606,-35.705194
NAYKAB_charged,Xe,-17.42904,-32.091989,-29.484484
QIXSOG_clean,Xe,-11.522019,-17.059825,-14.825073
OKIJUO_charged,Xe,-18.774267,-30.619229,-27.653252
PUTYEI_clean,Xe,-23.206246,-25.086775,-23.595762
NAYMOQ_clean,Xe,-14.171891,-20.194331,-18.466904
PIJDIX_clean,Xe,-19.536549,-27.596838,-26.01957
OROLUD_clean,Xe,-20.63398,-25.738427,-24.546823
PUVJOG_clean,Xe,-21.055211,-22.191258,-21.143324
OROMAK_clean,Xe,-18.523792,-28.155302,-25.797323
MINCET_clean,Xe,-13.181879,-27.313085,-23.795949
MUBZUG_auto,Xe,-5.832417,-23.233252,-19.833531
ORUHAM_clean,Xe,,282.07366,282.774387
NISPEL_charged,Xe,-23.563637,-32.574751,-30.010727
NAYNIK_clean,Xe,-14.532602,-18.765371,-17.536072
OKIKAV_charged,Xe,-20.466509,-29.654263,-27.237029
PAQTIM_clean,Xe,-25.698583,-35.005749,-33.249601
NAYPIM_clean,Xe,-32.359948,-40.568133,-38.587751
PUVREF_clean,Xe,,11.395366,11.690751
LUXFEQ_charged,Xe,-16.148296,-27.696133,-24.697981
NISPOV_clean,Xe,-27.888945,-37.409934,-35.536975
QIYBUX_clean,Xe,-30.335502,-41.186194,-39.146606
PUWCAL_clean,Xe,-13.274941,-16.356737,-15.260766
MINCIX_clean,Xe,-10.971685,-24.648547,-20.731816
OKIKEZ_charged,Xe,-21.553854,-29.42855,-27.17209
MUCLOM,Xe,-15.661376,-23.444026,-21.418747
PIJJOI_clean,Xe,-24.197223,-32.565526,-31.245029
NITADY_clean,Xe,-12.580056,-18.535074,-17.519719
KULZEY_clean,Xe,-23.945073,-35.493335,-32.632889
PUWCEP_charged,Xe,-28.992136,-35.655152,-33.732302
ORUKET_clean,Xe,-16.616178,-24.93411,-22.967394
PIJROR_clean,Xe,-18.929528,-28.978196,-27.306327
LAPMEX_clean,Xe,-37.557683,-63.88072,-62.066294
NIVNOW_clean,Xe,-19.585856,-32.582616,-30.641238
PIKBUH_clean,Xe,-19.786205,-25.086237,-23.78578
PAQTOS_clean,Xe,-25.114043,-35.06761,-33.215345
KUMBOL_clean,Xe,-30.180929,-40.435479,-39.104991
OKILEA_clean,Xe,-11.245077,-25.639948,-22.391692
MINCUJ_clean,Xe,-8.96284,-22.412626,-17.80114
QIYCAE_clean,Xe,-29.374424,-39.804825,-37.443511
QUNVIG_clean,Xe,-13.428802,-20.187928,-16.693427
MINVOU01_clean,Xe,-17.399901,-20.674598,-18.459041
OBAHOR_clean,Xe,-20.190926,-32.621737,-29.570521
NIVNUC_clean,Xe,-20.690785,-32.661309,-31.312532
NAYXOC_clean,Xe,-19.220342,-28.752439,-25.367189
NIVWIY_clean,Xe,-9.980119,-26.268216,-25.393519
PILJAX_clean,Xe,-20.867216,-29.170596,-25.66928
MINVOU_clean,Xe,-17.399834,-20.674598,-18.459031
OKILIE_clean,Xe,-9.011878,-16.9865,-16.339797
KUMBUR_clean,Xe,-30.760397,-40.467659,-38.982014
MUDKOM_clean,Xe,-14.758152,-26.220913,-23.761005
MINVUA01_clean,Xe,-13.988212,-21.61526,-19.95926
LUXFOA_clean,Xe,-12.452619,-29.216988,-23.874878
PUWCIT_clean,Xe,-13.714143,-25.330736,-23.94314
NAYZOE_clean,Xe,-11.84947,-19.74713,-18.425875
NIVZOJ_clean,Xe,-9.475257,-19.495504,-16.185299
MINVUA01_clean_h,Xe,-13.983411,-21.615254,-19.960437
ORUKOD_clean,Xe,-21.941113,-36.715089,-34.831553
NIWPIU_clean,Xe,,76.560063,76.560063
OKILUR_clean,Xe,-21.908282,-30.679033,-29.22121
PILWIS_clean,Xe,-25.26754,-33.377258,-32.180648
NAYZUK_clean,Xe,-17.80753,-32.925813,-30.583925
IZIHIK_clean,Xe,-20.48166,-29.92013,-26.694619
NIWZIE09_clean,Xe,,76.891426,77.43042
MINVUA01_SL,Xe,-14.495266,-21.99002,-20.208329
QIYCEI_clean,Xe,-30.64277,-41.125253,-38.637853
PAQVEK_clean,Xe,-24.095183,-33.68706,-31.919198
MUDLIH_clean5b,Xe,-12.861791,-34.025113,-31.959482
PUWCOZ_clean,Xe,-21.877691,-35.641465,-34.319577
MINVUA_clean,Xe,-13.988745,-21.61595,-19.961312
OKIMAY_clean,Xe,-20.092864,-32.343168,-31.048682
NAYZUK_SL,Xe,-20.300087,-33.02381,-28.956517
PIQFIG_clean,Xe,-7.707927,-12.851833,-10.826779
NIWZIE10_clean,Xe,,78.443979,79.291011
MINVUA_clean_h,Xe,-13.993726,-21.615944,-19.960374
NIWZIE11_clean,Xe,,81.513843,81.513843
NIWZIE12_clean,Xe,,80.600596,80.600596
NIWZIE13_clean,Xe,,80.713251,80.713251
NIWZIE14_clean,Xe,,79.533229,79.533229
OKINIG_clean,Xe,-15.069245,-30.082527,-28.040599
NIWZIE15_clean,Xe,,78.474108,78.474108
ORULEU_clean,Xe,-23.761933,-32.910686,-31.270437
QUNWAZ_clean,Xe,-23.480174,-35.328403,-32.060266
MINVUA_SL,Xe,-14.501131,-21.99071,-20.208299
NIWZIE16_clean,Xe,,77.402432,77.402432
NIWZIE17_clean,Xe,,75.555177,75.555177
MUDLIH_clean,Xe,-12.842188,-34.025133,-31.95904
PAQVOU_charged,Xe,-23.794366,-36.258194,-33.353774
NIWZIE18_clean,Xe,,75.795425,75.795425
PARFOF_clean,Xe,,132.339769,132.61012
PARFOF_clean_h,Xe,,132.339748,132.610071
OSAVEK_clean,Xe,-19.24392,-24.232148,-23.049655
PUWCUF_clean,Xe,-23.18781,-28.892201,-26.879392
OSAVUA_clean,Xe,-18.08329,-22.936799,-20.582354
PARHAS_clean,Xe,-13.713007,-21.870992,-18.9226
