Structure_name,Adsorbent_name,Acessible_average_energy,Minimum_energy,Boltzmann_average_energy
DOFTID_clean,Xe,-15.32103,-25.660337,-22.773673
CIMTEZ_charged,Xe,-16.972058,-36.016893,-33.439067
FEVTEF_charged,Xe,-28.798343,-36.601169,-35.164925
AMAFOK_clean,Xe,-27.587294,-29.445524,-28.385662
ESEDIQ_clean,Xe,-13.063743,-27.34242,-24.424348
AVIHOE_clean,Xe,-19.571201,-25.288081,-23.297285
FOQNUW01_clean,Xe,-19.709313,-35.704421,-33.974662
ACODON_clean,Xe,-18.693078,-31.923191,-27.204304
DUYREV_clean,Xe,-13.427805,-21.709018,-19.038907
AVIMIC_clean,Xe,-25.532455,-26.770629,-26.302987
FAGYEU_clean,Xe,-22.360458,-34.485782,-32.184085
EJOQUR_clean,Xe,-15.586234,-25.967762,-24.131639
COYMIN_clean,Xe,-24.817087,-30.307387,-26.61368
ESEHIV_clean,Xe,-25.503387,-33.312235,-31.259418
BUCSIC01_clean,Xe,-21.442638,-37.151134,-35.639259
ACODUT_clean,Xe,-31.9611,-47.163825,-45.461315
FEVVIM_charged,Xe,-26.935968,-34.854602,-33.062752
FAHBIC_clean,Xe,-12.333118,-23.920928,-21.860358
DOFTOJ_clean,Xe,-16.79417,-28.333573,-26.098687
EJORAY_clean,Xe,-18.358032,-28.096665,-25.37589
ESEQUO_clean,Xe,-20.886332,-26.203876,-24.640324
CIPCUB_clean,Xe,-21.588056,-31.331754,-29.720662
CAXTUS_clean,Xe,-13.552373,-33.861267,-32.36456
FEWGUL_clean,Xe,-22.270527,-34.515852,-32.924711
COYTEQ_clean,Xe,-15.028754,-24.18098,-21.546324
FOQNUW02_clean,Xe,-19.638278,-35.698313,-34.002282
CAXVII_clean,Xe,-10.072162,-20.05102,-17.97991
DOGMET_clean,Xe,-26.756737,-33.27602,-31.130321
BUCSIC_charged,Xe,-27.454385,-36.358851,-35.253334
AVIMOI_clean,Xe,-23.982599,-32.603044,-30.425909
CAXVOO_clean,Xe,-9.638241,-18.569311,-16.288201
DOGZIJ_clean,Xe,-27.468247,-31.066747,-29.607636
FAHFUR_clean,Xe,-18.887433,-29.171132,-25.899441
ACOGAB_clean,Xe,-23.915503,-32.752,-31.201599
AMAGAX_clean,Xe,-24.572595,-28.879726,-26.553583
CAXVUU_clean,Xe,-10.196037,-18.277554,-16.162009
COYTIU_clean,Xe,-13.497734,-24.259302,-21.619754
CAXWAB_clean,Xe,-9.039998,-18.91425,-15.941922
ESEVIH_clean,Xe,-19.899821,-24.3672,-21.4702
CIPLIX_clean,Xe,-12.900114,-22.594277,-20.621177
AMALND_clean,Xe,-15.173904,-19.935866,-18.060168
DAMYUO_clean,Xe,-11.871905,-26.704905,-22.58481
CAXWEF_clean,Xe,-8.370553,-16.922841,-14.299432
DOHNUL_clean,Xe,-25.024691,-31.060141,-29.971334
FAHGAY_clean,Xe,-20.721576,-23.526022,-23.147468
FOQNUW_clean,Xe,-19.926658,-36.115055,-34.574074
AMEJIM_charged,Xe,-12.797113,-25.875675,-24.193517
ACOGEF_clean,Xe,-22.162412,-33.349902,-31.295513
AVIMUO_clean,Xe,-20.262447,-29.086663,-27.368754
CAXWIJ_clean,Xe,-9.973495,-19.635213,-17.307716
DUYRIZ_clean,Xe,-14.150224,-21.555414,-18.99964
COYTOA_clean,Xe,-14.066233,-25.739464,-23.463739
FAHJUW_clean,Xe,-1.364843,-1.853339,-1.172192
CIPREZ_charged,Xe,-10.634973,-36.398685,-36.363331
DAMZEZ_clean,Xe,-26.587427,-34.138155,-32.900277
EJOZOU_clean,Xe,-23.162692,-28.326675,-26.515555
AMEJOS_charged,Xe,-23.622605,-36.367935,-33.996896
CIPRID_charged,Xe,-22.046971,-36.767807,-36.336382
AVIPAX_clean,Xe,-20.895767,-30.427184,-27.530606
COYTUG01_clean,Xe,-20.202251,-31.772178,-29.502369
ACOLEL_clean,Xe,-25.403624,-29.745367,-28.505758
FOQPAE01_clean,Xe,-21.751389,-36.106447,-34.206828
FEWQIJ_clean_b,Xe,-22.554009,-26.84064,-25.630124
AMIKOX_clean,Xe,,75.109563,75.833287
CAXXAC_charged,Xe,-20.311182,-32.389066,-30.103616
CIQYUX_clean,Xe,,6.197838,6.240871
DOHXUV_clean,Xe,-17.46266,-27.516253,-24.782095
EJULUS_clean,Xe,-30.016684,-39.258424,-36.131713
FAHPOV_clean,Xe,-6.186195,-24.873823,-19.294595
ACOLIP_clean,Xe,-20.051511,-33.740718,-31.417237
BEPREV01_clean,Xe,-21.20629,-28.594599,-25.265134
DOHYIJ01_clean,Xe,-8.686227,-19.117357,-18.16721
EJUVOU_clean,Xe,-14.229893,-23.881817,-23.307711
AVIPOL_clean,Xe,-20.081349,-26.816316,-23.555688
COYTUG_clean,Xe,-20.290874,-32.188898,-29.668129
DOHYIJ_clean,Xe,-7.023694,-14.006746,-13.209978
BUCTUQ_clean,Xe,-26.91266,-39.418597,-37.210099
EKARUE_clean,Xe,-19.715607,-29.438407,-27.763738
FOQPAE02_clean,Xe,-21.681949,-36.085158,-33.913881
CISLUN_clean,Xe,-19.640643,-25.369386,-22.603892
CISMAT01_clean,Xe,-21.541515,-30.369205,-28.835987
ESEVIJ_clean,Xe,-14.796834,-23.245329,-19.945083
CISMEY01_clean,Xe,,5.751567,7.518952
DUYROF_clean,Xe,-13.923313,-21.635118,-18.904394
DOJXIK_clean,Xe,-33.028704,-40.597262,-39.634138
COYVAO01_clean,Xe,-21.904001,-33.233227,-30.480801
CISMEY_clean,Xe,,3.738534,4.899892
CAXXEG_clean,Xe,-19.544382,-32.794036,-28.453046
FAHQEN_clean,Xe,-25.555375,-38.091198,-36.100509
DANFUW_clean,Xe,-19.17519,-32.208067,-30.948551
DUYVEA_clean,Xe,-23.458633,-31.377201,-30.459145
CISMIC_clean,Xe,-1.633722,-1.63374,0.043657
FOQPAE_clean,Xe,-19.166808,-33.278291,-31.758375
ESIDOB_clean,Xe,-25.451978,-32.332845,-30.716019
EKEKIQ_clean,Xe,-16.861505,-23.172336,-21.023111
FOQSUA_charged,Xe,-2.084768,-2.316473,-1.328423
AMILOY_clean,Xe,-14.687778,-35.634563,-34.635013
DOJXOQ_clean,Xe,-30.372671,-41.226883,-40.442625
ACOLOV_clean,Xe,-15.644295,-24.606781,-21.000885
COYVAO_clean,Xe,-22.248278,-33.880238,-30.954219
DUZPUL_clean,Xe,-18.630607,-23.656292,-21.989205
FEWQIJ_manual,Xe,-22.554009,-26.84064,-25.630124
FOQTAH_clean,Xe,-20.335068,-30.616963,-29.530253
FEWQOP_clean,Xe,-23.213041,-26.224237,-25.185944
AVITUU_clean,Xe,-13.713849,-31.85948,-28.073392
DUZWOM_clean,Xe,-19.909553,-27.951925,-27.240779
FOQTEL_clean,Xe,-22.370084,-31.32277,-30.531147
COYVES01_clean,Xe,-19.553153,-32.112002,-29.882283
AMILUE_clean,Xe,-13.595466,-35.576748,-34.238535
FAHQIR_clean,Xe,-24.30191,-35.572162,-34.109384
FORKUU_clean,Xe,-19.822267,-27.114548,-24.591462
EKEKOW_clean,Xe,-15.935274,-27.68066,-25.352529
ESIFET_clean,Xe,-20.063623,-28.967688,-27.832109
FEWTUY_clean,Xe,-12.403698,-32.279697,-31.248086
DANROC_clean,Xe,-19.825701,-30.21022,-27.732917
ACOLUB_clean,Xe,-19.277692,-26.716653,-24.678182
BUCVAY_clean,Xe,-25.54394,-38.719137,-36.524666
FAHTUE_clean,Xe,-9.939041,-23.262471,-22.922849
ESIGES01_clean,Xe,-21.214127,-27.923153,-25.634735
COYVES_clean,Xe,-18.442976,-32.104734,-29.940967
CISXEJ_clean,Xe,-19.205153,-38.845337,-35.655002
DOJXOR_clean,Xe,-17.969409,-28.678231,-26.264697
EBAMUS_clean,Xe,-14.682375,-36.658792,-36.086556
FAHVAM_clean,Xe,-10.055098,-22.091587,-20.528919
ESIGES02_clean,Xe,-21.689974,-28.524435,-26.198791
FORPIM_clean,Xe,-11.578429,-18.824605,-15.691448
EBANAY_clean,Xe,-9.564826,-10.104026,-9.673286
acs.cgd.5b01554_VAGNUP1452791_clean,Xe,-19.59581,-25.850124,-22.950088
COZMUA_clean,Xe,-13.439557,-27.135511,-22.859976
CSCNCA01_clean,Xe,-15.097597,-19.56041,-17.907736
CSMNOX_clean,Xe,,27.449945,27.542066
CITXUZ_clean,Xe,-26.317139,-30.573996,-29.707304
DOJXUW_clean,Xe,-33.657042,-41.242408,-40.267287
EBATUY_clean,Xe,-23.647127,-30.714279,-27.658677
ESIGES_clean,Xe,-21.733594,-28.604768,-26.545996
AMIMAL_clean,Xe,-14.374749,-35.627958,-34.087833
acs.cgd.5b01686_WAHFUJ1434675_clean,Xe,-22.073722,-28.215569,-27.233202
BEPREV02_clean,Xe,-19.874077,-27.233367,-22.993739
CITZIP_clean,Xe,-20.257236,-24.941863,-22.238289
AVIVAC_clean,Xe,-15.067116,-33.277706,-29.627475
EKEMEO_clean,Xe,-24.756036,-57.139534,-55.787024
CITZIP_manual,Xe,-19.787041,-24.720235,-22.574067
DOJYAD_clean,Xe,-38.390635,-43.373961,-42.05911
ESIPUR02_clean,Xe,-27.199415,-43.71087,-43.045232
FORPOS_clean,Xe,-11.643885,-18.908351,-15.737586
CAXZOS_clean,Xe,-20.255919,-28.152715,-25.180068
CUBHOY_clean,Xe,-18.333159,-24.657652,-22.922455
DANVAQ_clean,Xe,-18.146095,-29.655354,-27.500939
EKEQIV_clean,Xe,-21.37867,-27.850344,-25.713157
CAYBAH01,Xe,-25.694223,-30.469556,-29.304119
AMIMEP_clean,Xe,-13.681235,-36.26841,-34.863961
DOKBUC_clean,Xe,,36.363963,37.161799
EBATUZ_clean,Xe,-11.450314,-30.445481,-27.810724
ESIPUR_clean,Xe,-27.793611,-44.01812,-43.315126
CIVTEH_clean,Xe,-20.778054,-31.967368,-29.27216
ESIWAF_clean,Xe,-30.413574,-40.86035,-39.365748
CAYBAH,Xe,-17.143874,-28.308385,-27.331012
acs.cgd.6b00163_UKEBOD1448508_clean,Xe,-24.293603,-43.472015,-42.302876
EKETOF_clean,Xe,-23.741001,-37.908594,-36.635697
FEWWEL_clean,Xe,-19.409825,-38.199953,-34.99472
FAJYAS_clean,Xe,-14.642541,-25.47426,-22.679488
BUCVIG_clean,Xe,-26.716924,-37.567259,-35.381019
AMIWID_clean,Xe,-27.238839,-35.460433,-34.185663
CUBKUF_clean,Xe,-18.041124,-32.855971,-29.87748
DOKDEN_clean,Xe,-15.490231,-28.176134,-25.901491
EKETUL_clean,Xe,-23.811228,-37.188794,-36.043863
CAYCAI_clean,Xe,-15.171894,-22.688804,-19.075598
ESOROV_clean,Xe,-17.855112,-27.779263,-26.750566
CUCKIV_charged,Xe,-22.153634,-28.758255,-27.111313
AMIWOJ_clean,Xe,-27.330943,-35.204296,-33.864116
FORPUY_clean,Xe,-12.371834,-21.074323,-18.212929
EKEVAT_clean,Xe,-25.368394,-37.187952,-36.103613
ESUMOU01_clean,Xe,,42.74967,43.528412
DOKHIV_clean,Xe,-18.102544,-28.009747,-26.258833
CAYCEL_charged,Xe,-24.891427,-40.924181,-38.457899
AVIVEG_clean,Xe,-15.147978,-32.75268,-29.296681
EBAVAH_auto,Xe,-10.058966,-29.295068,-26.978118
BUCWAZ_clean,Xe,-14.568352,-26.111527,-22.585481
ESUMOU_clean,Xe,,27.100566,28.213788
CAYDEN_clean,Xe,-25.324127,-28.475012,-27.693996
CUCSAU_clean,Xe,-24.003221,-32.682755,-28.884935
AMIWUP_clean,Xe,-25.288439,-35.462657,-34.21907
CAYDIR_clean,Xe,-25.960956,-27.98184,-27.454034
DOKHOB_clean,Xe,-25.262484,-30.644114,-30.102457
EKIDEH_clean,Xe,-26.634429,-32.764481,-30.885237
CAYDOX06_clean,Xe,-25.593896,-27.403588,-26.680442
DANVEU_clean,Xe,-17.596559,-28.647666,-25.3372
CAYDUD_clean,Xe,-25.074313,-27.784246,-27.350164
ESURER01_clean,Xe,-20.479069,-27.572809,-24.516765
EKIDIL_clean,Xe,-25.107447,-33.431409,-31.025725
AMIXAW_clean,Xe,-26.835388,-35.870216,-34.612744
CAYGIU,Xe,-25.972352,-27.843975,-27.18163
FAJZOI_clean,Xe,-28.134914,-40.545456,-37.994902
FORQAF_clean,Xe,-11.650526,-19.071909,-16.0286
acs.chemmater.6b02817_cm6b02817_si_004_clean,Xe,-14.91856,-25.576703,-22.029252
CUCTAX_clean,Xe,-25.388852,-36.044041,-34.863925
DOKHUH_clean,Xe,-23.856718,-31.20334,-29.517877
CAYKEU_clean,Xe,-19.839883,-27.936621,-26.772914
AMIXEA_clean,Xe,-27.160297,-36.175929,-34.86743
EKIGIQ_clean,Xe,-25.961246,-40.428753,-39.441621
ESURER02_clean,Xe,-20.286384,-27.808437,-24.743299
FAKGOP_clean,Xe,-12.551974,-25.12874,-23.511714
acs.chemrev.6b00346_cr6b00346_si_001_clean,Xe,-15.824189,-20.690866,-18.868042
BUCYAA_clean,Xe,-25.811549,-36.535711,-34.554562
CIWRAC_clean,Xe,-14.226716,-24.647511,-21.658366
BUDDIO_clean,Xe,,46.947265,46.947805
AVIVIK_clean,Xe,-14.923834,-32.138594,-29.544263
AMIZIG_clean,Xe,-17.361604,-23.9692,-21.671229
CAYMIZ_clean,Xe,-22.008721,-33.021896,-29.600544
acscombsci.5b00188_24205_clean,Xe,-27.50398,-31.517445,-29.734529
DANZAV_charged,Xe,-14.415919,-25.103951,-22.172928
EKIGOW_clean,Xe,-30.942429,-40.662524,-40.059449
DOLPIF_clean,Xe,-13.647539,-28.473854,-24.782894
acscombsci.5b00188_34903_clean,Xe,-31.785801,-33.875408,-32.262006
ESURER03_clean,Xe,-20.311432,-27.785624,-24.692434
EKIJAL_clean,Xe,,39.069981,40.39273
FORQEJ_clean,Xe,-11.212805,-18.964849,-15.764191
BEPREV03_clean,Xe,-20.442856,-28.34649,-24.654506
FEWWIP_clean,Xe,-20.967335,-40.570497,-35.975002
FAKHIK_clean,Xe,-21.039815,-32.702839,-30.05501
EBAVIP_clean,Xe,-20.54834,-33.4192,-31.012648
EKIJEP01_clean,Xe,,26.033921,27.4936
CAYQAV_clean,Xe,-17.307355,-21.738323,-20.102217
AMODUC_clean,Xe,-12.198044,-19.180649,-16.599689
FAKLIO_clean,Xe,-12.015287,-19.907842,-17.723352
acscombsci.5b00188_5013797_clean,Xe,-12.852964,-25.627402,-21.226409
EKIJEP_clean,Xe,,28.930837,30.706888
FAKLOU_clean,Xe,-14.526289,-21.260835,-18.924745
ESURER04_clean,Xe,-19.423586,-26.512743,-23.133944
acscombsci.5b00188_5020072_clean,Xe,-5.439876,-15.990325,-12.93099
acscombsci.5b00188_5024922_clean,Xe,-3.98727,-15.17801,-11.805466
FAKLUA_clean,Xe,-13.747059,-20.960694,-18.364345
acscombsci.5b00188_5036495_clean,Xe,-5.937314,-13.832826,-10.369731
CUFDUD_clean,Xe,-18.927374,-23.18642,-21.088149
DOLRAZ_clean,Xe,-23.187075,-34.063797,-31.160346
EKOKIA_clean,Xe,-20.696305,-27.772026,-24.753098
CAYQIE_clean,Xe,-14.599114,-27.341111,-25.501371
acscombsci.5b00188_5040209_clean,Xe,-21.508964,-31.802605,-30.030411
FORQIN_clean,Xe,-11.355946,-19.003098,-15.814139
FAKMAH_clean,Xe,-16.987927,-23.686292,-21.613204
acscombsci.5b00188_8372_clean,Xe,-12.579695,-19.298388,-16.757223
DANZEZ_charged,Xe,-15.323441,-28.428849,-25.684137
ESURER_clean,Xe,-20.954045,-27.053837,-24.301572
ESUSAO01_clean,Xe,-22.31202,-29.050577,-26.107951
AVIVOQ_clean,Xe,-14.643987,-31.078855,-27.538658
FEWWOV_clean,Xe,-17.465302,-31.570355,-29.210812
FAKNIR_clean,Xe,-17.858924,-28.937317,-24.813765
AMOFAK_clean,Xe,-13.057833,-20.03731,-16.823852
EKOPEA_clean,Xe,-23.392244,-28.020989,-26.066615
ESUSAO_clean,Xe,-22.47724,-29.028244,-26.15937
acs.inorgchem.5b02108_ic5b02108_si_002_clean,Xe,-20.000474,-28.275646,-25.371653
AMOYOR_clean,Xe,-26.383696,-33.873797,-32.497938
EBAVOV_clean,Xe,-20.655415,-33.660133,-31.482486
AMOZAE_clean,Xe,-15.683523,-21.537462,-20.089749
AMUCOB_clean,Xe,-20.906192,-22.060137,-21.679127
AMUFAR_clean,Xe,-17.040322,-32.919138,-31.234297
CIWREG_clean,Xe,-13.87589,-25.969225,-21.899613
ESUSIW_clean,Xe,-20.65174,-27.589638,-25.07066
CAYQOK_clean,Xe,-13.594344,-28.801935,-27.327698
EKOPIE_clean,Xe,-19.483977,-24.725851,-22.390042
acs.inorgchem.5b02316_ic5b02316_si_002_clean,Xe,-24.88537,-52.731703,-51.074707
DANZID_charged,Xe,-16.135892,-26.384234,-23.952213
AMUFEV_clean,Xe,-15.476595,-22.203667,-20.843045
BUFPIC_clean,Xe,-23.72541,-79.6941,-79.01523
AMUFIZ_clean,Xe,-12.449347,-21.015152,-20.402057
ESUSOC01_clean,Xe,-20.085363,-26.446032,-22.987281
CUFFAL_clean,Xe,-18.238494,-21.678611,-19.917651
DANZOJ_neutral,Xe,-16.393609,-33.692623,-32.859579
BUGSAY_clean,Xe,-23.062394,-28.342662,-26.14789
FORTIR_clean,Xe,-17.432928,-31.290829,-27.823824
AMUFOF_clean,Xe,-21.731634,-29.371008,-28.240665
FALDAA_clean,Xe,-20.456203,-30.745964,-27.829979
BUGSEC_clean,Xe,-22.730934,-27.858267,-25.663373
ESUSOC02_clean,Xe,-19.64015,-26.698961,-23.732943
EKOPOK_clean,Xe,-17.250192,-33.246331,-30.656998
BUGSIG_clean,Xe,-22.91467,-28.020343,-25.863921
DOLWEI_clean,Xe,-13.644917,-26.282497,-20.425446
CAYQUQ_clean,Xe,-14.75338,-26.911995,-24.783431
ESUSOC_clean,Xe,-19.732371,-27.007036,-23.829674
AVIVUW_clean,Xe,-13.690288,-32.373344,-29.398789
DOLXOR01_clean,Xe,-10.460423,-12.365322,-11.215498
FORWAL_charged,Xe,-22.435966,-35.920228,-33.190333
DAPBED_clean,Xe,-13.946179,-32.886101,-32.459453
BUGSOM_clean,Xe,-22.944667,-28.184793,-26.033905
FALJAF_clean,Xe,-9.151933,-21.150711,-19.546202
acs.inorgchem.5b02378_ic5b02378_si_002_clean,Xe,-21.155484,-32.017562,-29.607062
DOLXOR02_clean,Xe,-10.437934,-12.284696,-11.152927
BUJKEW01_clean,Xe,-14.66106,-20.969839,-20.923299
CUFFEP_clean,Xe,-17.219987,-19.376046,-18.199935
DAPBIH_neutral,Xe,-16.803224,-33.952042,-33.533767
DOLXOR_clean,Xe,-10.5081,-12.413616,-11.29672
CAYSIE_clean,Xe,-20.588289,-26.271609,-25.295587
EKOPUQ_clean,Xe,-15.419196,-29.706962,-27.577634
FALLOT_clean,Xe,-20.62961,-24.502206,-23.726826
BUKMUQ01_clean,Xe,-15.267518,-21.250322,-18.77843
FORWAL_clean,Xe,-22.435967,-35.920178,-33.190333
AVOSIO_charged,Xe,-12.626983,-27.518498,-24.510875
FALPOY_clean,Xe,-23.63257,-31.641962,-29.598787
EBAVUB_clean,Xe,-23.894995,-31.425523,-29.945631
AMUPOP_clean,Xe,-25.765439,-35.828838,-32.569155
acs.inorgchem.5b02973_ic5b02973_si_002_clean,Xe,-18.512285,-41.734811,-38.864875
BUKMUQ_clean,Xe,-15.513245,-20.391273,-18.663374
BEPREV_clean,Xe,-20.189487,-28.296953,-24.658814
ESUTAP_clean,Xe,-20.597106,-26.254532,-23.772751
CAYSOK_clean,Xe,-21.711446,-27.3812,-26.643935
FALQEQ_clean,Xe,-42.351828,-46.312516,-44.173825
DOMCUE_clean,Xe,-5.791442,-21.118837,-18.384587
FALQIU_clean,Xe,-37.829574,-46.498092,-44.491622
FALQOA_clean,Xe,-42.061936,-47.232055,-44.192516
CAYSOL_clean,Xe,-12.490455,-19.221713,-18.191044
DAPVUM_clean,Xe,-27.010243,-37.352178,-35.412326
EKUPEG_clean,Xe,-8.599277,-19.957711,-17.005861
BEPRIZ_clean,Xe,-14.734367,-24.591844,-20.950064
FEWWUB_clean,Xe,-19.401516,-33.815386,-31.533092
CAYYEG_clean,Xe,-19.519961,-25.543329,-24.484038
CAZFOA_clean,Xe,-10.653139,-19.968696,-19.245681
EBAWIQ_clean,Xe,-23.615267,-33.71221,-32.248926
CIWRIK_clean,Xe,-13.983797,-26.23935,-22.594762
ELAFUT_clean,Xe,-25.543797,-34.549839,-32.399808
FALRIV01_clean,Xe,-21.975565,-30.274545,-28.415335
AVUBUP_clean,Xe,-11.654035,-32.424988,-30.173364
BUKRUW01_clean,Xe,-10.17114,-18.127627,-14.849135
EBEGEZ_clean,Xe,-27.723199,-32.343815,-31.386199
EBEGID_clean,Xe,-27.321915,-31.923593,-31.222362
ELAZEX_clean,Xe,-7.015044,-8.470488,-7.67036
FEXCES_clean,Xe,-23.035689,-29.219599,-26.253376
FEXHOG01_clean,Xe,,113.921317,114.499098
CAZGIT_clean,Xe,-27.34003,-38.220541,-35.780207
FEXHOG_clean,Xe,,122.151579,122.1844
EBELUU_clean,Xe,-22.422754,-27.881918,-25.694418
ESUTIX_clean,Xe,-20.019543,-26.690473,-23.634104
FALRIV_clean,Xe,-23.323971,-31.582044,-28.930426
BEPROF_clean,Xe,-17.859274,-24.031613,-20.427307
DAPWAT_clean,Xe,-26.105607,-34.961655,-33.523132
FEYDET_clean,Xe,-29.043503,-34.80531,-33.487771
acs.inorgchem.6b00081_ic6b00081_si_001_clean,Xe,-20.719124,-25.027013,-23.268683
CUFGIV_clean,Xe,-16.737475,-24.029991,-20.269785
AMUWIP_charged,Xe,-14.083996,-28.894446,-22.818772
EBEMEE_clean,Xe,-17.661169,-33.583509,-32.629212
BUKRUW02_clean,Xe,-11.470684,-17.078137,-13.977463
ESUVAR01_clean,Xe,-21.480025,-29.686741,-27.774823
EBEMEF_clean,Xe,-7.956002,-16.768059,-15.580126
BEPVAV_clean,Xe,-22.128319,-30.11434,-26.323124
AMUWUB_clean,Xe,-10.63766,-22.303531,-19.210055
CUFGOB_clean,Xe,-11.299718,-17.622714,-16.901787
DAPXEZ_clean,Xe,-22.827481,-38.379906,-35.821421
EBEMII_clean,Xe,-20.784255,-35.068465,-34.18519
BEPVEZ_clean,Xe,-23.994983,-29.645687,-27.230234
ESUVAR02_clean,Xe,-21.753985,-31.7111,-30.590007
DOMFUI_clean,Xe,-17.781724,-31.253857,-27.083227
FEYJOJ_clean,Xe,-18.881953,-23.864467,-21.99747
FALROB_clean,Xe,-21.612104,-29.322144,-27.573025
CUFGUH_clean,Xe,-12.986282,-17.432438,-16.845732
BEPVID_clean,Xe,-23.572674,-30.611819,-28.421671
AMUXAI_clean,Xe,-13.773003,-25.934019,-22.693564
FEYQIK_clean,Xe,-24.320133,-29.577237,-27.491231
FOVPEN_clean,Xe,-21.55755,-33.981889,-30.724858
ESUVAR_clean,Xe,-21.64422,-29.090656,-26.108123
acs.inorgchem.6b00136_ic6b00136_si_002_clean,Xe,-18.192233,-27.690095,-24.882679
EBEMOO,Xe,-17.656982,-32.856061,-31.812844
CUFJUK_clean,Xe,,34.341378,36.130191
BEPVOJ01_clean,Xe,-26.022419,-30.60227,-29.440693
BUKRUW03_clean,Xe,-10.007016,-18.411727,-13.354053
BEPVOJ_clean,Xe,-23.114704,-30.257439,-29.327699
acs.inorgchem.6b00433_ic6b00433_si_002_clean,Xe,-21.381955,-30.172861,-27.052288
ANAWIX_clean,Xe,-19.593239,-26.800507,-25.109557
FEYQUW_clean,Xe,-19.192175,-26.251368,-24.414992
BUKYAJ_clean,Xe,-28.954873,-35.288006,-33.864746
BEPWEA_clean,Xe,-15.566426,-20.367045,-19.047228
ELECIJ_clean,Xe,-23.526821,-30.758049,-29.140296
FALSAO_clean,Xe,-23.025322,-31.574023,-29.459474
CAZGOZ_clean,Xe,-19.740079,-27.903773,-24.516651
EBETOW_clean,Xe,-19.191472,-27.623012,-24.284679
ESUVOF_clean,Xe,-20.059714,-27.390776,-24.176665
BEPYIG_clean,Xe,-17.734956,-27.421343,-23.919649
FOVPOX_clean,Xe,-18.08141,-30.699514,-28.928812
ELELEN_clean,Xe,-18.046911,-29.58532,-26.197865
DAPXID_ion_b,Xe,-10.834767,-19.636768,-16.276432
CIWROQ_clean,Xe,-14.480434,-25.311939,-22.142833
ELERIX01_clean,Xe,-14.537366,-20.817461,-19.559756
ETAXIH_clean,Xe,-31.868869,-34.064461,-32.261796
BULBER_clean,Xe,-16.133726,-25.443725,-22.689596
FALVOF_clean,Xe,-13.591532,-21.749845,-18.116972
FEYZUF_clean,Xe,-22.768503,-34.21016,-32.982369
ELERIX_clean,Xe,-12.74319,-16.304079,-14.899181
ANAWOD_clean,Xe,-18.48496,-28.032247,-24.126829
ETAYAA_clean,Xe,-15.651286,-22.530656,-18.273425
AVUCEA_clean,Xe,-17.280003,-24.320736,-22.279858
CAZNEY_clean,Xe,-19.645332,-25.506188,-22.465935
ELEROD_clean,Xe,-9.927596,-16.439714,-14.959035
FOVPUD_clean,Xe,-22.429721,-31.19553,-28.936313
ELIJOZ_clean,Xe,-18.147842,-29.839153,-27.634386
BEQFEK_clean,Xe,-11.913587,-24.681405,-19.725749
ANEHEI_clean,Xe,-20.677389,-35.013089,-32.353459
ELIJUF_clean,Xe,-20.89771,-31.409401,-29.221385
BERFIP_clean,Xe,-16.903374,-23.203372,-21.717641
FALVUL01_clean,Xe,-16.652184,-26.736624,-22.195462
EBEVAK_charged,Xe,-16.881975,-26.997407,-23.495919
CAZNIC_charged,Xe,-24.956178,-32.253622,-29.290568
ELIKAM_clean,Xe,-18.777545,-30.040378,-27.878448
ANENEN_clean,Xe,-19.117528,-29.964954,-26.993589
DOMGAP_clean,Xe,-18.570912,-31.302363,-27.238854
acs.inorgchem.6b00894_ic6b00894_si_002_clean,Xe,-25.238771,-34.529749,-31.089481
ELIKEQ_clean,Xe,-18.724767,-30.128221,-27.891089
AVUDAX_clean,Xe,-18.789338,-27.884704,-25.223539
FEZCIX_clean,Xe,-6.520424,-11.216332,-8.305968
DAPYAW_clean,Xe,-16.339987,-29.788382,-26.589541
ETECIR_clean,Xe,-16.357899,-25.443385,-22.884196
ANENIR_clean,Xe,-21.440611,-28.987089,-26.383455
BUPDOH_clean,Xe,-16.385004,-37.878182,-37.499354
EBEWIT_clean,Xe,-18.604146,-25.895695,-23.230085
CUFQUR_clean,Xe,-17.314615,-23.846978,-20.692502
ELIKIU_clean,Xe,-19.477139,-30.459468,-28.147868
FOWTOC_clean,Xe,-25.000875,-34.99779,-32.529276
CUGFAN01_clean,Xe,-5.048294,-5.608202,-5.062027
ELIKOA_clean,Xe,-19.643181,-30.595231,-28.285387
FALVUL_clean,Xe,-16.851092,-26.97001,-22.540828
CUGFAN_clean,Xe,-26.14599,-26.493126,-26.194228
EBEWOZ01_clean,Xe,-20.427654,-26.674258,-23.816133
BERGAI_clean,Xe,-30.315244,-38.813172,-37.151267
ELIKUG_clean,Xe,-18.53274,-30.534159,-28.313439
CUGFOB_clean,Xe,-10.039443,-16.730279,-15.493553
ETECOX_clean,Xe,-8.162846,-16.553641,-13.169288
CUGFUH_clean,Xe,-1.340525,-1.340605,-0.241699
ANEPIT_clean,Xe,-4.627288,-7.468418,-6.260828
FALZAU_clean,Xe,-29.045103,-37.826974,-35.602169
FEZCOD_charged,Xe,-20.128646,-25.856778,-23.976892
AVUHIJ_clean,Xe,-13.362478,-21.361641,-19.992884
DAPZAW_clean,Xe,-22.459442,-32.316372,-29.917609
ELILAN_clean,Xe,-21.546547,-30.952134,-28.522648
ETEJIX01_clean,Xe,-18.06402,-22.737328,-20.375867
