Structures,chan_count,chan_mean_dim
UGELIB_clean,2,1.0
UGEPEB01_clean,0,-1.0
UGEPEB_clean,0,-1.0
UGIGAS01_clean,0,-1.0
UGIGAS_clean,0,-1.0
UGOFED_clean,8,1.0
UGOSOY_charged,1,3.0
UGUGUZ_clean,2,2.0
UGUHAG_clean,1,3.0
UGUHEK_clean,2,2.0
UGUQOC_charged,1,1.0
UGUQOC_clean,1,1.0
UGUQUK_clean,0,-1.0
UGUXAV_clean,0,-1.0
UHADAI_clean,0,-1.0
UHASED_clean,2,1.0
UHAXUW_clean,0,-1.0
UHISEK_clean,0,-1.0
UHISOU_clean,1,1.0
UHIYOB_clean,0,-1.0
UHOHEG_clean,0,-1.0
UJAQAY_clean,0,-1.0
UJAQEC_clean,1,2.0
UJAQUS_clean,1,3.0
UJARAZ_clean,1,3.0
UJECUI_clean,0,-1.0
UJEDIX_clean,0,-1.0
UJEFOE01_clean,0,-1.0
UJEFOE_clean,0,-1.0
UJEGUL_clean,2,1.0
UJIPAG_clean,0,-1.0
UJIPEK_clean,0,-1.0
UJIZET_clean,1,2.0
UJOJAG_clean,0,-1.0
UJOJEK01_clean,0,-1.0
UJOJEK02_clean,0,-1.0
UJOJEK_clean,0,-1.0
UJOJIO01_clean,0,-1.0
UJOJIO02_clean,0,-1.0
UJOJIO03_clean,0,-1.0
UJOJIO04_clean,0,-1.0
UJOJIO05_clean,0,-1.0
UJOJIO06_clean,0,-1.0
UJOJIO07_clean,0,-1.0
UJOJIO_clean,0,-1.0
UJOJOU01_clean,0,-1.0
UJOJOU_clean,0,-1.0
UJOKIP01_clean,0,-1.0
UJOKIP02_clean,0,-1.0
UJOKIP03_clean,0,-1.0
UJOKIP04_clean,0,-1.0
UJOKIP05_clean,0,-1.0
UJOKIP_clean,0,-1.0
UJOWEW_clean,1,3.0
UJOWIA_charged,0,-1.0
UJULIW_clean,1,1.0
UJUMUJ_clean,0,-1.0
UJUPUM_clean,1,3.0
UJUQIB_clean,1,3.0
UJUXOM_clean,0,-1.0
UKAJOH_clean,8,1.0
UKAPUS_clean,1,3.0
UKAQAZ_clean,1,3.0
UKAQED_clean,1,3.0
UKAQIH_clean,1,3.0
UKAZAI_clean,0,-1.0
UKAZEM_clean,1,3.0
UKEXEP_clean,2,1.0
UKIQIP_clean,1,3.0
UKIQOV_clean,1,3.0
UKIQUB_clean,1,3.0
UKOLOV_clean,1,3.0
UKOXUO_clean,0,-1.0
UKOZOK_clean,2,2.0
UKOZOL_clean,1,3.0
UKUBIM_clean,2,2.0
UKUBOS_clean,2,2.0
UKUBUY_clean,2,2.0
UKUCAF_clean,2,2.0
UKUDEL_clean,0,-1.0
UKULOB01_clean,2,1.0
UKULOB_clean,2,1.0
UKUMAO01_clean,2,1.0
UKUMAO_clean,2,1.0
UKUPEX_clean,2,2.0
UKUPIB_clean,1,3.0
UKUPUL_clean,2,2.0
UKUTEB_clean,0,-1.0
ULAQAB_clean,2,1.0
ULAQEF_clean,2,1.0
ULASAD_clean,1,3.0
ULEHEA_clean,0,-1.0
ULEPIM_clean,0,-1.0
ULILEI_clean,4,1.0
ULIMIN_clean,4,1.0
ULOGAE_clean,1,3.0
ULOGIL_clean,0,-1.0
ULOJUC01_clean,2,2.0
ULOJUC_clean,2,2.0
ULOKAJ_clean,2,2.0
ULOKEN_clean,2,2.0
ULOKOX_clean,2,2.0
ULOKUD01_clean,2,2.0
ULOKUD_clean,2,2.0
ULOLAK_clean,2,2.0
ULOLEO_clean,2,2.0
ULOLIS_clean,2,2.0
ULOLUE_clean,0,-1.0
ULOMAL_clean,2,2.0
ULUPUM01_clean,0,-1.0
ULUQAV_clean,0,-1.0
ULUVUT_clean,1,3.0
UMABIV_clean,2,1.0
UMABOB_clean,2,1.0
UMALUQ_clean,1,3.0
UMARAC_charged,1,3.0
UMAROR_clean,0,-1.0
UMEDEX_clean,2,2.0
UMEDIB_clean,2,2.0
UMEDOH_clean,2,2.0
UMEHOL_clean,2,1.0
UMEJUT_clean,1,3.0
UMEKAA_clean,1,3.0
UMEKEE_clean,1,3.0
UMEKII_clean,2,2.0
UMELAB_clean,2,1.0
UMELEF_clean,2,1.0
UMELUU_clean,0,-1.0
UMEMAB_clean,0,-1.0
UMEPOT_clean,2,1.0
UMEQAG_clean,2,1.0
UMESIQ_clean,2,1.0
UMESOW_clean,2,1.0
UMEVUD_clean,0,-1.0
UMEXUF01_clean,2,1.0
UMEXUF_clean,2,1.0
UMIGAA_clean,1,3.0
UMIZEX_clean,2,2.0
UMIZIB_clean,2,2.0
UMOBEF04_clean,1,3.0
UMOBEF05_clean,1,3.0
UMOBEF06_clean,1,3.0
UMOBEF07_clean,1,3.0
UMOBEF08_clean,1,3.0
UMOBEF09_clean,1,3.0
UMODEH08_clean,1,3.0
UMODEH09_clean,1,3.0
UMODEH10_clean,1,3.0
UMODEH11_clean,1,3.0
UMODEH12_clean,1,3.0
UMODEH13_clean,1,3.0
UMODEH19_clean,1,3.0
UMOKIS_clean,2,2.0
UMORIY_clean,0,-1.0
UMOYOM14_clean,1,3.0
UMOYOM15_clean,1,3.0
UMOYOM16_clean,1,3.0
UMOYOM17_clean,1,3.0
UMOYOM18_clean,1,3.0
UMOYOM19_clean,1,3.0
UMUTOM_clean,1,1.0
UMUTUS_clean,2,1.0
UMUXEG_clean,1,1.0
UNABER_clean,0,-1.0
UNABIV_charged,1,2.0
UNABOB_clean,2,2.0
UNABUH01_clean,0,-1.0
UNABUH_clean,0,-1.0
UNACES01_clean,3,1.0
UNACES_clean,0,-1.0
UNACIW_clean,0,-1.0
UNADIX_clean,1,3.0
UNAGOH_clean,1,2.0
UNAGUN_clean,1,3.0
UNAZIT_clean,1,3.0
UNEBIZ_clean,0,-1.0
UNECOH_clean,1,3.0
UNECUN_clean,1,3.0
UNERUB_clean,0,-1.0
UNIGEE_clean,1,3.0
UNIPAJ_clean,0,-1.0
UNOJUD_clean,0,-1.0
UNOTOH_clean,0,-1.0
UPIBOM_clean,1,1.0
UPOSOI_clean,0,-1.0
UPOVOL_clean,0,-1.0
UPOZAB_clean,1,3.0
UQEGII_clean,2,2.0
UQERIT_clean,1,3.0
UQOGAK_clean,2,1.0
UQOWUU_clean,2,2.0
UQOYOP_clean,1,3.0
UQUCUG_clean,0,-1.0
UQUHAQ_clean,0,-1.0
UQULAU_clean,1,2.0
URENEM_clean,1,3.0
UREVIY_clean,2,1.0
UREVOE_clean,2,1.0
URONOG_clean,0,-1.0
URUVUA_clean,1,3.0
URUWEL_clean,2,1.0
URUWIP_clean,2,1.0
USAHAZ_clean,1,3.0
USATAL_clean,0,-1.0
USAWIW_clean,2,2.0
USAYOE_clean,0,-1.0
USEVOF_clean,1,3.0
USIRUL_clean,2,1.0
USISEW_clean,2,1.0
USORUR_clean,1,3.0
USOXEH_clean,1,2.0
USOXIL_clean,2,1.0
USUBUG_clean,1,3.0
USUPUV_clean,2,1.0
USUQOQ_clean,0,-1.0
USUVIP_clean,1,2.0
USUWUC_clean,1,3.0
UTACOJ_clean,1,1.0
UTACUP_clean,1,3.0
UTADIE_clean,1,2.0
UTELIQ_clean,1,3.0
UTEMAJ_clean,1,3.0
UTEWOG_clean,1,3.0
UTEWUM_clean,1,3.0
UTEXAT_clean,2,1.0
UTEXIB_clean,2,1.0
UTIYED_clean,0,-1.0
UTOCAJ_clean,1,3.0
UTOCEN_clean,1,3.0
UTODIR_clean,0,-1.0
UTOTUT01_clean,0,-1.0
UTOTUT_clean,0,-1.0
UTULEB_clean,2,1.0
UTULIF_clean,2,1.0
UTULUR_clean,4,1.0
UTULUR_SL_part,4,1.0
UTUMAY_clean,0,-1.0
UVANOW_clean,1,3.0
UVANUC_clean,1,1.0
UVARIT_clean,0,-1.0
UVAROZ_clean,0,-1.0
UVARUF_clean,1,1.0
UVASAM01_clean,0,-1.0
UVASAM_clean,0,-1.0
UVEVAT_clean,1,3.0
UVEVEX_clean,1,3.0
UVEVUN_clean,1,3.0
UVEWIC01_clean,1,2.0
UVEWIC_clean,4,2.0
UVEXAV_clean,1,1.0
UVINAP_clean,2,1.0
UVIPIZ_clean,1,3.0
UVIPOF_clean,1,3.0
UVOBUE_clean,1,1.0
UVOTOQ_clean,4,1.0
UVUCEV_clean,2,1.0
UVUCIZ_clean,0,-1.0
UVUDEW_clean,3,1.0
UVUDOG_clean,0,-1.0
UVUDUM_clean,3,1.0
UVUFIC_clean,0,-1.0
UVUFUN_clean,6,1.0
UVUGAV_clean,3,1.0
UVUPOR_clean,1,2.0
UVUPUX_clean,2,1.0
UVUQAE_clean,1,3.0
UVUQOT_clean,2,2.0
UVUWAL_clean,1,3.0
UWALEL_clean,1,3.0
UWELIS_clean,1,3.0
UWODAN_clean,4,1.0
UWOWAF_clean,1,2.0
UWUKII_clean,2,1.0
UWUTIQ_clean,1,3.0
UXABOL_clean,1,1.0
UXABUR_clean,1,1.0
UXACAY_clean,2,1.0
UXAXEY_clean,1,2.0
UXEDEH_clean,0,-1.0
UXEDIL01_clean,0,-1.0
UXEDIL02_clean,0,-1.0
UXEDIL03_clean,0,-1.0
UXEDIL_clean,0,-1.0
UXEDOR_clean,0,-1.0
UXEDUX_clean,0,-1.0
UXEFAF_clean,0,-1.0
UXEFEJ_clean,0,-1.0
UXEHIP,1,3.0
UXEQOE_clean,4,1.0
UXINAR_clean,4,1.0
UXIQOJ_clean,2,1.0
UXISUR_clean,1,3.0
UXOHOG_clean,1,3.0
UXUNUX_clean,1,3.0
UXUPEJ_clean,1,3.0
UXUPEK_clean,0,-1.0
UXUPIN_clean,1,3.0
UXUYUI_clean,0,-1.0
UXUZAP_clean,2,1.0
UYAMIS_clean,2,1.0
UYAMOY_clean,1,2.0
UYAPOA_clean,1,3.0
UYAQAN_clean,1,1.0
UYOFIY_clean,4,1.0
UYOJOI_clean,2,1.0
UYOXUC_charged,1,3.0
UYOYUD_clean,0,-1.0
UZAFAD_clean,0,-1.0
UZAFIL_clean,0,-1.0
UZAMUE_clean,0,-1.0
UZANAL_clean,0,-1.0
UZANEP_clean,0,-1.0
UZANOZ_clean,1,1.0
UZATAR_clean,1,1.0
UZEKEQ_clean,2,1.0
UZIGOB_clean,0,-1.0
UZIJUJ_clean,1,2.0
UZIZOU_clean,1,2.0
UZIZUZ_clean,0,-1.0
UZOBAN_clean,1,3.0
UZOBAO_clean,1,2.0
UZOBER_clean,2,1.0
UZOBES_clean,1,2.0
UZOBIW_clean,1,2.0
UZUNAF01_clean,1,1.0
UZUNAF_clean,1,1.0
UZUNEJ_clean,1,1.0
UZUTUG_clean,2,2.0
UZUXOE_clean,2,1.0
UZUZUL_clean,2,1.0
VABJIS_clean,4,1.0
VABJUE_clean,4,1.0
VABKAL_clean,4,1.0
VABKEP_clean,2,1.0
VABLUG_clean,0,-1.0
VABMAN_clean,0,-1.0
VABMER_clean,0,-1.0
VACFOV01_clean,1,3.0
VACFOV_clean,1,3.0
VACFOV_clean_h,1,3.0
VACFUB01_clean,1,1.0
VACFUB_clean,1,1.0
VACFUB_clean_h,1,1.0
VADWON_clean,0,-1.0
VAFWAB_clean,4,1.0
VAGBEN_clean,2,1.0
VAGBOX_clean,4,1.0
VAGBUD_clean,2,1.0
VAGJET_clean,0,-1.0
VAGKOF_clean,0,-1.0
VAGMAT_clean,1,3.0
VAGMEX_clean,1,3.0
VAGTAA01_clean,2,1.0
VAGTAA_clean,1,1.0
VAGTAB_clean,4,1.0
VAGTUU_clean,1,1.0
VAHFAM_clean,0,-1.0
VAHJEW_clean,1,1.0
VAHJIA_clean,1,1.0
VAHPUR_clean,1,3.0
VAHQAY_clean,1,3.0
VAHSIH_clean,2,1.0
VAHSON_clean,1,1.0
VAHTOQ_clean,2,1.0
VAHVOQ_clean,0,-1.0
VAHVOR_clean,1,3.0
VAJGAR_clean,2,1.0
VAJHIA_clean,0,-1.0
VAJQOP_clean,0,-1.0
VAJTEH_clean,2,1.0
VAJTUX_clean,0,-1.0
VAJVEJ_clean,2,1.0
VAKBIU_clean,2,1.0
VAKLIF_clean,1,3.0
VAKNAZ_clean,1,3.0
VAKNED_clean,1,3.0
VAKPOP_clean,2,2.0
VAKPUV_clean,2,1.0
VAKQAC_clean,2,2.0
VAKREG_charged,1,1.0
VAKRIK_ion_b,1,2.0
VALSIM_clean,0,-1.0
VALVAI_clean,2,1.0
VALVIQ_clean,2,1.0
VALWUD_clean,1,3.0
VALXAK_clean,1,3.0
VALXEO_clean,1,3.0
VALXIS_clean,1,3.0
VALXOY_clean,1,3.0
VALZIU_clean,2,1.0
VAMPUX_clean,3,1.0
VAMQAE_clean,3,1.0
VAMQIJ_clean,0,-1.0
VAMQIM_clean,3,1.0
VAMQOS_clean,3,1.0
VAMYEQ_clean,1,3.0
VAMYIU_clean,1,3.0
VAMYOA_clean,1,3.0
VAMYUG_clean,1,3.0
VAMZAN_clean,1,3.0
VAMZER_clean,1,3.0
VANHEA_clean,1,3.0
VANRAH_clean,0,-1.0
VANXUD03_clean,2,1.0
VANXUD_clean,2,1.0
VAPBAR_charged,0,-1.0
VAPBEV_clean,1,2.0
VAPBIZ_clean,1,2.0
VAPFOJ_clean,0,-1.0
VAPFUP_clean,0,-1.0
VAPHOM_clean,4,1.0
VAPRIQ_clean,0,-1.0
VAQLAC_clean,0,-1.0
VAQLEG_clean,0,-1.0
VAQSEO_clean,2,1.0
VAQTUF_clean,4,1.0
VARHIH_clean,2,2.0
VARHON_clean,2,2.0
VARJAB_clean,2,2.0
VARJEF_clean,2,2.0
VARREL_clean,2,2.0
VARRIP_clean,2,2.0
VARWES_charged,0,-1.0
VARWIW_charged,0,-1.0
VARWOC_clean,1,3.0
VARWUI_clean,1,3.0
VASFAZ_clean,1,1.0
VASFED_clean,1,1.0
VASFIH_clean,1,1.0
VASFON_clean,1,1.0
VASFUT_clean,1,1.0
VASGUU_clean,1,3.0
VASKOR_clean,2,1.0
VATVIY_clean,2,1.0
VATVOE_clean,2,1.0
VATVUK_clean,2,1.0
VATXEU_clean,3,1.0
VATYAR_clean,1,2.0
VATYEV_clean,1,2.0
VATYIZ_clean,1,2.0
VATYOF_clean,1,2.0
VAXHOR01_clean,0,-1.0
VAXHOR_clean,0,-1.0
VAXMUF_clean,1,1.0
VAXTEV_clean,4,1.0
VAXVEX_charged,0,-1.0
VAYDOQ_clean,0,-1.0
VAYFUY_clean,0,-1.0
VAYWEZ_clean,2,1.0
VAYWID_clean,2,1.0
VAZKUE_clean,0,-1.0
VAZLAL_clean,0,-1.0
VAZLEP01_clean,0,-1.0
VAZLEP02_clean,0,-1.0
VAZLEP_clean,0,-1.0
VAZLIT_clean,0,-1.0
VAZLOZ_clean,0,-1.0
VAZLUF_clean,0,-1.0
VAZMAM_clean,0,-1.0
VAZMEQ_clean,0,-1.0
VAZMIU_clean,0,-1.0
VAZMOA_clean,0,-1.0
VAZROF_clean,2,1.0
VAZTOG_clean,1,3.0
VAZTUM_clean,1,3.0
VEBHUG_clean,1,3.0
VEBHUG_SL,1,3.0
VECVUW_clean,1,1.0
VECWUX_clean,2,1.0
VECZAG_clean,2,1.0
VECZEI_clean,2,1.0
VECZEK_clean,2,1.0
VEDDIT_charged,2,2.0
VEDFAN_clean,2,2.0
VEDFER_clean,2,2.0
VEDFIV_clean,2,2.0
VEDFOB_clean,2,2.0
VEDFUH_clean,2,2.0
VEDGAO_clean,2,2.0
VEDGES_clean,2,2.0
VEDGIW_clean,2,2.0
VEDVUW_clean,2,1.0
VEFCEQ_clean_h,1,1.0
VEFJOG_charged,0,-1.0
VEFLUP_clean,0,-1.0
VEFMAW_charged,1,3.0
VEGMIE01_charged,1,1.0
VEGMIE_charged,1,1.0
VEGMOK01_charged,1,1.0
VEGMOK02_charged,1,1.0
VEGMOK03_charged,1,1.0
VEGMOK04_charged,1,1.0
VEGMOK_charged,1,1.0
VEGXIQ01_clean,0,-1.0
VEGXIQ_clean,0,-1.0
VEGXOW_clean,0,-1.0
VEGXUC_clean,0,-1.0
VEHJID01_clean,1,3.0
VEHJID_clean,1,3.0
VEHJOJ_clean,1,3.0
VEHJUP_clean,1,3.0
VEHKAW_charged,0,-1.0
VEHKAW_clean,0,-1.0
VEHKIE_clean,1,3.0
VEHKIE_SL,1,3.0
VEHKOK_charged,1,3.0
VEHLAW_clean,4,1.0
VEHLEA01_clean,0,-1.0
VEHLEA02_clean,0,-1.0
VEHLEA_clean,0,-1.0
VEHLIE_clean,8,1.0
VEHNAZ_charged,1,3.0
VEHNED_clean,0,-1.0
VEHPUU_clean,2,1.0
VEHRIL_clean,1,3.0
VEHROR_charged,0,-1.0
VEHYUE_clean,0,-1.0
VEJHID_clean,1,3.0
VEJYIT01_clean,2,2.0
VEJYIT_clean,2,2.0
VEJYOZ_clean,1,3.0
VEJYUF01_clean,0,-1.0
VEJYUF02_clean,0,-1.0
VEJYUF_clean,0,-1.0
VEJZEQ_clean,0,-1.0
VEJZIU_clean,1,3.0
VELBAQ_clean,1,3.0
VELVEO_clean,2,1.0
VELVIS_clean,0,-1.0
VELVOY_clean,0,-1.0
VEMDAT_clean,2,1.0
VEMMAC_clean,1,3.0
VEMMEG_clean,1,3.0
VEMMIK_clean,1,3.0
VEMMOQ_clean,2,1.0
VEMSUC01_clean,2,2.0
VEMSUC_clean,2,2.0
VEMTAJ01_clean,2,2.0
VEPDEB_charged,0,-1.0
VEQBID_clean,2,1.0
VEQBOJ_charged,2,1.0
VEQBUP_charged,2,1.0
VEQCAW_charged,2,1.0
VEQCEA_charged,2,1.0
VERPOZ_clean,1,3.0
VERZEZ_clean,0,-1.0
VERZID_clean,0,-1.0
VERZOJ_clean,0,-1.0
VERZUP_clean,0,-1.0
VESBAY_clean,0,-1.0
VETTOE_clean,1,3.0
VETTUK_clean,0,-1.0
VETVAS_clean5b,0,-1.0
VETVAS_manual,0,-1.0
VEWKUF_clean,1,3.0
VEWLAM_clean,1,3.0
VEWXAY_clean,1,3.0
VEXTUO_clean,1,3.0
VEXTUO_manual,1,3.0
VEXVAW_clean,1,3.0
VEXYON_charged,1,3.0
VEYREX_clean,2,1.0
VEYREY_clean,1,3.0
VEYVEC_clean,2,1.0
VEYWED_clean,1,3.0
VEZMIY_clean,1,3.0
VEZMOE_clean,1,3.0
VEZQAT_clean,0,-1.0
VEZQEX_clean,0,-1.0
VEZWEE_clean,0,-1.0
VICDOC_clean,4,1.0
VICLAW_clean,2,1.0
VICSIL_clean,1,1.0
VICYOX_clean,1,1.0
VICYUD_clean,1,2.0
VIDJID_clean,1,3.0
VIDVUB_clean,1,3.0
VIDWAI_clean,0,-1.0
VIDWIQ_clean,2,1.0
VIDXOX_clean,1,1.0
VIFBOD_clean,1,2.0
VIFBUJ_clean,0,-1.0
VIGDIY_clean,1,1.0
VIGNOQ_clean,1,1.0
VIGRIO_clean,0,-1.0
VIJNIN_clean,2,2.0
VILXOE_clean,2,1.0
VIMRAM_clean,1,3.0
VINHEH_charged,1,1.0
VINHIL_clean,1,3.0
VINHOR_clean,1,3.0
VIPXUO_clean,0,-1.0
VIPYOK_clean,2,1.0
VIPZAX_clean,2,1.0
VIQFIL_clean,1,1.0
VIQQUJ_clean,2,2.0
VIRKIQ_clean,2,1.0
VIRPOC_clean,2,3.0
VIRQAO_clean,0,-1.0
VIRQES_clean,1,1.0
VIRVEY_clean,1,3.0
VIRXIF_clean,1,1.0
VISTOG_clean,0,-1.0
VISTUM_clean,2,1.0
VITKUG_charged,0,-1.0
VITYOO_clean,2,2.0
VITYUU_clean,1,1.0
VITZAB_clean,1,1.0
VITZEF_clean,1,1.0
VITZIJ_clean,1,1.0
VIVLAP_clean,0,-1.0
VIVXOP_clean,1,3.0
VIWHUG_clean,2,1.0
VIWKIX_clean,2,1.0
VIWKOD_clean,2,1.0
VIWLAQ_clean,2,1.0
VIWLEU_clean,2,1.0
VIWLIY_clean,2,1.0
VIWLOE_clean,2,1.0
VIWMAR_clean,2,1.0
VIWMEV_clean,2,1.0
VIWMIZ_clean,1,3.0
VIWMOF_clean,1,3.0
VIWZOR_clean,1,3.0
VIXCUB_clean,1,3.0
VIXGAM01_clean,1,1.0
VIXGAM_clean,1,1.0
VIXGEQ_clean,1,1.0
VIXPUP01_clean,1,3.0
VIXPUP_clean,1,3.0
VIXTUT_clean,0,-1.0
VIXVUV_clean,0,-1.0
VIXZUZ_clean,0,-1.0
VIYMAT_clean,2,2.0
VIYSON_clean,2,2.0
VIYSUT_clean,0,-1.0
VIYTAA_clean,2,2.0
VIYVIK_clean,2,2.0
VIYZIO01_clean,0,-1.0
VIYZIO_clean,0,-1.0
VIZMUO_clean,0,-1.0
VIZQEC_clean,0,-1.0
VIZRIH_clean,2,1.0
VIZSOO_clean,1,3.0
VIZTIJ_clean,2,2.0
VOBGAW_clean,2,2.0
VOBGEA_clean,2,2.0
VOBKAA_clean,1,2.0
VOBQEK_clean,1,2.0
VOBRUB_clean,2,1.0
VOCCOH_clean,0,-1.0
VOCKUT_clean,0,-1.0
VOCNOQ_clean,2,1.0
VOCPEK_clean,2,2.0
VOCQAF_clean,1,3.0
VOCQEJ_clean,1,3.0
VOCXUH_clean,1,2.0
VODPOU_clean,0,-1.0
VODQIP_clean,1,2.0
VODSEM_clean,2,1.0
VOFFED_clean,2,1.0
VOGPEO_clean,1,3.0
VOGTIV_clean_h,1,1.0
VOHQEO_clean,1,1.0
VOHQIS_clean,2,1.0
VOJGOS_clean,1,3.0
VOKJIQ_clean,0,-1.0
VOLPET_clean,1,3.0
VOLQOD_clean,1,3.0
VOMMAN_clean,0,-1.0
VONBIK_clean,0,-1.0
VONBUW_clean,0,-1.0
VONCIM_clean,2,1.0
VONCOS_clean,2,1.0
VONDEJ_clean,2,1.0
VONDIN_clean,2,1.0
VONDOT_clean,2,1.0
VONROH_clean,4,1.0
VONRUN_clean,4,1.0
VONSAU_clean,4,1.0
VONSEY_clean,0,-1.0
VOPCEK_clean,2,1.0
VOPCIO_clean,4,1.0
VOPHUF_clean,0,-1.0
VOPPAT_clean,0,-1.0
VOQWUV_clean,0,-1.0
VOQXIK_clean,1,3.0
VORBUA_clean,0,-1.0
VOSTUU_clean,1,2.0
VOSVAC_clean,2,1.0
VOSVEG_clean,2,1.0
VOSWIL_clean,2,1.0
VOTKEW_clean,2,2.0
VOTMAS_clean,0,-1.0
VOVKUO_clean,2,1.0
VOVLAV_clean,2,1.0
VOVQEE_clean,1,3.0
VOXKIE_clean,2,1.0
VOXQOQ_clean,2,1.0
VOXTUZ_clean,1,3.0
VOXVAH_clean,1,3.0
VOXVEL_clean,2,1.0
VOXYUE_clean,1,3.0
VOYLUS_clean,0,-1.0
VOYWUB_clean,0,-1.0
VOYWUB_clean_h,0,-1.0
VOZVAJ01_clean,2,2.0
VOZVEN01_clean,2,2.0
VOZVIR01_clean,2,2.0
VUCCON_clean,0,-1.0
VUCCUT_clean,0,-1.0
VUCDAA_clean,0,-1.0
VUCDEE_clean,0,-1.0
VUCTOE_clean,2,1.0
VUCTUK_clean,1,1.0
VUDQOB_clean,1,1.0
VUDXID_clean,1,3.0
VUFBEE_clean,1,2.0
VUGWUR_clean,1,1.0
VUGXAY_clean,1,1.0
VUGXEC_clean,1,1.0
VUGXIG_clean,1,1.0
VUGXOM_clean,1,1.0
VUGXUS_clean,1,1.0
VUGYAZ_clean,1,1.0
VUGYED_clean,1,1.0
VUGYIH_clean,1,1.0
VUHGAH_clean,0,-1.0
VUHJAK_clean,1,1.0
VUHMOC_clean,2,2.0
VUHMUI_clean,2,2.0
VUHNAP_clean,2,2.0
VUHNET_clean,2,2.0
VUHNIX_clean,2,2.0
VUHNUJ_clean,2,2.0
VUHPAR_clean,2,2.0
VUHPOF_clean,2,2.0
VUHPUL_clean,2,2.0
VUJBEI_clean,1,3.0
VUJBIM_clean,1,3.0
VUKHOZ_clean,2,1.0
VUKJOC_clean,0,-1.0
VUKJUI_clean,1,1.0
VUKROK_clean,2,1.0
VUKRUQ_clean,1,1.0
VUKSAX_clean,2,1.0
VUKSIF_clean,1,2.0
VUKSOL_clean,1,2.0
VUKTAY_clean,1,2.0
VUKTEC_clean,1,2.0
VUKTIG_clean,1,2.0
VUKTOM_clean,1,2.0
VUKTUS_clean,1,2.0
VUKYOR_clean,2,2.0
VUKYUX_clean,2,2.0
VULFIT_clean,2,1.0
VULFOZ_clean,2,1.0
VULKIX_clean,1,1.0
VULKOD_clean,4,1.0
VUMBIQ_clean,4,1.0
VUMBOW_clean,4,1.0
VUMCEM_clean,2,1.0
VUMCIQ_clean,0,-1.0
VUMYUZ_clean,2,1.0
VUNCAJ_clean,0,-1.0
VUNCEM01_clean,0,-1.0
VUNCEM_clean,0,-1.0
VUNHAN_clean,0,-1.0
VUNHAO_clean,1,3.0
VUNNEZ_clean,4,1.0
VUNXUY_clean,0,-1.0
VUNYUZ_clean,0,-1.0
VUPDOB_clean,0,-1.0
VUPFAP_clean,0,-1.0
VUPFET_clean,0,-1.0
VUPFIX_clean,0,-1.0
VUQJUN01_clean,2,1.5
VUQJUN_clean,2,1.5
VUQKAU01_clean,1,2.0
VUQKAU02_clean,1,2.0
VUQKAU_clean,1,3.0
VUQKOI_clean,1,1.0
VUQKUO_clean,2,1.0
VUQLEZ_charged,0,-1.0
VURLIF_clean,1,3.0
VURNED01_clean,1,3.0
VURNED02_clean,1,3.0
VURNED03_clean,1,3.0
VURNED04_clean,1,3.0
VURNED_clean,1,3.0
VURYIR_clean,0,-1.0
VURYOX_clean,2,1.0
VUSJUP_clean,1,3.0
VUSKAW_clean,1,3.0
VUSKEA_clean,1,3.0
VUSQIK_charged,2,1.0
VUTVAJ_clean,2,1.0
VUVZAP_clean,2,1.0
VUWPIN_clean,1,3.0
VUWROW_clean,1,3.0
VUWRUC_clean,2,1.0
VUWSAJ_clean,2,1.0
VUZNOV_clean,1,3.0
VUZVER_clean,0,-1.0
WABTOK_clean,1,1.0
WABVIF01_clean,1,3.0
WABVIF02_clean,1,3.0
WABVIF03_clean,1,3.0
WABVIF04_clean,1,3.0
WABVIF_clean,1,3.0
WABVOL_clean,1,3.0
WABVUR_clean,1,3.0
WABWAY_clean,1,3.0
WABWEC_clean,1,3.0
WACKOB_clean,0,-1.0
WACLEU_clean,1,1.0
WAFKAQ_clean,1,3.0
WAFKEU05_clean,1,3.0
WAFKEU06_clean,1,3.0
WAFKEU07_clean,1,3.0
WAFKIY_clean,1,3.0
WAGDAL_clean,2,1.0
WAGLEY_clean,0,-1.0
WAGPOM_clean,1,1.0
WAGYUA_clean,1,3.0
WAGZEL_clean,2,1.0
WAHDIT_clean,4,1.0
WAHFUJ01_clean,2,1.0
WAHGIY_clean,2,1.0
WAHKUO_clean,1,3.0
WAHMEY01_clean_h,0,-1.0
WAHMEY_clean,0,-1.0
WAHMUP_clean,1,1.0
WAHNEB_clean,1,3.0
WAHNIF_clean,1,3.0
WAHNOL_clean,1,3.0
WAHNUQ_charged,2,1.0
WAHREE_clean,0,-1.0
WAHROP_clean,1,3.0
WAJGIY_clean,0,-1.0
WAJHIA_clean,0,-1.0
WAJHOG,2,1.0
WAJHOG_clean,2,1.0
WAJJAU,2,1.0
WAJLEA_charged,1,1.0
WAKSOT_clean,0,-1.0
WAKTOS_clean,1,1.0
WALBOC01_clean,0,-1.0
WALBOC02_clean,0,-1.0
WALBOC_clean,0,-1.0
WALCET_clean,0,-1.0
WALCIX,0,-1.0
WALKAY_clean,2,1.0
WALMOO_clean,0,-1.0
WAMREJ_clean,1,3.0
WAMRIN01_clean,4,1.0
WAMRIN02_clean,2,1.0
WAMRIN_clean,2,1.0
WANBIY_clean,2,1.0
WANBOE_clean,1,3.0
WANHAX_clean,1,3.0
WANHEB_clean,1,3.0
WANHIF_clean,1,3.0
WANHOL_clean,1,3.0
WANHUR_clean,1,3.0
