Structures,ASA_m2/cm3,NASA_m2/cm3,SA_m2/cm3
AKEDIF_clean,1638.73,0.0,1638.73
AKIXEZ_clean,1823.39,0.0,1823.39
AKOBAF_clean,824.351,0.0,824.351
AKOHEO_clean,1506.78,0.0,1506.78
AKOXIJ_clean,1211.36,157.092,1368.452
AKUHOD01_clean,0.0,17.417,17.417
AKUHOD03_clean,0.0,6.78207,6.78207
AKUHOD_clean,0.0,19.9951,19.9951
AKUKUO_clean,1012.69,0.0,1012.69
ALAHUS_clean,1561.72,0.0,1561.72
ALALUU01_clean,0.0,48.9314,48.9314
ALALUU_clean,0.0,39.9831,39.9831
ALAMUW_clean,2442.93,0.0,2442.93
ALANAD_clean,2789.43,0.0,2789.43
ALATAK_clean,0.0,110.48,110.48
ALEQIT_clean,724.829,0.0,724.829
ALIBUT_clean,969.541,203.513,1173.054
ALICAA_clean,923.086,238.397,1161.483
ALIFUY_clean,0.0,348.668,348.668
ALIPEQ_clean,0.0,283.968,283.968
ALIXAU_clean_h,634.846,20.5729,655.4189
ALIXOJ_clean,2035.05,0.0,2035.05
ALIXUP_clean,1334.48,0.0,1334.48
ALOLES_ion_b,463.415,2.53365,465.94865000000004
ALOLET_charged,1706.25,16.6913,1722.9413
ALOLIX_charged,1887.93,0.0,1887.93
ALOLIY_clean,1131.97,0.0,1131.97
ALUJEX_clean,1348.23,0.0,1348.23
ALUJIB_clean,1369.51,0.0,1369.51
ALUJOH_clean,1414.21,0.0,1414.21
ALUJUN_clean,0.0,790.493,790.493
ALUKAU_clean,0.0,762.752,762.752
ALUKIC_clean,2962.23,0.0,2962.23
ALUKOI_clean,2962.61,0.0,2962.61
ALUKUO_clean,2959.17,0.0,2959.17
ALULAV_clean,2966.26,0.0,2966.26
ALULID_clean,2137.33,0.0,2137.33
ALURAB_clean,1206.35,0.0,1206.35
ALUREF_clean,1221.7,0.0,1221.7
ALURIJ_clean,1155.72,0.0,1155.72
AMAFOK_clean,905.597,0.0,905.597
AMAGAX_clean,973.224,0.0,973.224
AMALND_clean,0.0,493.106,493.106
AMEJIM_charged,0.0,805.86,805.86
AMEJOS_charged,0.0,378.606,378.606
AMIKOX_clean,0.0,0.0,0.0
AMILOY_clean,1254.79,0.0,1254.79
AMILUE_clean,1239.79,0.0,1239.79
AMIMAL_clean,1248.94,0.0,1248.94
AMIMEP_clean,1240.53,0.0,1240.53
AMIWID_clean,735.989,0.0,735.989
AMIWOJ_clean,769.487,0.0,769.487
AMIWUP_clean,770.534,0.0,770.534
AMIXAW_clean,755.089,0.0,755.089
AMIXEA_clean,738.571,0.0,738.571
AMIZIG_clean,714.232,0.0,714.232
AMODUC_clean,2877.18,0.0,2877.18
AMOFAK_clean,2982.27,0.0,2982.27
AMOYOR_clean,777.718,0.0,777.718
AMOZAE_clean,0.0,277.066,277.066
AMUCOB_clean,0.0,68.9872,68.9872
AMUFAR_clean,0.0,550.695,550.695
AMUFEV_clean,0.0,354.978,354.978
AMUFIZ_clean,0.0,237.944,237.944
AMUFOF_clean,882.114,0.0,882.114
AMUPOP_clean,503.02,0.0,503.02
AMUWIP_charged,2430.19,0.0,2430.19
AMUWUB_clean,1432.26,0.0,1432.26
AMUXAI_clean,1362.65,0.0,1362.65
ANAWIX_clean,1566.96,0.0,1566.96
ANAWOD_clean,1631.57,0.0,1631.57
ANEHEI_clean,0.0,1198.47,1198.47
ANENEN_clean,842.399,0.0,842.399
ANENIR_clean,768.14,0.0,768.14
ANEPIT_clean,0.0,5.52661,5.52661
ANIDIL_clean,555.082,0.0,555.082
ANOMOG_clean,2088.35,0.0,2088.35
ANOMUM_clean,2459.92,0.0,2459.92
ANONAT_manual,2327.42,0.0,2327.42
ANUGEW_clean,2078.61,0.0,2078.61
ANUGIA_clean,2233.0,0.0,2233.0
ANUGOG_clean,2464.21,0.0,2464.21
ANUGUM_clean,2457.72,0.0,2457.72
APACAX_clean,1864.99,1.9891,1866.9791
APARAM_clean,1033.99,96.9959,1130.9859000000001
APAYIB_clean,2128.01,0.0,2128.01
APAYOH_clean,2185.27,0.0,2185.27
APAYUN_clean,2054.18,0.0,2054.18
APAZAU_clean,2307.1,0.0,2307.1
APAZEY_clean,2291.32,0.0,2291.32
APAZIC_clean,2185.67,0.0,2185.67
APAZOI_clean,2073.42,0.0,2073.42
APEBED_clean,572.287,0.0,572.287
APEBEE_clean,1173.55,0.0,1173.55
APEBII_clean,1816.49,0.0,1816.49
APEBOO_clean,2026.32,0.0,2026.32
APEBUU_clean,933.173,0.0,933.173
APETAS_clean,0.0,209.095,209.095
AQAJEI_clean,0.0,1115.02,1115.02
AQALIO_clean,0.0,186.351,186.351
AQALOU_clean,0.0,147.178,147.178
AQEFOS_clean,0.0,775.216,775.216
AQEFUY_clean,0.0,1389.38,1389.38
AQEGUY_clean,1277.4,0.0,1277.4
AQEQES_clean,1808.23,0.0,1808.23
AQEQIW_clean,1731.72,0.0,1731.72
AQERUL_clean,714.627,0.0,714.627
AQETIA_clean,0.0,200.954,200.954
AQETUM_clean,1107.11,0.0,1107.11
AQIQAU_clean,1973.09,0.0,1973.09
AQIQIC_clean,0.0,1056.12,1056.12
AQIXUU_clean,551.681,0.0,551.681
AQIXUV_clean,1103.24,0.0,1103.24
AQMAND01_clean,0.0,44.925,44.925
AQMAND_clean,0.0,37.6604,37.6604
AQODOA_clean,0.0,27.2232,27.2232
AQOLEZ_clean,1290.81,452.09,1742.8999999999999
AQOLOJ_clean,1278.78,416.557,1695.337
AQOMAW_clean,1396.13,431.736,1827.866
AQOSEG_clean,0.0,1370.3,1370.3
AQOTIK_clean,1381.2,0.0,1381.2
AQUCOF_clean,1949.86,0.0,1949.86
AQUCOG_clean,1599.96,0.0,1599.96
AQUCUM_clean,1597.44,0.0,1597.44
AQUDAS_clean,1987.59,0.0,1987.59
AQUDAT_clean,173.76,0.0,173.76
AQUDEX_clean,197.117,0.0,197.117
AQUDIB_clean,1581.39,0.0,1581.39
AQUDOH_clean,195.72,0.0,195.72
ARADEE_clean,2658.17,0.0,2658.17
ARAFEF_clean,1795.68,0.0,1795.68
ARAFIJ_clean,1747.66,0.0,1747.66
ARAFOP_clean,1339.21,0.0,1339.21
ARAGOR_clean,1505.43,0.0,1505.43
ARAHIM01_clean,0.0,29.4238,29.4238
ARAHIM02_clean,0.0,50.4898,50.4898
ARAHIM_clean,0.0,50.1207,50.1207
ARIBOS_clean,0.0,0.0,0.0
ARINOF_clean,0.0,574.902,574.902
ARINUL_clean,471.338,0.0,471.338
AROFAP_clean,1497.99,0.0,1497.99
AROFET_clean,2203.49,0.0,2203.49
ARUCOH01_clean,0.0,773.758,773.758
ARUCUN_clean,0.0,774.084,774.084
ARUDAU_clean,0.0,797.247,797.247
ARUJED_clean,0.0,172.577,172.577
ARUYES,0.0,0.0,0.0
ARUYES_clean,1535.53,0.0,1535.53
ARUYOB_clean,0.0,1094.19,1094.19
ARUYUH01_clean,1439.96,0.0,1439.96
ARUYUH_clean,1222.94,0.0,1222.94
ASACON_clean,996.928,0.0,996.928
ASADAA_clean,1262.14,0.0,1262.14
ASAHEJ_clean,1534.59,0.0,1534.59
ASAJOU_clean,0.0,713.602,713.602
ASALAH_clean,0.0,324.114,324.114
ASALIP_clean,0.0,116.718,116.718
ASALOV_clean,0.0,376.529,376.529
ASAMUE_clean,0.0,616.845,616.845
ASANAL_clean,934.199,0.0,934.199
ASECUY_clean,1114.19,0.0,1114.19
ASEJOZ01_clean,626.04,0.0,626.04
ASEJOZ_clean,647.105,0.0,647.105
ASEKAM_clean,1417.21,0.0,1417.21
ASEXED_clean,1720.95,0.0,1720.95
ASINAT_clean,1882.47,0.0,1882.47
ASIQEA_clean,1521.16,0.0,1521.16
ASIQIE_clean,1524.84,0.0,1524.84
ASIRUR_clean,0.0,9.51504,9.51504
ASOHUL_clean,1635.12,0.0,1635.12
ASOSUY_clean,2273.78,0.0,2273.78
ASOVEL_clean,984.827,0.0,984.827
ASOYOY_clean,2095.85,0.0,2095.85
ASUBIB_clean,1560.95,0.0,1560.95
ASUJIJ_clean,0.0,598.941,598.941
ASUKEE01_clean,454.598,0.0,454.598
ASUKEE_clean,461.402,0.0,461.402
ASUWUI_clean,1091.53,0.0,1091.53
ATAFIK_clean,2091.86,0.0,2091.86
ATAYAX_clean,2422.12,0.0,2422.12
ATAYEB_clean,2365.08,0.0,2365.08
ATEJOA_clean,536.773,89.8899,626.6629
ATEXII_clean,0.0,367.675,367.675
ATEYED_clean,3378.46,0.0,3378.46
ATEZAC_clean,2308.36,0.0,2308.36
ATEZEG_clean,2371.07,0.0,2371.07
ATEZIK_clean,2348.27,0.0,2348.27
ATIBAG_clean,850.802,0.0,850.802
ATIBIO_clean,1002.3,0.0,1002.3
ATIBOU01_clean,994.297,0.0,994.297
ATIBOU02_clean,998.782,0.0,998.782
ATIBOU_clean,866.746,0.0,866.746
ATIBUA_clean,809.221,0.0,809.221
ATICAH_clean,975.647,0.0,975.647
ATICEL_clean,915.12,0.0,915.12
ATIJUJ_clean5b,1223.11,0.0,1223.11
ATIJUJ_manual,1242.99,0.0,1242.99
ATIRUS_clean,347.995,26.584,374.579
ATIXAE_clean,2012.91,0.0,2012.91
ATIXUX_clean,969.923,2.20155,972.12455
ATOGEV_clean,1445.86,0.0,1445.86
ATOTIM_clean,1449.31,0.0,1449.31
ATOTIM_manual,1476.31,0.0,1476.31
ATOWIQ_clean,1790.17,0.0,1790.17
ATOWOW_clean,1772.45,0.0,1772.45
ATOXEN_clean,415.245,2.90563,418.15063
ATULIM_clean,572.476,0.0,572.476
ATUXIY_clean,1558.38,0.0,1558.38
ATUXOE_clean,0.0,507.182,507.182
ATUXUK_clean,0.0,472.819,472.819
ATUYAR_clean,0.0,462.993,462.993
ATUZEW_clean,2199.05,0.0,2199.05
AVAGIP_clean,753.491,0.0,753.491
AVAGOV_clean,787.367,0.0,787.367
AVAGUB_clean,1094.0,0.0,1094.0
AVALEO_clean,0.0,2.99299,2.99299
AVAQIX01_clean,1081.19,0.0,1081.19
AVAQIX_clean,1150.21,0.0,1150.21
AVEHAM_clean,409.997,12.4883,422.4853
AVELOD_clean,1640.68,0.0,1640.68
AVELUJ_clean,1640.71,0.0,1640.71
AVEMAQ_clean,1615.46,0.0,1615.46
AVEMOE_clean,0.0,160.885,160.885
AVEQID_clean,2275.55,0.0,2275.55
AVEROJ_clean,1544.58,0.0,1544.58
AVESAW_clean,0.0,237.135,237.135
AVESOL_clean,2391.99,0.0,2391.99
AVESUR_clean,2286.19,0.0,2286.19
AVETAY_clean,1837.12,1.59871,1838.7187099999999
AVETEC_clean,1839.91,0.0,1839.91
AVETOM_clean,0.0,336.19,336.19
AVEVEE_clean,887.887,0.0,887.887
AVIHIY_clean,1600.71,0.0,1600.71
AVIHOE_clean,1574.25,0.0,1574.25
AVIMIC_clean,577.458,0.0,577.458
AVIMOI_clean,1166.62,0.0,1166.62
AVIMUO_clean,966.988,1.49454,968.4825400000001
AVIPAX_clean,1848.85,0.0,1848.85
AVIPOL_clean,1731.28,0.0,1731.28
AVITUU_clean,1709.75,80.5628,1790.3128
AVIVAC_clean,1748.71,45.2706,1793.9806
AVIVEG_clean,1753.73,47.6346,1801.3646
AVIVIK_clean,1722.91,111.216,1834.126
AVIVOQ_clean,1728.72,135.527,1864.247
AVIVUW_clean,1721.91,100.02,1821.93
AVOSIO_charged,1138.03,0.0,1138.03
AVUBUP_clean,0.0,184.327,184.327
AVUCEA_clean,2334.25,0.0,2334.25
AVUDAX_clean,1501.27,0.0,1501.27
AVUHIJ_clean,0.0,60.7537,60.7537
AVUJIL_clean,0.0,0.884755,0.884755
AVUPIR_SL,0.0,19.4386,19.4386
AVUPIR_clean_h,552.463,0.0,552.463
AWAGEL_clean,1224.48,36.2719,1260.7519
AWAGOV_clean,701.326,58.587,759.913
AWAHAI_clean,0.0,1529.47,1529.47
AWAHEM_clean,1812.81,0.0,1812.81
AWAJIT_clean,0.0,464.848,464.848
AWAKEQ_clean,620.318,0.0,620.318
AWAREV_clean,643.69,0.0,643.69
AWARIZ_clean,645.326,0.0,645.326
AWASAU_clean,938.331,0.0,938.331
AWASOI_clean,977.853,0.0,977.853
AWAWUR_clean,1607.51,0.0,1607.51
AWEBIO_charged,0.0,27.494,27.494
AWEDOW_charged,991.368,11.2895,1002.6575
AWEDUC_charged,0.0,276.096,276.096
AWEGEP_clean,1530.71,0.0,1530.71
AWEJES_clean,1292.75,0.0,1292.75
AWEJIW_clean,1328.84,0.0,1328.84
AWEWOP_clean,1556.25,0.0,1556.25
AWEZOS01_clean,0.0,237.51,237.51
AWEZOS_clean,0.0,234.692,234.692
AWIBAK_clean,0.0,239.478,239.478
AWIBAL_clean,1010.59,0.0,1010.59
AWIBEO_clean,0.0,235.241,235.241
AWIBIS_clean,0.0,247.925,247.925
AWOFOI_clean,2242.46,0.0,2242.46
AWOKED_clean,0.0,172.725,172.725
AWUPAL_clean,1745.69,0.0,1745.69
AWUPOZ_clean,1769.98,0.0,1769.98
AXAFAG_clean,1876.38,0.0,1876.38
AXAQAT_clean,0.0,162.828,162.828
AXAWUT_clean,0.0,303.383,303.383
AXIGAR_clean,2727.89,0.0,2727.89
AXIMUP_clean,2305.69,0.0,2305.69
AXINEA_clean,549.346,0.0,549.346
AXINIF_clean,2211.7,0.0,2211.7
AXIPEE01_clean,1994.33,0.0,1994.33
AXIPEE02_clean,1685.27,0.0,1685.27
AXIPEE03_clean,1737.7,0.0,1737.7
AXIPEE_clean,1576.35,0.0,1576.35
AXOCAT_clean,0.0,143.751,143.751
AXOCEW_clean,1255.05,169.212,1424.262
AXOHIE_clean,0.0,521.68,521.68
AXUBAW_clean5b,1789.58,0.0,1789.58
AXUBAW_manual,1799.64,0.0,1799.64
AXUBOL_clean,1049.58,539.743,1589.3229999999999
AXUDII04_clean,0.0,737.842,737.842
AXUHAD_clean,1611.28,0.0,1611.28
AXUHEH_clean,986.414,0.0,986.414
AXUHIL_clean,0.0,805.37,805.37
AXUJOT_clean,1042.97,0.0,1042.97
AXUPEO_clean,1063.31,0.0,1063.31
AYAWEE_clean,0.0,407.149,407.149
AYOXUJ_clean,860.815,0.0,860.815
AYOYEU_clean,0.0,565.859,565.859
AYOYOE_clean,0.0,29.3108,29.3108
AYUPOZ_clean,0.0,704.784,704.784
AYUWUM_clean,0.0,604.338,604.338
AZAFIS_clean,1301.41,0.0,1301.41
AZAVOO_clean,1077.83,0.0,1077.83
AZAVUU_clean,1176.32,0.0,1176.32
AZAWAB_clean,1282.4,0.0,1282.4
AZAWAZ_clean,903.077,0.0,903.077
AZEBUE_clean,1181.36,0.0,1181.36
AZEWEH_clean,425.767,149.119,574.886
AZILEA_clean,0.0,197.488,197.488
AZILEC_clean,0.0,786.192,786.192
AZIMIH_clean,1090.28,0.0,1090.28
AZIVAI_clean,2635.84,0.0,2635.84
AZIXUD_clean,1871.59,0.0,1871.59
AZOBUN_clean,0.0,2.25185,2.25185
AZOHEC_clean,0.0,810.443,810.443
BABREE_clean,2378.19,0.0,2378.19
BACGAQ_clean,845.32,0.0,845.32
BACMOH10_clean,0.0,127.975,127.975
BACMOH_clean,364.456,0.0,364.456
BADHIA_clean,0.0,153.564,153.564
BADHOG_clean,0.0,160.795,160.795
BADHUM01_clean,0.0,35.7406,35.7406
BADHUM_clean,0.0,159.328,159.328
BADJAU_clean,0.0,129.968,129.968
BADJIC_clean,0.0,55.5597,55.5597
BADXAI_clean,595.308,0.0,595.308
BADYAJ_clean,1987.54,0.0,1987.54
BAEDTA01_clean,412.648,77.1264,489.7744
BAFCAP_clean,0.0,663.073,663.073
BAFHAU_clean,2398.82,0.0,2398.82
BAFKUR_clean,0.0,157.274,157.274
BAFVAH_clean,0.0,734.253,734.253
BAHGUN01_clean,0.0,292.378,292.378
BAHGUN02_clean,0.0,275.932,275.932
BAHGUN03_clean,0.0,314.589,314.589
BAHGUN04_clean,0.0,308.229,308.229
BAHGUN_clean,0.0,344.738,344.738
BAHMAZ_clean,653.841,207.233,861.0740000000001
BAKFAV_clean,0.0,897.221,897.221
BAKGAX_clean,756.515,0.0,756.515
BAKGIF_clean,1468.24,0.0,1468.24
BAKGIF_clean5b,1468.24,0.0,1468.24
BAKGIF_manual,1468.24,0.0,1468.24
BAKJEE_clean,2231.89,0.0,2231.89
BAKJII_clean,2008.66,0.0,2008.66
BAKJOO_clean,1736.41,0.0,1736.41
BAKLIK_clean,0.0,284.261,284.261
BAKYIY_clean,1560.25,0.0,1560.25
BAKYOE_clean,1530.3,0.0,1530.3
BALMUW01_clean,0.0,2.95195,2.95195
BALMUW_clean,0.0,10.1892,10.1892
BAMKIM_clean,1397.72,0.0,1397.72
BAMKOS_clean,1416.68,0.0,1416.68
BANMAG_clean,1088.33,16.9419,1105.2719
BAPDAA_clean,1616.47,0.0,1616.47
BAPVEW_clean,0.0,316.683,316.683
BAQWEY_clean,1635.11,0.0,1635.11
BAQWIC_clean,1521.73,0.0,1521.73
BAQWOI_clean,0.0,1075.83,1075.83
BARZAW_clean,0.0,481.394,481.394
BARZIE_clean,0.0,468.316,468.316
BARZOK_clean,0.0,455.403,455.403
BARZOL_charged,0.0,414.074,414.074
BARZUR_clean,1616.42,0.0,1616.42
BASJUB_clean,1538.98,0.0,1538.98
BASSOF_clean,0.0,93.2868,93.2868
BASSUL_clean,0.0,79.5413,79.5413
BASTAS_clean,0.0,85.7394,85.7394
BASTEW_clean,0.0,90.1461,90.1461
BASTIA_clean,0.0,98.5421,98.5421
BASTUM_clean,0.0,103.22,103.22
BAWRUO_clean,1527.61,14.2985,1541.9085
BAXFIR01_clean,0.0,403.46,403.46
BAXFIR02_clean,409.135,0.0,409.135
BAXFUD_clean,464.603,0.0,464.603
BAXGAK_clean,0.0,415.69,415.69
BAXLOD_clean,97.0705,0.0,97.0705
BAXREY_clean,578.53,0.0,578.53
BAXSIE_clean,948.359,0.0,948.359
BAYCOU_clean,0.0,60.2035,60.2035
BAZDAJ_charged,0.0,108.063,108.063
BAZDAJ_clean,0.0,111.759,111.759
BAZJET_clean,2228.3,0.0,2228.3
BAZJIX_clean,2222.07,0.0,2222.07
BEFGEA_clean5b,2411.89,0.0,2411.89
BEFGEA_manual,2411.89,0.0,2411.89
BEFKUU_clean,1391.71,0.0,1391.71
BEFLAB01_clean,0.0,916.646,916.646
BEFLEF_clean,0.0,926.532,926.532
BEFLIJ_clean,0.0,1195.28,1195.28
BEFLUV_clean,585.367,165.82,751.1869999999999
BEFMAC_clean,1113.48,0.0,1113.48
BEFMOQ_clean,0.0,859.695,859.695
BEFMUW_clean,0.0,723.225,723.225
BEFNAD_clean,0.0,682.188,682.188
BEFNEH_clean,392.396,423.065,815.461
BEFNIL_clean,0.0,557.327,557.327
BEFNOR_clean,0.0,810.277,810.277
BEFNUX_clean,0.0,759.986,759.986
BEFPAF_clean,1413.85,0.0,1413.85
BEGBOG_clean,0.0,293.572,293.572
BEGDEY_clean,1642.41,0.0,1642.41
BEJZAS_clean,1821.56,0.0,1821.56
BEKSAM_clean,402.183,0.0,402.183
BEKYOG_clean,1020.1,0.0,1020.1
BEKYUM_clean,423.004,0.0,423.004
BEKZEX01_clean,0.0,106.72,106.72
BEKZEX_clean,0.0,139.276,139.276
BELJIL_clean,838.14,0.0,838.14
BELTOD_clean,1547.34,0.0,1547.34
BELTUJ_clean,1427.93,0.0,1427.93
BELVAR_charged,611.67,287.019,898.689
BELVEV_charged,1874.91,0.0,1874.91
BELYIC_clean,0.0,537.232,537.232
BENXOJ,546.062,0.0,546.062
BENXUP_clean,547.758,0.0,547.758
BENZOL_clean,1207.13,0.0,1207.13
BENZUR_clean,1255.06,0.0,1255.06
BEPBAB_clean,1204.88,0.0,1204.88
BEPLUF_clean,1358.87,0.0,1358.87
BEPMAM_clean,1316.99,0.0,1316.99
BEPMEQ_clean,1142.36,0.0,1142.36
BEPMIU_clean,1120.09,0.0,1120.09
BEPNER_clean,0.0,12.1349,12.1349
BEPNIV_clean,1334.7,0.0,1334.7
BEPNOB_clean,1318.45,0.0,1318.45
BEPNUH_clean,1131.62,0.0,1131.62
BEPPAP_clean,1138.25,0.0,1138.25
BEPPIX_clean,1205.37,0.0,1205.37
BEPPOD_clean,1264.49,0.0,1264.49
BEPREV01_clean,2485.39,0.0,2485.39
BEPREV02_clean,2473.41,0.0,2473.41
BEPREV03_clean,2478.39,0.0,2478.39
BEPREV_clean,2477.02,0.0,2477.02
BEPRIZ_clean,2078.64,0.0,2078.64
BEPROF_clean,2365.26,0.0,2365.26
BEPVAV_clean,457.254,12.3713,469.62530000000004
BEPVEZ_clean,904.974,0.0,904.974
BEPVID_clean,793.667,0.0,793.667
BEPVOJ01_clean,753.543,0.0,753.543
BEPVOJ_clean,729.277,0.0,729.277
BEPWEA_clean,1100.72,0.0,1100.72
BEPYIG_clean,842.893,0.0,842.893
BEQFEK_clean,759.422,13.1384,772.5604000000001
BERFIP_clean,0.0,147.501,147.501
BERGAI_clean,0.0,566.639,566.639
BERQIA_clean,1708.73,0.0,1708.73
BETDAH_clean,2314.54,0.0,2314.54
BETDEL_clean,2231.92,0.0,2231.92
