Structures,ASA_m2/cm3,NASA_m2/cm3,SA_m2/cm3
OKAYAC_clean,431.815,0.0,431.815
OKAYEG_clean,410.063,0.0,410.063
OKAYIK_clean,427.08,0.0,427.08
OKAYOQ_clean,482.281,0.0,482.281
OKAYUW_clean,503.859,0.0,503.859
OKAZAD_clean,516.227,0.0,516.227
OKECIQ01_clean,0.0,1840.54,1840.54
OKECIQ_clean,0.0,1842.74,1842.74
OKELIB_clean,0.0,3.66996,3.66996
OKELOH_clean,1859.96,0.0,1859.96
OKIJUO_charged,1448.43,0.0,1448.43
OKIKAV_charged,1513.02,0.0,1513.02
OKIKEZ_charged,1252.95,0.0,1252.95
OKILEA_clean,801.267,219.614,1020.8810000000001
OKILIE_clean,0.0,185.771,185.771
OKILUR_clean,0.0,256.516,256.516
OKIMAY_clean,0.0,558.003,558.003
OKINIG_clean,0.0,337.413,337.413
OKIPOO_clean,0.0,376.154,376.154
OKIPUU_clean,0.0,344.552,344.552
OKIQAB_clean,0.0,322.207,322.207
OKIQEG_clean,893.448,0.0,893.448
OKITAE_clean,842.413,0.0,842.413
OKITIM01_charged,753.251,0.0,753.251
OKITIM01_clean,756.761,0.0,756.761
OKITIM02_charged,765.682,0.0,765.682
OKITIM02_clean,768.294,0.0,768.294
OKITIM_charged,899.803,0.0,899.803
OKITIM_clean,899.576,0.0,899.576
OKIVAG01_charged,759.936,0.0,759.936
OKIVAG01_clean,756.937,0.0,756.937
OKIVAG_charged,759.602,0.0,759.602
OKIVAG_clean,757.051,0.0,757.051
OKIVIO01_charged,760.389,0.0,760.389
OKIVIO01_clean,759.602,0.0,759.602
OKIVIO02_charged,761.011,0.0,761.011
OKIVIO02_clean,760.785,0.0,760.785
OKIVIO_charged,771.327,0.0,771.327
OKIVIO_clean,770.095,0.0,770.095
OKIVUA_clean,917.967,49.4356,967.4026
OKIWEL01_charged,744.11,0.0,744.11
OKIWEL01_clean,746.595,0.0,746.595
OKIWEL02_charged,710.943,0.0,710.943
OKIWEL02_clean,714.901,0.0,714.901
OKIWEL_charged,744.28,0.0,744.28
OKIWEL_clean,747.631,0.0,747.631
OKIWUB01_charged,776.046,57.0486,833.0946
OKIWUB01_clean,779.197,57.0486,836.2456
OKIWUB02_clean,876.447,34.8947,911.3417
OKIWUB_charged,779.187,51.9352,831.1222
OKIWUB_clean,783.143,51.9352,835.0782
OKIXIQ01_charged,777.003,58.0152,835.0182000000001
OKIXIQ01_clean,775.31,58.0152,833.3252
OKIXIQ02_charged,758.387,58.8505,817.2375
OKIXIQ02_clean,757.6,58.8505,816.4505
OKIXIQ_charged,751.785,57.7515,809.5364999999999
OKIXIQ_clean,752.46,57.7515,810.2115
OKIYAJ01_clean,957.084,62.4709,1019.5549
OKIYAJ_charged,683.746,0.0,683.746
OKIYAJ_clean,687.496,0.0,687.496
OKIYIR01_charged,766.727,43.3361,810.0631
OKIYIR02_charged,730.702,0.0,730.702
OKIYIR03_charged,733.599,0.0,733.599
OKIYIR03_clean,729.112,0.0,729.112
OKIYIR_charged,734.436,0.0,734.436
OKIYIR_clean,729.627,0.0,729.627
OKIZIT_clean,2095.46,0.0,2095.46
OKOQOW_clean,0.0,1269.76,1269.76
OKOSUE_clean,2047.66,0.0,2047.66
OKUJOV_clean,1963.85,11.3704,1975.2204
OLAGIR_clean,1760.33,0.0,1760.33
OLANAS_clean,1427.51,0.0,1427.51
OLANEW_clean,1407.04,0.0,1407.04
OLANIA_clean,1203.13,4.29106,1207.4210600000001
OLEKUL_clean,0.0,801.795,801.795
OLEKUM_clean5b,1822.82,0.0,1822.82
OLEKUM_manual,1822.82,0.0,1822.82
OLELAS_clean,0.0,805.777,805.777
OLODEA_clean,1327.9,0.0,1327.9
OLOGAY_clean,2850.34,0.0,2850.34
OLOGEC_clean,2060.24,0.0,2060.24
OLOKEF_clean,1068.96,0.0,1068.96
OLONAG_clean,0.0,892.916,892.916
OLOPEM_clean,638.842,169.222,808.064
OLOPIQ_clean,694.946,191.404,886.35
OLOPOW_clean,467.313,0.0,467.313
OLOYOF_clean,2387.91,0.0,2387.91
OLUCAZ_clean,972.756,0.0,972.756
OLUROC_clean,939.964,0.0,939.964
OLURUI01_charged,936.349,0.0,936.349
OLURUI_charged,938.536,0.0,938.536
OMAMEU_clean,1016.15,0.0,1016.15
OMAWOP_clean,0.0,624.314,624.314
OMAXEG_clean,0.0,525.603,525.603
OMEWUZ_clean,198.012,0.0,198.012
OMICOD_clean,0.0,635.039,635.039
OMIPAD_clean,478.742,0.0,478.742
OMORUE,2288.17,0.0,2288.17
OMOVET_clean,2028.73,0.0,2028.73
OMOWEU_clean,1784.34,0.0,1784.34
OMUHUB_clean,1155.09,189.673,1344.763
ONALEV_clean,0.0,453.152,453.152
ONAWAC_clean,0.0,54.85,54.85
ONAWEG01_clean,0.0,21.7943,21.7943
ONAWEG02_clean,0.0,27.9735,27.9735
ONAWEG_clean,0.0,5.07174,5.07174
ONEJUN_clean,2021.62,0.0,2021.62
ONESUX_clean,0.0,78.1959,78.1959
ONEYOW_clean,1841.93,0.0,1841.93
ONIXOZ_clean,2033.13,22.0735,2055.2035
ONODOM_clean,0.0,920.864,920.864
ONUJUE_clean,1195.38,6.78141,1202.1614100000002
ONUKAL_clean,1165.26,12.2509,1177.5109
ONUQOE_clean,1161.7,0.0,1161.7
OPAGIX_clean,1607.37,0.0,1607.37
OPAHIY_clean,1605.52,0.0,1605.52
OPAMOI_clean,1934.5,0.0,1934.5
OPAPEB_clean,0.0,373.088,373.088
OPAPIF_clean,0.0,359.539,359.539
OPAPOL_clean,0.0,364.425,364.425
OPAPUR_clean,0.0,343.951,343.951
OPEGIA_clean,0.0,488.233,488.233
OPEGOG_clean,0.0,353.631,353.631
OPENIH_clean,0.0,52.5301,52.5301
OPENON_clean,0.0,360.953,360.953
OPENUT_clean,1530.56,0.0,1530.56
OPINIL_clean,1296.36,0.0,1296.36
OPIPOT_clean,691.909,0.0,691.909
OPIPUZ_clean,0.0,437.838,437.838
OPIWEQ_clean,469.434,0.0,469.434
OPIYAP_clean,1692.93,0.0,1692.93
OPOBIF_clean,337.064,0.0,337.064
OPOBOL_clean,0.0,0.0,0.0
OPOCEC_clean,0.0,445.411,445.411
OPOCUS_clean,0.0,367.596,367.596
OPOYUO_clean,0.0,678.265,678.265
OPOZEZ_clean,1123.47,0.0,1123.47
OPUCUY_clean,0.0,334.289,334.289
OPUDAF_clean,0.0,395.45,395.45
OPUDIN_clean,396.665,0.0,396.665
OPUDOT_clean,578.407,0.0,578.407
OPURIB01_clean,0.0,20.6104,20.6104
OPURIB_clean,0.0,24.1741,24.1741
OQANIE_clean,1293.61,199.646,1493.2559999999999
OQEPEG_clean,854.632,0.0,854.632
OQEPUW_clean,818.74,0.0,818.74
OQEROS_clean,1286.88,0.0,1286.88
OQERUY_clean,1268.2,0.0,1268.2
OQESAF_clean,1161.51,0.0,1161.51
OQESEJ_clean,1262.82,0.0,1262.82
OQETEK_clean,2247.87,0.0,2247.87
OQIQEM_clean,1163.84,0.0,1163.84
OQIQIQ_clean,1197.92,0.0,1197.92
OQIQOW_clean,1202.63,0.0,1202.63
OQIQUB01_charged,751.071,152.379,903.45
OQIQUB_charged,733.14,0.0,733.14
OQIRAI_charged,587.774,7.16348,594.93748
OQIZUL_clean,2120.74,0.0,2120.74
OQOBUT_clean,1064.12,0.0,1064.12
OQOJUB_clean,718.089,0.0,718.089
OQOXAV_clean,0.0,196.506,196.506
OQUCOU_clean,2759.5,0.0,2759.5
OQUFAJ01_clean,2168.53,0.0,2168.53
OQUFAJ02_clean,2045.4,0.0,2045.4
OQUFAJ03_clean,2163.96,6.3204,2170.2804
OQUFAJ04_clean,2161.33,4.30236,2165.63236
OQUFAJ_clean,2211.46,0.0,2211.46
OQUFIR_clean,1717.32,0.0,1717.32
OQUFOX_clean,1959.51,0.0,1959.51
OQUFUD_clean,2007.38,0.0,2007.38
OQUGAK_clean,1372.51,0.306042,1372.816042
OQUGUE_clean,1921.84,0.0,1921.84
OQUWUU_clean,945.38,3.60291,948.98291
OQUXAB_clean,1064.31,0.0,1064.31
OQUXEF_clean,1032.2,0.0,1032.2
OQUXIJ_clean,1032.63,0.0,1032.63
OQUZIL_clean,1035.12,0.0,1035.12
ORAGEU_clean,740.352,0.0,740.352
ORAGOF_clean,1710.71,0.0,1710.71
ORAJAT_clean,0.0,526.216,526.216
ORAJEX_clean,0.0,527.572,527.572
ORAJOH_clean,0.0,519.766,519.766
ORAKAU_clean,0.0,537.869,537.869
ORAKIC_clean,0.0,432.807,432.807
ORAKUO_clean,0.0,520.058,520.058
ORANAY_clean,0.0,642.092,642.092
ORAQUU_clean,1770.52,106.409,1876.929
ORERAG_clean,0.0,537.899,537.899
OREZAO_clean,0.0,325.503,325.503
OREZES_clean,895.761,0.0,895.761
OREZUI_clean,808.551,0.0,808.551
ORIBAU_clean,2218.69,0.0,2218.69
ORIVOC_clean,1602.77,0.0,1602.77
ORIVUI_clean,1598.91,0.0,1598.91
ORIWAP_clean,1602.96,0.0,1602.96
ORIWET_clean,1588.19,0.0,1588.19
OROKEN_clean,1839.08,0.0,1839.08
OROLUD_clean,1246.91,0.0,1246.91
OROMAK_clean,0.0,1068.0,1068.0
ORUHAM_clean,0.0,0.0,0.0
ORUKET_clean,1865.33,0.0,1865.33
ORUKOD_clean,710.644,0.0,710.644
ORULEU_clean,971.903,0.0,971.903
OSAVEK_clean,1467.81,0.0,1467.81
OSAVUA_clean,1857.8,0.0,1857.8
OSAWEL_clean,1337.2,0.0,1337.2
OSAXAI_clean,612.683,0.0,612.683
OSIKIL_clean,2053.19,0.0,2053.19
OSIKUX_clean_h,1945.29,0.0,1945.29
OSILOS_charged,500.413,0.0,500.413
OSIWOD01,408.941,0.0,408.941
OSIWUJ_clean,442.044,0.0,442.044
OSIXEU_clean,390.205,0.0,390.205
OSIXIY_clean,362.658,0.0,362.658
OSOMIT_clean,0.0,280.823,280.823
OSOTIB_clean,2447.4,0.0,2447.4
OSUGUG_clean,0.0,1045.8,1045.8
OSUPID_clean,0.0,996.21,996.21
OSUPOJ_clean,0.0,1039.15,1039.15
OSUPUP_clean,0.0,1047.01,1047.01
OSUQAW_clean,600.048,306.476,906.524
OSURAX_clean,0.0,289.804,289.804
OSUVIJ_clean,1403.9,0.0,1403.9
OSUVOP_clean,0.0,120.089,120.089
OSUWEF_clean,681.622,0.0,681.622
OTABES_clean,2409.92,0.0,2409.92
OTAQAD_clean,2319.33,0.0,2319.33
OTARUX01,0.0,0.0,0.0
OTATOT_clean,1608.98,0.296074,1609.276074
OTAVAH_clean,1634.77,1.4734,1636.2434
OTAVOV_clean,1626.39,0.0,1626.39
OTAVUB_clean,1623.14,1.03126,1624.17126
OTAWIR_clean,2126.35,0.0,2126.35
OTAXOX_clean,0.0,744.213,744.213
OTEGUR_clean,1603.83,0.0,1603.83
OTEHAY_clean,1593.94,0.0,1593.94
OTENEH_charged,467.886,398.409,866.2950000000001
OTIBUQ_clean,2033.98,0.0,2033.98
OTIJAE_clean,2313.03,0.0,2313.03
OTIPAK_clean,1251.76,0.0,1251.76
OTIPEO_clean,1134.01,0.0,1134.01
OTIPUE_clean,630.826,0.0,630.826
OTIQAL_clean,1243.72,0.0,1243.72
OTIQEP_clean,0.0,448.465,448.465
OTODEI_clean,828.228,48.9244,877.1524
OTODIM_clean,0.0,132.761,132.761
OTODOS_clean,1192.28,52.1658,1244.4458
OTOLIU_clean,3551.43,0.0,3551.43
OTOROF_clean,0.0,1018.65,1018.65
OTOVAW_clean,583.805,0.0,583.805
OTOVIE_clean,913.856,0.0,913.856
OTOXIF_clean,0.0,592.607,592.607
OTOYUT_clean,2116.15,0.0,2116.15
OTOZAA_clean,2199.38,0.0,2199.38
OTOZEE_clean,1981.21,0.0,1981.21
OTUDEO_clean,1750.59,0.0,1750.59
OTUDIS_clean,1740.55,0.0,1740.55
OTUXUX_clean,908.791,0.0,908.791
OTUYEJ_clean,1607.69,0.0,1607.69
OVADAR_clean,1092.03,0.0,1092.03
OVEHUT_clean,2205.98,0.0,2205.98
OVEJIJ_clean,1414.21,166.323,1580.5330000000001
OVEXOD_clean,489.389,0.0,489.389
OVICUS_clean,855.917,0.0,855.917
OVIDON_clean,0.0,295.941,295.941
OVIQER_clean,0.0,528.305,528.305
OVIWIA_clean,1502.92,0.0,1502.92
OVIWOG_clean,1475.1,0.0,1475.1
OVIZID_clean,918.176,0.0,918.176
OVIZOJ_clean,0.0,375.752,375.752
OVIZUP_clean,0.0,119.851,119.851
OVUCOY_clean,1263.93,0.0,1263.93
OVUDAL_clean,1475.26,0.0,1475.26
OVUNIE_clean,1498.88,0.0,1498.88
OVUVIL_clean,1900.85,0.0,1900.85
OWAVIS_clean,2365.35,0.0,2365.35
OWAVOY_clean,2035.77,0.0,2035.77
OWETIU_clean,1089.66,106.378,1196.038
OWEYOF_clean,1440.85,0.0,1440.85
OWIHEJ_clean,1607.33,0.0,1607.33
OWIHIN_clean,1608.75,0.0,1608.75
OWIHOT_clean,1609.22,0.0,1609.22
OWIHUZ_clean,1611.56,0.0,1611.56
OWIJAH_clean,1606.4,0.0,1606.4
OWIJEL_clean,1621.32,0.0,1621.32
OWIJIP_clean,1632.12,0.0,1632.12
OWIJOV_clean,1633.28,0.0,1633.28
OWIKAI_clean,0.0,28.9616,28.9616
OWILAJ_clean,1674.06,0.0,1674.06
OWIZAW_clean,1926.52,0.0,1926.52
OWUHOF_clean,0.0,635.963,635.963
OWUJIB_clean,0.0,437.475,437.475
OWUWOU_clean,1264.94,0.0,1264.94
OWUWUA_clean,1155.88,0.0,1155.88
OXALAB_clean,2080.01,0.0,2080.01
OXALEF_clean,2046.98,0.0,2046.98
OXALIJ_ion_b,1823.61,0.0,1823.61
OXALOP_clean,1679.95,0.0,1679.95
OXALUV_SL,2246.99,0.0,2246.99
OXALUV_clean,2309.83,0.0,2309.83
OXAMEG_clean,1519.65,0.0,1519.65
OXAMIK_clean,0.0,175.406,175.406
OXANOR_clean,1945.18,0.0,1945.18
OXANUX_clean,1864.27,0.0,1864.27
OXAPAF_clean,1880.06,0.0,1880.06
OXAPEJ_charged,837.79,0.0,837.79
OXAZIX_clean,0.0,402.631,402.631
OXEVOE_clean,713.752,28.4397,742.1917
OXITOF_clean,1514.31,0.0,1514.31
OXOLAP_SL,1197.97,90.0325,1288.0025
OXOLAP_clean5b,1180.65,88.5979,1269.2479
OXOZUY_clean,1679.42,0.0,1679.42
OXUNEB_clean,862.649,197.645,1060.294
OXUPUT_clean,1297.89,0.0,1297.89
OYAJIJ02_clean,1872.82,0.0,1872.82
OYAKAC02_clean,1866.9,0.0,1866.9
OYEBIE_clean,0.0,341.014,341.014
OYEJOS_clean,1691.95,0.0,1691.95
OYERER_clean,2148.96,0.0,2148.96
OYERIV_clean,1542.83,144.459,1687.289
OYEROB_clean,2380.97,0.0,2380.97
OYERUH_clean,1685.17,201.56,1886.73
OYEWEW_clean,2442.53,0.0,2442.53
OYEWIA_clean,1992.95,0.0,1992.95
OYIVEY_clean,1861.86,0.196219,1862.0562189999998
OYIVIC_clean,1405.67,0.0,1405.67
OYIVOI_clean,1315.18,0.0,1315.18
OYODEM,1077.48,0.0,1077.48
OYOSAX_clean,1190.53,0.0,1190.53
OYOVOP_clean,1076.76,0.0,1076.76
OYUJUO_clean,1061.29,504.69,1565.98
OYUSAD_charged,2219.58,0.0,2219.58
OZASOZ_clean,1758.93,0.298475,1759.2284750000001
OZAVES_clean,1593.77,0.0,1593.77
OZAVOC_clean,1490.59,0.0,1490.59
OZAVUI_clean,1450.41,0.0,1450.41
OZUKOK_clean,0.0,0.0,0.0
OZUKOL_clean,1597.28,0.0,1597.28
OZUKUR01_clean,1641.23,0.0,1641.23
OZUKUR_clean,1596.83,0.0,1596.83
OZULAY_clean,1595.98,0.0,1595.98
OZULUS_clean,1553.25,0.0,1553.25
OZUMAZ01_clean,1542.4,0.0,1542.4
OZUMAZ_clean,1547.01,0.0,1547.01
OZUMIH_clean,1547.78,0.0,1547.78
PABXAT_clean,0.0,943.403,943.403
PACGIM_clean,2169.76,0.0,2169.76
PACHUZ_clean,614.813,0.0,614.813
PACWOG_clean,0.0,894.096,894.096
PACYIE_clean,0.0,0.0,0.0
PACZOK_clean,2102.28,0.0,2102.28
PACZUQ_clean,772.037,0.0,772.037
PADBAZ_charged,730.383,0.0,730.383
PADHIM_clean,0.0,353.928,353.928
PAFMUH_clean,345.237,0.0,345.237
PAFNAO_clean,0.0,238.217,238.217
PAGFUZ_clean,0.0,814.744,814.744
PAHPOG_clean,1637.22,0.0,1637.22
PAJSAX_clean,1649.74,0.0,1649.74
PAKFAL_clean,614.399,0.0,614.399
PAKFEP_clean,619.805,0.0,619.805
PAKXIK_clean,1426.16,3.50781,1429.6678100000001
PALTON_clean,1900.95,0.0,1900.95
PAMGIV_clean,1002.78,0.0,1002.78
PAMHES01_clean,0.0,787.503,787.503
PAMHES_clean,0.0,830.843,830.843
PAMHIW_clean,1249.35,429.601,1678.951
PAMTII_clean,2095.22,0.0,2095.22
PAMTOO_clean,2069.94,0.0,2069.94
PAMTUU_clean,2062.77,0.0,2062.77
PAMVEG_clean,220.97,0.0,220.97
PANRUS01_clean,0.0,1434.15,1434.15
PANYEK_clean,1820.0,0.0,1820.0
PANYEL_clean,0.0,430.087,430.087
PANYOU_charged,1212.97,0.0,1212.97
PAPHEV_clean,716.293,0.0,716.293
PAPKOJ_clean,0.0,7.99007,7.99007
PAPKUP_clean,0.0,16.8199,16.8199
PAPNUR_clean,0.0,31.7396,31.7396
PAPPAZ_clean,0.0,133.866,133.866
PAPPED_clean,0.0,0.536669,0.536669
PAPPIH_clean,0.0,37.0394,37.0394
PAPROO_clean,843.862,0.0,843.862
PAPRUU_clean,765.447,0.0,765.447
PAPVAF_clean,2417.05,0.0,2417.05
PAPVEJ_clean,0.0,504.139,504.139
PAPVIN_clean,0.0,538.555,538.555
PAPXUB_clean,352.38,0.0,352.38
PAPYOW_ion_b,2735.14,0.0,2735.14
PAQFIY,527.308,75.4623,602.7703
PAQJUM_clean,0.0,1051.74,1051.74
PAQMEB_clean,1634.61,0.0,1634.61
PAQMOL_clean,1068.03,0.0,1068.03
PAQPIG_clean,0.0,410.692,410.692
PAQTIM_clean,640.218,0.0,640.218
PAQTOS_clean,641.605,0.0,641.605
PAQVEK_clean,1175.76,0.0,1175.76
PAQVOU_charged,1068.02,0.0,1068.02
PARFOF_clean,0.0,0.0,0.0
PARFOF_clean_h,0.0,0.0,0.0
PARHAS_clean,2192.08,0.0,2192.08
PARHEW_clean,2415.83,0.0,2415.83
PARKUQ01_clean,2053.69,0.0,2053.69
PARKUQ_charged,1300.36,0.0,1300.36
PARMIG_clean,839.009,0.0,839.009
PARNIH_clean,2046.15,0.0,2046.15
PARNON_clean,1994.14,0.0,1994.14
PARPII_clean,0.0,0.0,0.0
PARPII_clean_h,0.0,0.0,0.0
PARSAF_clean,1730.19,0.450768,1730.640768
PARSEJ_clean,1753.95,0.0,1753.95
PARVUB_clean,0.0,87.3291,87.3291
PASKAX_clean,0.0,195.34,195.34
PASMUT_clean,1708.34,0.0,1708.34
PASNAA01_clean,1674.32,0.0,1674.32
PASNAA_clean,1682.36,0.0,1682.36
PASNEE_clean,0.0,139.581,139.581
PASTOU_clean,798.072,0.0,798.072
PATLON_clean,0.0,80.4527,80.4527
PATNAB_clean,1917.21,0.0,1917.21
PATWOY_clean,1502.6,0.0,1502.6
PAVKIH_charged,1312.88,0.0,1312.88
PAVLOO_clean,992.458,1.92539,994.38339
PAVLUU,1030.86,2.53645,1033.39645
PAVMAB_clean,1026.62,4.10319,1030.72319
PAXWOB_clean,0.0,779.222,779.222
PAZXUJ_clean,0.0,99.8541,99.8541
PEBCAA_clean,0.0,1007.76,1007.76
PEBNEP_clean,283.089,0.0,283.089
PEBXIF_clean,601.604,1.3238,602.9278
PEBYEA_clean,793.207,0.0,793.207
PECBOQ_clean,0.0,254.57,254.57
PECLEP_clean,1179.57,0.0,1179.57
PECMOB_clean,0.0,0.0,0.0
PEDGUA_clean,0.0,765.546,765.546
PEDMER_clean,1124.97,0.0,1124.97
PEDMOB_clean,870.012,0.0,870.012
PEDRIA_clean,2213.18,0.0,2213.18
PEFJUF_clean,2157.45,0.0,2157.45
PEFRID01_clean,1386.22,0.0,1386.22
PEFRID_clean,1678.5,0.0,1678.5
PEFRUP01_clean,1435.54,0.0,1435.54
PEFRUP_clean,1671.37,0.0,1671.37
PEFSEA_clean,0.0,420.167,420.167
PEFSUQ_clean,893.606,0.0,893.606
PEFTAX_clean,0.0,438.084,438.084
PEGBAG_clean,324.031,0.0,324.031
PEGBEK01_clean,0.0,388.251,388.251
PEGBEK02_clean,411.435,0.0,411.435
PEGBUA_clean,384.433,0.0,384.433
PEGCAH_clean,0.0,516.999,516.999
PEGCEL_clean,671.327,0.0,671.327
PEGCIP_clean,1409.66,0.0,1409.66
PEGPOI_clean,694.134,0.0,694.134
PEGPUO_clean,0.0,645.646,645.646
PEGQAV_clean,0.0,653.708,653.708
PEGQID_clean,708.256,0.0,708.256
PEGQOJ_clean,691.383,0.0,691.383
PEGQUP_clean,688.371,0.0,688.371
PEHQID_neutral,1015.72,0.0,1015.72
PEHTON_clean,973.073,0.0,973.073
PEJFEQ_clean,0.0,64.0152,64.0152
PEJFIU_clean,0.0,463.702,463.702
PEJFOA_clean,923.016,0.0,923.016
PEJFUG_clean,981.643,0.0,981.643
PEJMOI_clean,1265.99,0.0,1265.99
PEJMUN_charged,1435.42,0.0,1435.42
PEJMUO_clean,2124.6,0.0,2124.6
PEJNUP_clean,2290.69,0.0,2290.69
PEJPAX_charged,1665.98,0.0,1665.98
PEJPEB_charged,348.53,0.0,348.53
PEJPIF_charged,1244.41,0.0,1244.41
PEJPOL_charged,1140.52,0.0,1140.52
PEJRAZ_clean,1554.0,2.80969,1556.80969
PEJRED_clean,0.0,186.387,186.387
PEJRIH_clean,1990.55,0.0,1990.55
PEJRON_clean,0.0,23.0946,23.0946
PEKCUF_clean,2208.28,0.0,2208.28
PEKDAM_clean,2224.86,0.0,2224.86
PEKDEQ_clean,2257.41,0.0,2257.41
PEKKAS_clean,0.0,235.908,235.908
PEKVAE_clean,0.0,252.091,252.091
PEKVUY_clean,669.002,579.116,1248.118
PEKWAF_clean,1221.85,0.0,1221.85
PEKZIP_clean,474.25,0.0,474.25
PELGOE_clean,997.217,0.0,997.217
PELNEA01_clean,0.0,1.36352,1.36352
PELQII_clean,2059.07,0.0,2059.07
PELRAB_clean,0.0,0.0,0.0
PELWEK_charged,574.76,391.537,966.297
PELXIP_clean,578.915,17.5817,596.4966999999999
PEMGEV_clean,1017.87,0.0,1017.87
PEMGIZ_charged,728.55,0.0,728.55
PEMREG_clean,2052.78,0.0,2052.78
PEMRIK_clean,1163.88,0.0,1163.88
PENNAZ_clean,2032.96,0.0,2032.96
PENNIH_clean,1519.92,0.0,1519.92
PENNON_clean,2601.49,0.0,2601.49
PENNUT_clean,1238.43,0.0,1238.43
PENXUC_clean,877.38,0.0,877.38
PENYIR_clean,953.189,82.629,1035.818
PENYOX_clean,565.524,37.1643,602.6883
PENZIS_clean,1871.08,0.0,1871.08
PENZUE_clean,0.0,27.2769,27.2769
PEPBAO_clean,729.19,0.0,729.19
PEPFAT_clean,2272.73,0.0,2272.73
PEPHOJ_clean,0.0,12.9659,12.9659
PEPKOL_clean,0.0,382.573,382.573
PEPKUR_clean,532.81,0.0,532.81
PEPLAY_clean,1621.74,0.0,1621.74
PEPLEC_clean,1605.61,0.0,1605.61
PEPLIG_clean,1633.18,0.0,1633.18
PEPLOM_clean,1335.47,0.0,1335.47
PEPXIS_clean,0.0,0.0,0.0
PEQHOK,0.0,579.863,579.863
PEQHUQ_clean,0.0,592.49,592.49
PEQRUZ_clean,1192.24,0.0,1192.24
PEQTIQ_clean,616.88,0.0,616.88
PEQTUB_clean,902.886,0.0,902.886
PEQWAK_clean,1342.93,0.0,1342.93
PERSEM_clean,0.0,52.344,52.344
PESTUD_clean,511.811,0.0,511.811
PETNOS_clean,0.0,443.79,443.79
PETVEQ_clean,3078.97,0.0,3078.97
PETVER_clean,0.0,1225.52,1225.52
PETWES_clean,1740.81,74.238,1815.048
PETWIW_clean,1700.2,57.8123,1758.0123
PETWOC_clean,1839.97,0.0,1839.97
PETWUI_clean,2147.25,0.0,2147.25
PEVBUP_clean,0.0,116.941,116.941
PEVFON_clean,1457.74,0.0,1457.74
PEVJOQ_clean,0.0,0.0,0.0
PEVLEJ_clean,0.0,306.191,306.191
PEVLIN_clean,467.75,0.0,467.75
PEVPUD_clean,2248.62,0.0,2248.62
PEVQAK_clean,2243.13,0.0,2243.13
PEVQEO_clean,2243.04,0.0,2243.04
PEVQIQ_clean,0.0,895.699,895.699
PEVQIS_clean,2238.44,0.0,2238.44
PEVQIS_clean_h,2248.2,0.0,2248.2
PEVQOY_clean,2282.96,0.0,2282.96
PEVQOY_clean_h,2273.53,0.0,2273.53
PEVXAQ_clean,626.343,0.0,626.343
PEVYUM_clean,0.0,208.565,208.565
PEVZAT_clean,0.0,112.744,112.744
PEWDAY_clean,0.0,711.215,711.215
PEWFII01_clean,0.0,884.16,884.16
PEWFII_clean,0.0,843.879,843.879
PEWGEF_clean,1834.95,0.0,1834.95
PEWKOT_clean,0.0,579.698,579.698
PEWXUL01_clean,761.858,170.431,932.289
PEWXUL_clean,997.347,0.0,997.347
PEXBIF01_clean,0.0,72.5459,72.5459
PEXBIF_clean,0.0,115.869,115.869
PEXFAA_clean,2628.06,0.0,2628.06
PEXTUI_clean,1752.67,0.0,1752.67
PEYPAM_SL,1405.01,0.0,1405.01
PEYPAM_clean,1453.12,0.0,1453.12
PEYPIU_clean,852.597,0.0,852.597
PEYSIW_clean,914.895,0.0,914.895
PEYVEV_clean,1204.91,546.577,1751.487
PEZCII_clean,1440.93,0.0,1440.93
PIBGAK_clean,1623.55,0.0,1623.55
PIBNUK01_clean,1394.53,0.0,1394.53
PIBNUK_clean,1396.08,0.0,1396.08
PIBPAS01_charged,1661.97,0.0,1661.97
PIBPAS01_clean,1687.2,0.0,1687.2
PIBPAS_clean,1698.64,0.0,1698.64
PIBPEW01_charged,1711.03,0.0,1711.03
PIBPEW_charged,1666.85,0.0,1666.85
PIBPIA_clean,1356.11,0.0,1356.11
PICTIG_clean,2171.6,0.0,2171.6
PIDMEV01_clean,1706.78,0.0,1706.78
PIDMEV_clean,1720.89,0.0,1720.89
PIDNEX_clean,1880.32,0.0,1880.32
PIDNOH_clean,840.307,0.0,840.307
PIFPIE_clean,1693.18,0.0,1693.18
PIGHIX01_clean,0.0,629.344,629.344
PIGHIX_clean,0.0,680.402,680.402
PIGXAF_clean,0.0,533.582,533.582
PIGXUZ_clean,476.273,0.0,476.273
PIHJOH_clean,569.221,0.0,569.221
PIHNUQ_clean,333.4,0.0,333.4
PIHWAG_clean,1444.91,0.0,1444.91
PIHWOU_clean,1168.95,0.0,1168.95
PIJDIX_clean,1175.57,0.0,1175.57
PIJJOI_clean,815.081,4.39336,819.47436
PIJROR_clean,1416.12,0.0,1416.12
PIKBUH_clean,279.183,0.0,279.183
PILJAX_clean,1065.54,0.0,1065.54
PILWIS_clean,0.0,277.507,277.507
PIQFIG_clean,2372.83,0.0,2372.83
PIQMOT_clean,1065.26,0.0,1065.26
PIQMUZ_clean,776.85,0.0678051,776.9178051
PIRYOF_clean,0.0,167.815,167.815
PITPEP_clean,1572.95,0.0,1572.95
PITRIU_clean,1288.07,0.0,1288.07
PIVBEC_clean,2155.08,0.0,2155.08
PIVWAT_clean,0.0,63.3461,63.3461
PIWDAC_clean,0.0,968.66,968.66
PIWRAQ_clean,0.0,826.754,826.754
