Structures,Density,cell_volume,POA_VF,PONA_VF,PO_VF
ACMPCD_clean,1.68656,1659.98,0.1172,0.0,0.1172
ACODED,1.13147,5539.83,0.3312,0.0,0.3312
ACODON_clean,1.14924,3402.63,0.4659,0.0,0.4659
ACODUT_clean,1.51914,2328.35,0.0,0.1064,0.1064
ACOGAB_clean,1.15458,2660.54,0.0,0.3263,0.3263
ACOGEF_clean,1.25952,2686.72,0.0,0.3199,0.3199
ACOLEL_clean,1.45481,5939.98,0.0,0.0,0.0
ACOLIP_clean,1.04949,1527.86,0.0,0.2669,0.2669
ACOLOV_clean,0.863411,10047.8,0.5483,0.0,0.5483
ACOLUB_clean,1.08434,4644.21,0.3612,0.0,0.3612
ACUBAB_clean,2.30944,1622.68,0.3651,0.0,0.3651
ACUTOI_clean,1.71994,3357.19,0.2231,0.0,0.2231
ADABAK,1.63968,2225.78,0.0,0.0,0.0
ADABAK01_clean,1.60779,1105.82,0.0,0.0956,0.0956
ADABIS_clean,1.65298,1103.94,0.0,0.0,0.0
ADABUE_clean,1.46632,1244.47,0.0,0.1041,0.1041
ADASIJ_clean,0.629251,17841.8,0.7282,0.0,0.7282
ADASOP_clean,0.63164,17890.7,0.7298,0.0,0.7298
ADASUV_clean,0.625693,17989.1,0.711,0.0,0.711
ADATOQ_clean,0.632077,16952.0,0.591,0.0,0.591
ADATUW_clean,0.640612,16726.1,0.5673,0.0,0.5673
ADAVAE_clean,0.655338,16350.3,0.5739,0.0,0.5739
ADAVEI_clean,0.656268,16327.1,0.5699,0.0,0.5699
ADAVIM_clean,0.637582,16742.6,0.5885,0.0,0.5885
ADAXEK_clean,1.26343,833.647,0.3481,0.0,0.3481
ADAXIO_clean,1.28062,3289.83,0.3173,0.0,0.3173
ADEGIA01_clean,1.60142,836.632,0.0,0.2327,0.2327
ADEGIA_clean,1.59673,839.092,0.0,0.2721,0.2721
ADIQEL_clean,1.23763,953.188,0.0,0.2956,0.2956
ADOBAX,1.63796,4446.68,0.1336,0.0406,0.1742
ADOBAX_charged,1.63796,4446.68,0.1372,0.0585,0.19569999999999999
ADOBEB_charged,1.63796,4446.68,0.1361,0.0638,0.1999
ADOBIF_clean,1.58873,4259.51,0.179,0.0801,0.2591
ADOBOL_charged,1.71617,4259.51,0.1323,0.0287,0.161
ADOBOL_clean,1.71617,4259.51,0.1323,0.0287,0.161
ADOBUR_charged,1.70055,4265.55,0.1336,0.0131,0.1467
ADOCAY_charged,1.70055,4265.55,0.1334,0.0129,0.14629999999999999
ADOCEC_clean,1.53544,4267.91,0.1784,0.1105,0.2889
ADOCIG_charged,1.74701,4267.91,0.1304,0.0079,0.13829999999999998
ADODAA_charged,1.03876,6865.58,0.5443,0.0,0.5443
ADODII_clean,1.21661,1701.58,0.3098,0.0,0.3098
ADODOO_clean,1.28796,1640.99,0.3074,0.0,0.3074
ADODUU_clean,1.31573,1623.93,0.3069,0.0,0.3069
ADOGEH_clean,1.01991,18261.3,0.5115,0.0395,0.5509999999999999
ADUWIH_clean,0.722123,10752.9,0.601,0.0,0.601
AFEDIA_clean,1.70887,1470.65,0.0,0.0,0.0
AFEJOK_ion_b,1.10129,1882.85,0.4513,0.0,0.4513
AFEKAX_clean,0.987281,982.628,0.45,0.0343,0.4843
AFENEE_clean,1.24906,1989.98,0.0,0.1202,0.1202
AFIPAH_clean,1.83885,1072.69,0.3425,0.0,0.3425
AFITEP_clean,1.06928,1508.89,0.3648,0.0,0.3648
AFITIT_clean,1.01683,4269.85,0.3188,0.0,0.3188
AFITUF_clean,1.32285,8518.44,0.3052,0.0,0.3052
AFIXAO_clean,1.12223,5713.78,0.3301,0.0,0.3301
AFIXES_clean,1.12574,5695.96,0.3322,0.0,0.3322
AFOQUI_clean,1.62091,2076.4,0.0,0.0995,0.0995
AFOTOF_clean,1.07439,1583.54,0.519,0.0,0.519
AFOTUL_clean,1.05969,1600.49,0.5249,0.0,0.5249
AFOVAT_clean,1.04077,1593.02,0.5114,0.0,0.5114
AFOVEX_clean,1.02206,1626.11,0.5266,0.0,0.5266
AFOVIB_clean,1.0948,1570.05,0.5206,0.0,0.5206
AFOVOH_clean,1.04816,1598.69,0.5182,0.0,0.5182
AFOYAW_clean,0.978122,2290.64,0.4044,0.0,0.4044
AFOYEB_clean,1.68224,2077.04,0.1798,0.0,0.1798
AFOYIE_clean,0.761887,2404.1,0.5993,0.0,0.5993
AFOYOK_clean,0.979451,2508.03,0.4057,0.0,0.4057
AFUKAP_clean,0.959141,4653.42,0.367,0.0,0.367
AFUKET_clean,0.9597,9301.42,0.3448,0.0303,0.3751
AFUKIX_clean,0.784292,11390.0,0.5081,0.0,0.5081
AFUPEX_clean,1.38641,1801.62,0.562,0.0,0.562
AGABIU_clean,0.647122,4467.79,0.6865,0.0,0.6865
AGARUW_clean,1.77195,2421.47,0.3751,0.0,0.3751
AGAXOV_clean,0.887006,3499.87,0.6765,0.0,0.6765
AGAYIQ_clean,2.1487,4126.73,0.0,0.0198,0.0198
AGAYOW_clean,1.68923,10762.6,0.0,0.1877,0.1877
AGESIP_clean,2.26011,659.382,0.0,0.0,0.0
AGIMOU_clean,1.67254,1135.73,0.0,0.1974,0.1974
AGIREP_clean,0.99837,12831.0,0.6137,0.0,0.6137
AGONAM_clean,1.43768,1679.56,0.4051,0.0,0.4051
AGONEQ_clean,1.08253,2224.39,0.6217,0.0,0.6217
AGUBUA_clean,1.83317,2087.1,0.4146,0.0,0.4146
AGUTUS_clean,1.36197,1637.57,0.0,0.0,0.0
AGUVOO_charged,1.16455,10062.8,0.3313,0.0,0.3313
AGUWUV_clean,1.51212,791.15,0.0,0.2435,0.2435
AHAMAY_clean,2.24993,1387.49,0.1387,0.0,0.1387
AHEBAS_clean,1.26607,5022.32,0.0,0.2625,0.2625
AHEQAH_clean,0.759287,5882.14,0.6502,0.0,0.6502
AHINIP_clean,1.25642,3044.76,0.0,0.0705,0.0705
AHIYOH_clean,1.42546,8376.27,0.2198,0.0,0.2198
AHIYUN_clean,1.898,7998.16,0.0,0.1246,0.1246
AHOBEG_clean,1.32229,1796.66,0.0,0.1621,0.1621
AHOJUC_clean,2.04926,677.046,0.0,0.0,0.0
AHOKAJ_clean,2.08849,679.921,0.0,0.0,0.0
AHOKIR01_clean,1.92701,293.969,0.0,0.1862,0.1862
AHOKIR_clean,1.88207,587.746,0.0,0.2931,0.2931
AHOKOX_clean,1.73966,658.787,0.0,0.3405,0.3405
AHOZAA_clean,1.68629,6739.29,0.0,0.0928,0.0928
AHUFIU_clean,0.961965,11609.7,0.5646,0.0,0.5646
AHUTIH01_clean,2.06338,1065.46,0.0,0.1244,0.1244
AHUTIH_clean,2.04865,1066.59,0.0,0.0786,0.0786
AJAKON_clean,1.36723,5002.33,0.2331,0.0,0.2331
AJAMEF_clean,1.29455,3871.63,0.0,0.0642,0.0642
AJAYIT_clean,1.98392,2195.74,0.235,0.0,0.235
AJIGIL_clean,1.08988,9118.85,0.2235,0.0,0.2235
AJINOY_clean,1.44035,1268.23,0.0,0.0,0.0
AJOTEY_clean,1.2556,2479.48,0.6087,0.0,0.6087
AJOVEB_clean,1.95651,3570.04,0.1943,0.0,0.1943
AJOXAA_clean,1.52914,3470.25,0.3946,0.0,0.3946
AJUNOK_clean,1.43764,5238.16,0.0,0.1433,0.1433
AKAYIV_clean,1.14308,6796.84,0.393,0.0,0.393
AKEDIF_clean,0.925851,3686.54,0.4326,0.0,0.4326
AKIXEZ_clean,1.37738,13762.1,0.5065,0.0,0.5065
AKOBAF_clean,1.15061,4648.15,0.0,0.1886,0.1886
AKOHEO_clean,2.37535,3356.34,0.3782,0.0,0.3782
AKOXIJ_clean,1.42761,9022.48,0.279,0.0752,0.3542
AKUHOD01_clean,2.24008,920.135,0.0,0.0,0.0
AKUHOD03_clean,2.39221,908.844,0.0,0.0,0.0
AKUHOD_clean,2.22877,924.804,0.0,0.0,0.0
AKUKUO_clean,1.30477,1372.78,0.2663,0.0,0.2663
ALAHUS_clean,1.36604,12918.2,0.3837,0.0,0.3837
ALALUU01_clean,2.03959,957.363,0.0,0.0,0.0
ALALUU_clean,2.03592,955.8,0.0,0.0,0.0
ALAMUW_clean,0.64997,5115.55,0.7419,0.0,0.7419
ALANAD_clean,0.697286,12786.0,0.6989,0.0,0.6989
ALATAK_clean,1.35214,875.161,0.0,0.0,0.0
ALEQIT_clean,1.90553,2118.1,0.2061,0.0,0.2061
ALIBUT_clean,1.322,12869.7,0.294,0.041,0.33499999999999996
ALICAA_clean,1.43218,13102.5,0.0,0.329,0.329
ALIFUY_clean,1.33624,2608.85,0.0,0.1081,0.1081
ALIPEQ_clean,1.68544,1642.49,0.0,0.0,0.0
ALIXAU_clean_h,1.43262,3909.96,0.1857,0.0,0.1857
ALIXOJ_clean,0.979833,3224.33,0.5381,0.0,0.5381
ALIXUP_clean,1.33865,2802.92,0.321,0.0,0.321
ALOLES_ion_b,2.20818,3905.53,0.1196,0.0,0.1196
ALOLET_charged,0.901246,18124.7,0.4587,0.0,0.4587
ALOLIX_charged,0.940569,18297.2,0.524,0.0,0.524
ALOLIY_clean,1.19169,5062.15,0.3247,0.0,0.3247
ALUJEX_clean,1.43356,5436.08,0.3453,0.0,0.3453
ALUJIB_clean,1.4324,5415.53,0.355,0.0,0.355
ALUJOH_clean,1.41539,5496.43,0.3607,0.0,0.3607
ALUJUN_clean,1.33934,830.874,0.0,0.261,0.261
ALUKAU_clean,1.65289,821.132,0.0,0.2569,0.2569
ALUKIC_clean,0.56692,6355.56,0.7769,0.0,0.7769
ALUKOI_clean,0.579939,6330.21,0.7762,0.0,0.7762
ALUKUO_clean,0.582411,6321.62,0.7756,0.0,0.7756
ALULAV_clean,0.590909,6290.14,0.7755,0.0,0.7755
ALULID_clean,0.929552,3876.16,0.5561,0.0,0.5561
ALURAB_clean,1.05182,5185.38,0.0,0.2829,0.2829
ALUREF_clean,1.05415,5173.92,0.0,0.2847,0.2847
ALURIJ_clean,1.07753,5059.43,0.0,0.2827,0.2827
AMAFOK_clean,1.49248,1033.81,0.2991,0.0,0.2991
AMAGAX_clean,1.45916,4229.68,0.3026,0.0,0.3026
AMALND_clean,1.87591,2083.98,0.0,0.17,0.17
AMEJIM_charged,1.25739,1957.59,0.0,0.2043,0.2043
AMEJOS_charged,1.41422,3203.55,0.0,0.0546,0.0546
AMIKOX_clean,1.4673,2479.63,0.0,0.0,0.0
AMILOY_clean,1.00746,9221.19,0.4149,0.0,0.4149
AMILUE_clean,0.982365,4728.39,0.4441,0.0,0.4441
AMIMAL_clean,0.988926,9394.04,0.4237,0.0,0.4237
AMIMEP_clean,0.985981,4711.05,0.4286,0.0,0.4286
AMIWID_clean,2.19335,2056.54,0.0,0.2483,0.2483
AMIWOJ_clean,2.21508,2068.07,0.0,0.2264,0.2264
AMIWUP_clean,2.24381,2051.51,0.0,0.2426,0.2426
AMIXAW_clean,2.28626,2034.19,0.0,0.2277,0.2277
AMIXEA_clean,2.31747,2020.73,0.0,0.2362,0.2362
AMIZIG_clean,1.40393,3270.26,0.19,0.0,0.19
AMODUC_clean,0.575734,6441.06,0.7717,0.0,0.7717
AMOFAK_clean,0.577283,12687.4,0.7478,0.0,0.7478
AMOYOR_clean,1.16972,1538.63,0.1931,0.0,0.1931
AMOZAE_clean,2.17334,1346.45,0.0,0.0,0.0
AMUCOB_clean,1.59335,1064.12,0.0,0.0289,0.0289
AMUFAR_clean,1.41757,1115.52,0.0,0.1208,0.1208
AMUFEV_clean,1.5412,972.096,0.0,0.0364,0.0364
AMUFIZ_clean,1.58987,944.403,0.0,0.0,0.0
AMUFOF_clean,1.34461,1148.82,0.2192,0.0,0.2192
AMUPOP_clean,1.30283,6399.52,0.1026,0.0,0.1026
AMUWIP_charged,0.771567,16586.5,0.5583,0.0,0.5583
AMUWUB_clean,0.914151,3234.14,0.5213,0.0,0.5213
AMUXAI_clean,1.02442,3142.46,0.4062,0.0,0.4062
ANAWIX_clean,1.52823,3198.02,0.4182,0.0,0.4182
ANAWOD_clean,1.43826,5097.09,0.4677,0.0,0.4677
ANEHEI_clean,1.23995,2914.96,0.0,0.3237,0.3237
ANENEN_clean,1.32355,1569.11,0.2466,0.0,0.2466
ANENIR_clean,1.32991,1576.71,0.2294,0.0,0.2294
ANEPIT_clean,1.48465,4440.56,0.0,0.0,0.0
ANIDIL_clean,1.49981,7673.56,0.1011,0.0,0.1011
ANOMOG_clean,0.784559,10009.8,0.6283,0.0,0.6283
ANOMUM_clean,0.833729,2858.11,0.6339,0.0,0.6339
ANONAT_manual,0.800823,2975.55,0.6534,0.0,0.6534
ANUGEW_clean,0.443469,13618.7,0.813,0.0,0.813
ANUGIA_clean,0.567973,5310.8,0.7697,0.0,0.7697
ANUGOG_clean,0.58467,6878.84,0.7517,0.0,0.7517
ANUGUM_clean,0.68036,3183.59,0.7197,0.0,0.7197
APACAX_clean,1.00727,7747.0,0.3282,0.0,0.3282
APARAM_clean,0.965457,3299.26,0.3807,0.037,0.41769999999999996
APAYIB_clean,1.10941,6122.14,0.517,0.0,0.517
APAYOH_clean,1.11146,6194.02,0.5119,0.0,0.5119
APAYUN_clean,1.04671,6323.13,0.5103,0.0,0.5103
APAZAU_clean,0.970314,8041.59,0.5348,0.0,0.5348
APAZEY_clean,0.97171,8125.2,0.5463,0.0,0.5463
APAZIC_clean,0.893607,8537.77,0.5645,0.0,0.5645
APAZOI_clean,1.14648,4891.12,0.4925,0.0,0.4925
APEBED_clean,1.65192,1894.1,0.0,0.1738,0.1738
APEBEE_clean,1.31041,1240.74,0.3209,0.0,0.3209
APEBII_clean,1.22342,11453.3,0.5228,0.0,0.5228
APEBOO_clean,1.24771,11778.7,0.553,0.0,0.553
APEBUU_clean,1.49581,9791.68,0.0,0.1447,0.1447
APETAS_clean,1.99384,1351.72,0.0,0.0508,0.0508
AQAJEI_clean,1.10723,5299.69,0.0,0.3271,0.3271
AQALIO_clean,2.20004,2299.46,0.0,0.0,0.0
AQALOU_clean,2.24292,2286.8,0.0,0.0,0.0
AQEFOS_clean,1.96074,2901.18,0.0,0.2536,0.2536
AQEFUY_clean,1.21964,5990.43,0.0,0.4155,0.4155
AQEGUY_clean,1.46355,2996.76,0.3401,0.0,0.3401
AQEQES_clean,1.07587,1908.0,0.5236,0.0,0.5236
AQEQIW_clean,1.10057,1904.15,0.5246,0.0,0.5246
AQERUL_clean,1.6479,10922.6,0.0,0.1205,0.1205
AQETIA_clean,1.4454,2256.4,0.0,0.0149,0.0149
AQETUM_clean,1.43617,1900.49,0.0,0.2792,0.2792
AQIQAU_clean,0.861714,7812.86,0.5498,0.0,0.5498
AQIQIC_clean,1.45271,4435.79,0.0,0.3118,0.3118
AQIXUU_clean,2.31618,787.077,0.0,0.2201,0.2201
AQIXUV_clean,0.934501,5325.57,0.328,0.0,0.328
AQMAND01_clean,2.08241,946.698,0.0,0.0,0.0
AQMAND_clean,2.05912,949.28,0.0,0.0,0.0
AQODOA_clean,1.86922,1390.1,0.0,0.0,0.0
AQOLEZ_clean,0.777237,6545.39,0.5323,0.145,0.6773
AQOLOJ_clean,0.918562,6638.31,0.5431,0.1351,0.6782
AQOMAW_clean,1.14479,6681.32,0.4889,0.1471,0.636
AQOSEG_clean,1.01326,14461.5,0.0,0.3903,0.3903
AQOTIK_clean,1.47348,702.348,0.4616,0.0,0.4616
AQUCOF_clean,1.04219,3176.23,0.5644,0.0,0.5644
AQUCOG_clean,1.19971,3880.18,0.6176,0.0,0.6176
AQUCUM_clean,1.1988,3883.12,0.6232,0.0,0.6232
AQUDAS_clean,1.03958,3184.19,0.5605,0.0,0.5605
AQUDAT_clean,1.656,2203.86,0.0,0.0,0.0
AQUDEX_clean,1.64794,2214.63,0.0,0.0159,0.0159
AQUDIB_clean,1.19943,3881.07,0.6145,0.0,0.6145
AQUDOH_clean,1.63524,2231.83,0.0,0.0159,0.0159
ARADEE_clean,1.18176,4887.57,0.5538,0.0,0.5538
ARAFEF_clean,0.837745,2186.41,0.5944,0.0,0.5944
ARAFIJ_clean,0.945343,1937.55,0.5113,0.0,0.5113
ARAFOP_clean,1.1688,1567.12,0.2972,0.0,0.2972
ARAGOR_clean,1.15627,5100.07,0.3899,0.0,0.3899
ARAHIM01_clean,1.81958,1543.26,0.0,0.0,0.0
ARAHIM02_clean,1.78903,1558.48,0.0,0.0,0.0
ARAHIM_clean,1.80218,1558.17,0.0,0.0,0.0
ARIBOS_clean,1.55661,1893.46,0.0,0.0,0.0
ARINOF_clean,1.16089,1384.71,0.0,0.1455,0.1455
ARINUL_clean,1.12547,3187.7,0.0,0.1144,0.1144
AROFAP_clean,1.16997,3565.41,0.3898,0.0,0.3898
AROFET_clean,0.856166,3248.15,0.5971,0.0,0.5971
ARUCOH01_clean,1.16753,3603.92,0.0,0.2418,0.2418
ARUCUN_clean,1.17134,1790.39,0.0,0.2454,0.2454
ARUDAU_clean,1.14806,1826.7,0.0,0.2632,0.2632
ARUJED_clean,1.28631,3957.95,0.0,0.0096,0.0096
ARUYES,1.86441,2516.6,0.0,0.0,0.0
ARUYES_clean,1.47856,2516.6,0.3975,0.0,0.3975
ARUYOB_clean,1.72447,1987.81,0.0,0.3606,0.3606
ARUYUH01_clean,1.67517,2046.32,0.4102,0.0,0.4102
ARUYUH_clean,1.67938,2041.18,0.0,0.3521,0.3521
ASACON_clean,1.7783,2964.91,0.2845,0.0,0.2845
ASADAA_clean,1.521,2830.39,0.2891,0.0,0.2891
ASAHEJ_clean,2.10294,3067.94,0.4527,0.0,0.4527
ASAJOU_clean,1.42516,2716.02,0.0,0.15,0.15
ASALAH_clean,1.39086,1091.44,0.0,0.1785,0.1785
ASALIP_clean,1.49984,1021.06,0.0,0.0727,0.0727
ASALOV_clean,1.38922,2121.73,0.0,0.1177,0.1177
ASAMUE_clean,2.07087,9266.83,0.0,0.0979,0.0979
ASANAL_clean,1.20144,3566.41,0.0,0.19,0.19
ASECUY_clean,1.43745,7346.92,0.3125,0.0,0.3125
ASEJOZ01_clean,1.74866,3036.95,0.1456,0.0,0.1456
ASEJOZ_clean,1.75655,3023.3,0.1282,0.0,0.1282
ASEKAM_clean,1.72662,1884.92,0.4029,0.0,0.4029
ASEXED_clean,1.1741,4484.07,0.3842,0.0,0.3842
ASINAT_clean,0.727417,7486.03,0.5763,0.0,0.5763
ASIQEA_clean,0.902561,4194.97,0.4225,0.0,0.4225
ASIQIE_clean,0.893575,4237.16,0.4301,0.0,0.4301
ASIRUR_clean,1.66934,1195.94,0.0,0.0,0.0
ASOHUL_clean,1.03902,1451.3,0.4943,0.0,0.4943
ASOSUY_clean,0.897328,5678.9,0.5843,0.0,0.5843
ASOVEL_clean,1.03379,3113.35,0.2953,0.0,0.2953
ASOYOY_clean,0.828676,16313.6,0.5171,0.0,0.5171
ASUBIB_clean,1.52116,1823.61,0.4215,0.0,0.4215
ASUJIJ_clean,1.40519,3314.56,0.0,0.0745,0.0745
ASUKEE01_clean,1.18884,13312.0,0.0,0.0607,0.0607
ASUKEE_clean,1.18597,13344.1,0.0,0.0653,0.0653
ASUWUI_clean,1.15085,4561.92,0.2808,0.0,0.2808
ATAFIK_clean,1.21508,4164.32,0.5591,0.0,0.5591
ATAYAX_clean,0.781859,7213.8,0.6533,0.0,0.6533
ATAYEB_clean,0.825883,7013.96,0.6422,0.0,0.6422
ATEJOA_clean,1.89843,1476.07,0.1561,0.0608,0.21689999999999998
ATEXII_clean,1.33819,2785.46,0.0,0.0935,0.0935
ATEYED_clean,0.467817,7603.43,0.7213,0.0,0.7213
ATEZAC_clean,0.687634,17029.5,0.6905,0.0,0.6905
ATEZEG_clean,0.775574,16139.1,0.6477,0.0,0.6477
ATEZIK_clean,0.744295,16868.9,0.664,0.0,0.664
ATIBAG_clean,1.64828,1752.61,0.2679,0.0,0.2679
ATIBIO_clean,1.5972,1783.5,0.3029,0.0,0.3029
ATIBOU01_clean,1.59271,1813.75,0.3012,0.0,0.3012
ATIBOU02_clean,1.58929,1817.65,0.2953,0.0,0.2953
ATIBOU_clean,1.66268,1737.42,0.2653,0.0,0.2653
ATIBUA_clean,1.6758,1723.82,0.0,0.2566,0.2566
ATICAH_clean,1.59515,1810.98,0.2954,0.0,0.2954
ATICEL_clean,1.60993,1794.35,0.2781,0.0,0.2781
ATIJUJ_clean5b,0.753394,3081.95,0.592,0.0,0.592
ATIJUJ_manual,0.753394,3081.95,0.5917,0.0,0.5917
ATIRUS_clean,2.04969,2411.37,0.0985,0.0,0.0985
ATIXAE_clean,1.08037,3672.24,0.4468,0.0,0.4468
ATIXUX_clean,1.55048,4479.64,0.2265,0.0,0.2265
ATOGEV_clean,1.61783,2118.84,0.4128,0.0,0.4128
ATOTIM_clean,0.861631,2671.76,0.5848,0.0,0.5848
ATOTIM_manual,0.861631,2671.76,0.5827,0.0,0.5827
ATOWIQ_clean,0.866747,2134.77,0.5936,0.0,0.5936
ATOWOW_clean,0.865497,2137.86,0.5961,0.0,0.5961
ATOXEN_clean,1.32471,1612.66,0.0,0.123,0.123
ATULIM_clean,1.75805,1636.02,0.1702,0.0,0.1702
ATUXIY_clean,1.56042,5101.0,0.376,0.0,0.376
ATUXOE_clean,1.71175,2100.33,0.0,0.0983,0.0983
ATUXUK_clean,1.75293,2077.37,0.0,0.1059,0.1059
ATUYAR_clean,1.74967,2044.51,0.0,0.1004,0.1004
ATUZEW_clean,0.968927,11559.7,0.5052,0.0,0.5052
AVAGIP_clean,1.40449,7721.76,0.1628,0.0,0.1628
AVAGOV_clean,1.40471,7720.56,0.1646,0.0,0.1646
AVAGUB_clean,1.33788,4053.12,0.2086,0.0,0.2086
AVALEO_clean,1.45932,3085.17,0.0,0.0,0.0
AVAQIX01_clean,1.32796,3567.43,0.0,0.2921,0.2921
AVAQIX_clean,1.30707,3624.44,0.318,0.0,0.318
AVEHAM_clean,1.20992,2970.17,0.0908,0.0,0.0908
AVELOD_clean,0.915242,4831.16,0.43,0.0,0.43
AVELUJ_clean,0.902679,4826.98,0.4204,0.0,0.4204
AVEMAQ_clean,0.907269,4802.56,0.4072,0.0,0.4072
AVEMOE_clean,2.16979,1190.48,0.0,0.0,0.0
AVEQID_clean,0.801255,4535.3,0.664,0.0,0.664
AVEROJ_clean,1.69759,1267.26,0.4942,0.0,0.4942
AVESAW_clean,2.03317,2329.24,0.0,0.0752,0.0752
AVESOL_clean,0.954537,4008.76,0.5787,0.0,0.5787
AVESUR_clean,1.18458,7515.18,0.493,0.0,0.493
AVETAY_clean,1.01371,7711.03,0.3218,0.0,0.3218
AVETEC_clean,1.19478,8015.72,0.0,0.3525,0.3525
AVETOM_clean,1.79151,11615.7,0.0,0.0675,0.0675
AVEVEE_clean,1.60472,1148.29,0.0,0.1633,0.1633
AVIHIY_clean,1.62124,1524.26,0.5131,0.0,0.5131
AVIHOE_clean,1.66276,1502.19,0.5118,0.0,0.5118
AVIMIC_clean,1.51867,2927.05,0.1587,0.0,0.1587
AVIMOI_clean,1.22616,3625.33,0.3098,0.0,0.3098
AVIMUO_clean,1.24095,3470.23,0.0,0.2309,0.2309
AVIPAX_clean,0.96381,3915.97,0.51,0.0,0.51
AVIPOL_clean,0.939158,2679.18,0.4892,0.0,0.4892
AVITUU_clean,0.710904,17043.3,0.4636,0.0083,0.4719
AVIVAC_clean,0.73653,18049.1,0.4841,0.0142,0.49829999999999997
AVIVEG_clean,0.733043,18135.0,0.4842,0.0166,0.5008
AVIVIK_clean,0.734288,18104.2,0.4712,0.0139,0.48510000000000003
AVIVOQ_clean,0.709142,18746.2,0.4895,0.0194,0.5089
AVIVUW_clean,0.729779,18216.1,0.4773,0.0117,0.489
AVOSIO_charged,1.06031,7088.61,0.404,0.0,0.404
AVUBUP_clean,1.71387,5500.51,0.0,0.0065,0.0065
AVUCEA_clean,0.89363,17797.4,0.521,0.0,0.521
AVUDAX_clean,0.998153,4911.08,0.0,0.2987,0.2987
AVUHIJ_clean,1.36097,4002.61,0.0,0.0,0.0
AVUJIL_clean,2.10552,1176.92,0.0,0.0,0.0
AVUPIR_SL,1.50651,1098.75,0.0,0.0,0.0
AVUPIR_clean_h,1.46538,1098.75,0.0,0.0298,0.0298
AWAGEL_clean,0.99094,3726.3,0.3822,0.0,0.3822
AWAGOV_clean,1.14872,6756.7,0.1846,0.0101,0.19469999999999998
AWAHAI_clean,2.97237,9201.31,0.0,0.4586,0.4586
AWAHEM_clean,2.1582,3265.47,0.473,0.0,0.473
AWAJIT_clean,1.35864,4710.7,0.0,0.1476,0.1476
AWAKEQ_clean,1.19573,3933.27,0.0,0.1494,0.1494
AWAREV_clean,1.8749,2941.19,0.1647,0.0,0.1647
AWARIZ_clean,1.87821,2936.0,0.1647,0.0,0.1647
AWASAU_clean,2.36864,3558.59,0.2339,0.0,0.2339
AWASOI_clean,2.36169,10707.2,0.0508,0.1159,0.16670000000000001
AWAWUR_clean,0.982453,8267.66,0.5003,0.0,0.5003
AWEBIO_charged,2.08109,4161.24,0.0,0.0,0.0
AWEDOW_charged,1.06034,7791.77,0.2629,0.0,0.2629
AWEDUC_charged,1.3288,3333.86,0.0,0.0684,0.0684
AWEGEP_clean,2.1577,5411.85,0.0,0.314,0.314
AWEJES_clean,1.24068,8810.49,0.3945,0.0,0.3945
AWEJIW_clean,1.19375,2937.46,0.4562,0.0,0.4562
AWEWOP_clean,1.11027,7337.12,0.4682,0.0,0.4682
AWEZOS01_clean,1.53516,17975.7,0.0,0.0378,0.0378
AWEZOS_clean,1.53516,17975.7,0.0,0.0374,0.0374
