# pressure	selectivity	loading (CH4)	loading (CO2)
68.8282828283	0.265955156652	0.0792952765659	2.6833752655
69.6262626263	0.269123248374	0.0802115524428	2.68242887356
70.4242424242	0.272291340096	0.0811271822302	2.68148314895
71.2222222222	0.275459431818	0.0820421666111	2.68053809095
72.0202020202	0.27862752354	0.0829565062678	2.67959369887
72.8181818182	0.281795615262	0.0838702018814	2.678649972
73.6161616162	0.284963706985	0.0847832541321	2.67770690964
74.4141414141	0.308130895223	0.0914406075369	2.67083074301
75.2121212121	0.347838309856	0.102771808808	2.65912710895
76.0101010101	0.387545724488	0.114004136241	2.6475255985
76.8080808081	0.427253139121	0.125138878347	2.63602488081
77.6060606061	0.466960553754	0.136177301342	2.62462364803
78.404040404	0.506667968386	0.147120649631	2.61332061487
79.202020202	0.546375383019	0.157970146274	2.60211451805
80.0	0.586082797652	0.168726993442	2.59100411591
