Structures,Adsorption_enthalpy[kJ/mol],Henry_const[mol/kg/Pa],Minimum_energy_channel[kJ/mol],Barrier_energy[kJ/mol],Time[s]
ja202154j_si_003_clean_8,-24.4362,0.000131616,-28.6953,-15.4953,12.0505
ja203898s_si_006_clean_2,-28.0014,0.000248991,-29.6746,-7.77464,11.3116
ja500618z_si_002_clean_52,-26.8047,1.16914e-05,nan,nan,0.0935852
ja500618z_si_003_clean_52,-26.8583,1.21283e-05,nan,nan,0.0941545
ja500618z_si_004_clean_52,-26.8946,1.24762e-05,nan,nan,0.104583
ja500618z_si_005_clean_52,-26.9809,1.32067e-05,nan,nan,0.0992359
ja500618z_si_006_clean_52,-27.0127,1.35431e-05,nan,nan,0.0923397
ja500618z_si_007_clean_52,-27.0836,1.41616e-05,nan,nan,0.0949888
ja500618z_si_008_clean_52,-27.1531,1.48483e-05,nan,nan,0.0988803
ja410368j_si_002_clean_8,-24.7649,0.000189837,nan,nan,3.65094
IZIHAC_clean_122,-23.0937,7.86672e-05,-25.1768,-19.9768,26.8437
ja500330a_si_002_clean_2,-32.0045,0.000374282,nan,nan,5.14854
ja506357n_si_002_clean_52,-34.7922,0.00130664,-35.8746,-32.3746,1.77276
ja4015666_si_003_clean_2,-19.3159,4.42898e-05,-23.7258,-16.0258,11.5788
ja4015666_si_002_clean_2,-19.206,4.27102e-05,-23.7224,-16.0224,11.9672
ja507971r_si_004_clean_2,-36.3117,0.00102134,-37.3658,-25.5658,2.9618
ja302380x_si_003_clean_19,-28.9684,0.000633436,-30.8868,-24.7868,13.6001
IZETUE_clean_12,-28.4071,0.00010693,-28.0068,16.7932,34.1204
IZETUE_clean_12,-28.4071,0.00010693,-28.0066,16.7934,34.1204
IZETUE_clean_12,-28.4071,0.00010693,-28.0071,16.7929,34.1204
ja300034j_si_002_clean_5,-18.2672,3.12503e-05,-21.1381,-17.5381,18.8297
ja302110d_si_001_clean_1,-21.3408,5.96523e-05,-25.9679,-17.9679,18.8298
ja203898s_si_004_clean_148,-28.0737,0.000485637,-29.3693,-21.4693,22.7307
ja4015666_si_005_clean_2,-19.2936,4.4191e-05,-24.0556,-16.6556,19.8534
IZOWEA_clean_58,-11.0286,2.03211e-06,-13.6942,-8.19418,36.4121
ja076167asi20070815_063752_clean_60,-29.5137,0.000893749,-32.0283,-27.2283,32.5927
ja510525s_si_002_clean_175,-21.9664,7.26391e-05,-24.987,-14.487,15.1929
ja512437u_si_002_clean_4,-29.5735,0.00050862,-32.6039,-25.0039,12.4256
ja5063423_si_002_clean_196,-17.2877,2.35322e-05,-19.6743,-13.8743,18.8016
ja512137t_si_002_clean_63,-26.3732,0.00033339,-27.9013,-20.8013,16.4485
ja5b02556_si_002_clean_2,-37.0464,0.00237501,-36.4455,-33.0455,1.45734
ja5b02556_si_002_clean_2,-37.0464,0.00237501,-37.9189,-26.5189,1.45734
ja111042f_si_002_clean_47,-20.1939,6.40515e-05,-23.8833,-15.3833,36.8328
ja5b02777_si_002_clean_9,-14.4289,4.26303e-08,nan,nan,0.362235
ja206029a_si_003_clean_123,-33.1728,0.00348561,-35.0971,-23.4971,34.7719
ja5b02777_si_003_clean_2,-16.965,1.95821e-07,nan,nan,0.276772
ja5b02777_si_004_clean_1,-16.0813,1.0393e-07,nan,nan,0.22927
ja5b02777_si_006_clean_2,-10.5719,8.85833e-09,nan,nan,0.194985
ja5b02777_si_007_clean_1,-13.7386,5.16105e-08,nan,nan,0.142791
IZOWAW_clean_1,-10.2852,2.0849e-06,-14.326,-8.62601,46.6759
ja5b02777_si_008_clean_1,-13.5158,6.8279e-08,nan,nan,0.281608
ja5b02777_si_005_clean_1,-17.6941,2.52575e-07,-19.4631,19.8369,1.43682
ja512437u_si_003_clean_4,-29.2131,0.000492148,-31.6424,-25.5424,16.1307
ja512437u_si_004_clean_4,-29.7728,0.000538838,-33.1509,-25.3509,18.6187
ja5b02897_si_003_clean_2,-19.261,2.81659e-05,-21.3886,-14.8886,6.41429
IZERAI_clean_65,-37.2588,0.00291152,-36.5566,-18.0566,61.5179
ja0734952si20070516_030528_clean_1,-38.3462,0.00457912,-28.1894,-17.1894,49.8566
ja0734952si20070516_030528_clean_1,-38.3462,0.00457912,-41.9409,-19.4409,49.8566
ja510525s_si_003-1_clean_1,-21.55,8.10104e-05,-26.8959,-17.4959,29.6771
ja500330a_si_005_clean_5,-24.4195,7.42655e-05,-26.4145,-5.01452,37.9367
IZIGUV_clean_14,-24.4918,0.00015371,-29.923,-20.223,67.6812
ja903726m_si_002_clean_1,-20.0206,3.51851e-05,-21.4048,-14.9048,10.5328
ja302340b_si_002_clean_1,-31.4916,0.000436388,-37.5693,-19.4693,50.9273
ja302340b_si_002_clean_1,-31.4916,0.000436388,-36.0209,-20.3209,50.9273
ja501810r_si_002_clean_166,-27.045,0.000207151,-31.3666,-13.6666,43.0697
ja406030p_si_007_manual_11,-33.4126,0.000336271,-35.1365,-11.9365,48.4651
ja994186h_clean_14,-18.2139,7.81388e-07,-18.8383,13.4617,2.82253
JABMEF_clean_15,-26.5472,3.65557e-05,-27.8304,-15.7304,1.59207
ja905009e_si_002_clean_2,-13.9301,4.6614e-06,-16.0712,-12.5712,13.5287
ja907023c_si_001_clean_2,-21.6695,9.53285e-05,-25.581,-15.981,18.2225
ja907023c_si_002_clean_2,-21.6199,9.38283e-05,-25.5328,-15.9328,17.9888
ja0752540-file002_clean_29,-22.0448,4.31951e-05,-25.4406,-22.0406,67.1162
ja0752540-file002_clean_29,-22.0448,4.31951e-05,-25.4409,-22.0409,67.1162
ja5131269_si_003_clean_12,-24.3166,6.81834e-05,-30.3075,-15.2075,35.8971
ja907023c_si_003_clean_2,-21.8105,0.00010028,-25.6527,-16.1527,23.0929
JACQUA_charged_15,-55.3889,1.25971,-55.2265,12.1735,16.5654
ja406030p_si_005_manual_1,-33.1682,0.000359795,-34.8475,-11.5475,66.4201
ja5131269_si_002_clean_12,-23.6307,6.07633e-05,-29.6159,-14.7159,43.151
jacs_li_12,-27.3715,1.55469e-05,-29.0414,-24.8414,0.530753
jacs.6b11027_ja6b11027_si_002_clean_225,-37.2667,0.00192542,nan,nan,1.46299
ja512762r_si_002_auto_1,-19.0467,2.78184e-05,-26.4059,-13.6059,52.2807
jacs.6b09155_ja6b09155_si_009_clean_15,-20.6747,5.79179e-05,-23.1522,-21.6522,4.15228
ja5b00450_si_005_clean_191,-48.5777,0.102371,-51.3555,-19.8555,45.6307
JADBIC_clean_2,-26.2469,0.00017474,-28.6944,-22.9944,2.39911
ja5b02999_si_006_clean_123,-19.1173,2.92658e-05,-26.53,-13.93,38.497
JAHNEM01_clean_4,3.83419,1.35926e-12,nan,nan,0.183881
ja074366osi20070816_031204_clean_225,-13.789,1.27143e-05,-17.7094,-10.7094,79.9796
JAHNEM03_clean_4,2.84192,2.09919e-12,nan,nan,0.115664
JAHNEM02_clean_4,3.40625,1.64224e-12,nan,nan,0.191507
JAHNEM_clean_4,0.462449,5.87476e-12,nan,nan,0.106105
ja5109535_si_002_clean_2,-27.1687,0.000539658,-30.6428,-17.5428,60.2969
JAJKUD_clean_2,-33.475,0.000773072,nan,nan,0.241462
JADBEY_clean_15,-28.9839,0.000385927,-30.0491,-24.2491,3.40181
JAJLEO_clean_2,-34.3908,0.00104784,nan,nan,0.230749
JAJLAK_clean_2,-33.9494,0.000888705,nan,nan,0.402814
jacs.6b03263_ja6b03263_si_002_clean_191,-108.266,2.41352e+08,-36.645,-27.445,14.0378
ja500330a_si_009_auto_1,-24.7153,6.59073e-05,-29.9952,-19.2952,67.5343
JADJOQ_clean_19,-22.4031,7.5987e-05,-25.4621,-19.3621,4.29686
ja907023c_si_004_clean_2,-21.776,9.752e-05,-25.8358,-15.8358,25.6337
JAKPET_clean_1,-14.6192,7.85356e-09,nan,nan,0.468767
JALPAQ_clean_3,-25.0067,4.11513e-07,nan,nan,0.221206
JAKBOP01_clean_14,-19.1608,1.79935e-05,-19.516,-16.916,1.85888
JASNEX_clean_2,36.3367,4.49733e-18,nan,nan,0.0636306
JAKBIJ_clean_19,-18.5596,1.78733e-05,-19.4394,-13.7394,2.62514
JAFPIQ_clean_2,-21.863,2.24612e-05,-25.4698,-15.1698,3.95254
JAFPIQ_clean_2,-21.863,2.24612e-05,-26.2484,-13.7484,3.95254
JALTUL_clean_14,-23.5024,3.18248e-05,-24.6575,-4.85754,1.62746
JAKBOP_clean_19,-18.9056,1.94801e-05,-19.8177,-16.3177,3.30806
JASNAT_clean_2,-31.2473,0.000371399,-33.1912,-26.1912,1.81972
JAKBUV_clean_14,-18.5245,1.61983e-05,-18.3475,-5.74749,3.0427
JAVSUV_clean_2,-40.849,0.0332523,-41.5846,-0.184611,1.47649
ja5b00450_si_006_clean_1,-66.897,7.46224,nan,nan,50.6431
JAVTAC_clean_9,-47.7067,0.124172,-48.1366,-39.3366,1.72863
JAVTEG_clean_2,-34.4697,0.00258406,-36.1146,-21.0146,1.79026
JEDJUY_clean_2,-26.3502,0.000134302,-27.7263,-23.4263,1.11646
JEJKEP_clean_60,-35.2108,0.00133221,nan,nan,0.507758
JEBDOK_clean_1,-37.3231,0.000264508,-38.056,6.64401,1.30655
ja5b02999_si_002_clean_99,-16.4194,1.86698e-05,-24.1434,-12.9434,46.4667
JAVWUY_clean_19,-29.8263,0.000454966,-30.2796,-17.3796,2.32561
JEMNAR_clean_14,-35.6367,0.00132915,nan,nan,0.1596
JEMQEY_clean_4,25.5179,2.61962e-16,nan,nan,0.0781783
jacs.5b13491_ja5b13491_si_002_clean_218,-21.3478,9.8041e-05,-20.1995,-15.3995,27.3329
JEJKIT_clean_4,-35.486,0.0013082,nan,nan,1.13062
JESDIV_clean_2,-44.9707,0.0129853,nan,nan,0.122553
JETNOL_clean_11,-24.0402,1.50176e-05,nan,nan,0.086353
JEMBUZ_clean_15,-24.3962,3.32371e-06,-25.212,-0.911965,1.7606
ja406030p_si_009_manual_1,-33.324,0.000357952,-35.084,-13.484,76.3303
JEBCOJ_clean_15,-29.0277,0.000303822,-29.6692,-26.1692,4.43831
JEXSOV_clean_2,-24.8058,3.99914e-06,nan,nan,0.0683671
JEXWUF01_clean_20,83.6359,5.86908e-27,nan,nan,0.0467554
JEXWUF_clean_20,85.7285,2.4914e-27,nan,nan,0.0491765
JEXXAM05_clean_20,80.9246,1.84759e-26,nan,nan,0.043523
JEXXAM06_clean_20,87.4289,1.1586e-27,nan,nan,0.0436766
JEXXAM07_clean_20,80.1341,2.55528e-26,nan,nan,0.0435565
JEXXAM_clean_20,79.6255,3.13984e-26,nan,nan,0.0429511
JEYXOB_clean_14,-26.8619,1.70081e-05,nan,nan,0.103852
ja5b02999_si_007_clean_123,-17.2395,3.3154e-05,-23.979,-13.579,45.8222
jacs.6b02030_ja6b02030_si_004_clean_15,-20.4623,1.42307e-05,-21.6456,-18.2456,22.1843
jacs.6b02030_ja6b02030_si_004_clean_15,-20.4623,1.42307e-05,-21.6394,-18.2394,22.1843
j.ica.2016.05.051_4_clean_4,-36.6567,6.31304e-05,nan,nan,0.273993
JAHXUM_clean_2,-27.2518,0.000134471,-31.1189,-19.2189,10.2958
JAHXUM_clean_2,-27.2518,0.000134471,-31.0915,-19.2915,10.2958
JADMIN_clean_15,-38.8387,0.00128972,-40.5797,-22.1797,10.9256
JAVNIE_clean_58,-22.47,0.000103462,-23.3231,-18.9231,8.10184
JACQUA_clean_141,-58.5177,19.9099,-61.6399,-38.0399,32.4058
JEJWIF_clean_2,-23.2821,0.000134845,-26.7676,-21.1676,5.16748
j.inoche.2015.01.025_INC05862-mmc1_clean_126,-37.7395,0.00295678,nan,nan,0.624244
JEWCAP_clean_14,-25.0747,7.2384e-05,-27.1527,-13.1527,4.35734
JILXOS_clean_54,-33.2906,0.000253065,-34.4815,-27.8815,2.07596
j.inoche.2015.01.025_INC05862-mmc2_clean_62,-30.287,0.000428328,-31.5436,-16.0436,2.39955
j.inoche.2014.12.007_INC05825-mmc2_clean_5,-33.819,0.000208085,nan,nan,2.83692
j.ica.2016.08.030_3_clean_14,-28.6305,0.000410654,-30.5384,-23.3384,4.74406
j.inoche.2015.05.017_inc05998-mmc2_clean_14,-44.0649,0.00920628,nan,nan,1.0795
j.inoche.2015.06.004_1_clean_2,-32.9737,0.000280008,nan,nan,0.327971
JELPAS_clean_15,-22.5527,1.73206e-05,-25.9554,-17.7554,8.94782
JADMAF_clean_15,-32.4444,0.000382096,-32.7118,-19.2118,16.2817
jacs.6b02030_ja6b02030_si_002_clean_15,-22.5701,6.13698e-05,-26.2953,-18.3953,34.7705
jacs.6b02030_ja6b02030_si_002_clean_15,-22.5701,6.13698e-05,-26.2921,-18.3921,34.7705
j.inoche.2015.02.023_INC05895-mmc1_clean_2,-36.6785,0.00710491,-37.2892,-11.9892,4.42946
j.inoche.2015.03.028_inc05925-mmc2_clean_14,-26.5122,0.000344844,-27.583,-22.883,4.28016
JILWIL_clean_85,-36.9101,0.00836798,-38.434,-5.23403,7.14252
j.inoche.2015.03.005_INC05902-mmc1_clean_10,-54.858,0.0296112,-39.869,-26.869,5.01229
j.inoche.2015.06.036_inc06102-mmc1_clean_12,-35.9503,0.000461013,-37.4375,7.96255,4.33118
JIQVAH_clean_11,-31.2437,2.03103e-05,-19.251,3.24897,3.37788
JILWOR_clean_222,-36.1689,0.00501054,-36.6826,-8.78261,9.11502
j.inoche.2015.06.036_inc06102-mmc3_clean_12,-33.8799,0.000223134,-34.8195,7.58053,4.64294
JETZAK_clean_14,-26.6239,0.000279482,-29.0308,-20.1308,12.8405
JISVAJ_clean_2,-18.908,3.39077e-05,-24.0511,-16.2511,4.09119
IYUHUG_ion_b_1,-21.5573,4.63003e-05,-27.5065,-16.4065,123.573
JIVSIQ_clean_58,-20.9384,4.47207e-07,nan,nan,0.094115
j.inoche.2015.06.036_inc06102-mmc2_clean_12,-34.2172,0.000231444,-35.0162,10.1838,6.05826
JIVFUQ_clean_2,-23.7892,0.00013092,-25.5238,-22.3238,1.90258
JIVSEN_clean_5,-33.7463,0.000314102,-34.1292,-30.2292,1.11092
JALCAD_clean_218,-25.6429,0.000436211,-25.3527,-19.8527,20.1941
JIXWUJ01_clean_14,-27.5563,6.16045e-05,-27.5488,-9.84881,1.1694
JIXWUJ02_clean_14,-27.6139,5.73843e-05,-27.7242,-8.92419,1.0998
JIVSAJ01_clean_12,-57.9249,0.988883,-58.9342,-23.1342,2.68561
j.inoche.2015.12.019_1_clean_14,-26.8156,0.00041949,-28.8485,-25.1485,6.88119
JIVQOU_clean_2,-35.595,0.000602898,-35.5436,17.6564,3.01567
JIVQOU_clean_2,-35.595,0.000602898,-36.5097,-18.4097,3.01567
JITPOS_clean_62,-26.8185,0.000151488,-29.1227,-23.2227,5.94537
JITPOS_SL_62,-27.1233,0.000164928,-29.6842,-23.3842,6.09358
JIXWUJ_clean_14,-27.4086,6.21643e-05,-27.3596,-11.8596,1.16264
JEWYAM_charged_221,-22.5948,5.14022e-05,-15.1401,-9.64011,15.1996
JIVSIR01_clean_12,-58.8177,1.80536,-59.7855,-30.9855,2.95325
JIVSEN01_clean_12,-54.5776,0.294668,-55.4609,-12.4609,3.56655
j.ica.2016.05.002_2_clean_15,-23.6672,9.27316e-05,-25.8839,-23.4839,14.7168
JIZWIA_clean_4,-28.1095,0.000601378,-27.949,-25.949,1.34101
jacs.6b02030_ja6b02030_si_003_clean_15,-22.367,6.93003e-05,-24.8232,-17.1232,39.0515
jacs.6b02030_ja6b02030_si_003_clean_15,-22.367,6.93003e-05,-24.8317,-17.1317,39.0515
JIVHIG_clean_14,-33.2005,0.00099855,-34.7763,-18.8763,5.89706
j.jssc.2016.09.008_mmc7_clean_14,-35.6584,0.000273981,nan,nan,0.185435
JOBFAI_clean_1,-40.1293,0.000264918,nan,nan,0.143884
JIZWEW_clean_4,-26.951,0.000447933,-27.0954,-24.6954,2.43614
j.jssc.2014.11.015_mmc2_clean_14,-35.2078,0.00295826,-35.1719,-24.3719,2.14869
JOBKUI_clean_60,29.6995,5.68468e-17,nan,nan,0.359413
j.jssc.2015.08.048_mmc3_clean_13,-35.4556,0.000493544,-35.5917,-4.49174,2.78735
JOCPIB_clean_1,20.9353,4.84853e-16,nan,nan,0.222735
j.jssc.2016.09.008_mmc8_clean_14,-26.9512,2.09402e-05,-28.2823,-15.5823,1.87415
JIZWOG_clean_4,-27.5191,0.000527894,-28.0846,-25.1846,3.99355
JODFOZ_clean_1,-39.4247,0.00235237,nan,nan,0.448884
JODGEP_clean_2,-23.9581,2.92347e-06,nan,nan,0.301076
JIYXUL_clean_2,-11.7721,5.27899e-07,-15.4292,-9.9292,5.4673
JOFKIA_clean_2,-22.5509,3.73487e-05,-23.3156,-19.2156,1.10683
JOGBIR_clean_1,-32.7619,6.42797e-05,nan,nan,0.216363
j.jssc.2015.05.012_mmc6_clean_2,-31.9845,0.000470201,-33.6267,-19.4267,6.02039
JOCLOD_clean_142,-34.0368,0.000176996,-34.8783,0.721667,3.99981
JIWKUW_clean_2,-26.7508,7.93335e-05,-29.0152,-15.5152,9.99434
JIZJOT_clean_116,-23.4304,5.15231e-05,-26.3498,-17.9498,8.50148
JOGHEU_clean_15,-25.9829,2.70938e-05,-27.4789,-4.17886,2.20252
JOBFEM_clean_15,-29.9963,0.000185849,-31.2009,-17.1009,6.60564
JOFGOC_clean_1,-34.4612,0.000981713,-27.1451,-24.1451,4.81958
JIZJUZ_clean_116,-23.5689,5.34259e-05,-26.4917,-17.9917,9.81362
JIZJEJ_clean_116,-23.1256,4.96594e-05,-26.1279,-17.9279,10.0328
j.inoche.2015.03.054_CIFs_clean_139,-17.6963,2.33264e-05,-24.4293,-12.8293,18.9465
JOJMEB_clean_2,14.598,3.433e-14,nan,nan,0.0951853
JOJLOK_clean_19,-17.3372,1.35485e-08,nan,nan,0.124903
JOGHIY_clean_15,-25.6546,3.22459e-05,-27.3946,-5.29458,2.82972
JOKWOV_clean_2,-29.1667,0.000149467,nan,nan,0.267929
JOFKIA01_clean_2,-22.5364,3.56327e-05,-23.6005,-19.1005,6.00771
JOFKIA01_clean_2,-22.5364,3.56327e-05,-23.6006,-19.1006,6.00771
JEJWOL_clean_2,-19.2058,4.4183e-05,-23.5185,-16.6185,27.715
JOHFIW_clean5b_91,-25.3271,0.000221269,-27.3542,-25.1542,2.71488
JOGDAL_charged_2,-33.9546,0.00137899,-36.2869,-26.6869,4.72334
JOHQUT_clean_34,-31.6599,0.000238188,-32.0797,-25.3797,1.60936
JOKXAI10_clean_15,-22.0911,7.48519e-06,-22.7727,-19.4727,1.53671
JOHFIW_clean_91,-25.3271,0.000221269,-27.3542,-25.1542,2.67518
JOKYAJ10_clean_62,-17.0673,1.11395e-07,nan,nan,0.167484
JOKXEM10_clean_15,-22.2164,7.28688e-06,-22.9305,-19.6305,1.54865
jacs.6b09113_ja6b09113_si_002_clean_1,-18.3612,3.19622e-05,-22.9899,-14.5899,40.8988
JOHFIW_manual_91,-25.3271,0.000221269,-27.3542,-25.1542,3.25526
JOKXOW_clean_15,-22.3404,7.60848e-06,-23.0229,-19.9229,1.56707
JOKXUC10_clean_15,-22.2553,6.73113e-06,-23.1094,-18.8094,1.57218
JOKXOW10_clean_15,-22.3316,7.60221e-06,-23.0158,-19.8158,1.66769
JIZJAF_clean_116,-23.353,5.27049e-05,-26.2132,-18.1132,13.0829
JOKXAI_clean_15,-22.0697,7.49963e-06,-22.7426,-19.4426,2.92435
JOHSIJ_clean_2,-39.6979,0.0186688,-41.8858,-35.6858,3.33463
JOKYEN_clean_62,-22.5609,9.53616e-06,-22.8839,-15.8839,1.65833
JOKXEM_clean_15,-22.2268,7.30433e-06,-22.9394,-19.6394,2.48002
JOKYIR10_clean_62,-22.659,8.70147e-06,-23.2022,-14.3022,1.73705
JOKYAJ_clean_62,-22.4573,8.77996e-06,-22.86,-15.36,2.26255
JOKYIR_clean_62,-22.6598,8.70443e-06,-23.203,-14.303,1.72833
JOKXUC_clean_15,-21.8634,5.46316e-06,-22.7734,-19.2734,2.83638
JOQZUM_clean_2,-17.7237,6.65922e-06,-18.7973,-14.8973,1.5463
JORBAV_clean_2,-18.1032,5.96099e-06,-19.6586,-15.1586,1.50407
JOSQEN_clean_14,-29.6206,8.05071e-05,nan,nan,0.206025
JOSNAG01_clean_2,-30.3098,7.77402e-05,-30.8041,-12.7041,0.915216
JOKYOX_clean_62,-22.9522,8.64311e-06,-23.7903,-12.3903,2.48611
jacs.5b12516_ja5b12516_si_002_clean_20,-21.2133,2.60732e-05,-24.5131,-18.3131,58.5401
JOSNAG_clean_2,-30.3394,7.4516e-05,-30.8527,-10.9527,0.536534
JOVROD_clean_19,-18.091,2.71572e-06,nan,nan,0.185747
JOKYOX10_clean_62,-22.93,8.37008e-06,-23.618,-12.318,2.8087
JOBFIQ_clean_15,-30.8035,0.00028677,-32.2659,-24.6659,12.9317
JOSTIU_clean_205,-25.5178,6.29461e-05,nan,nan,0.927144
JOVYAW_clean_2,-27.267,6.97551e-05,-27.9778,-11.0778,1.0037
JEDKEJ_clean_14,-18.1391,1.65193e-05,-21.6983,-12.0983,33.9241
JOQSIT_clean_14,-27.9419,0.000176352,-30.4368,-9.53677,3.97076
JOTHOP_clean_2,-39.5989,0.00303617,-39.5275,12.8725,1.69483
jacs.6b06375_ja6b06375_si_001_clean_107,-30.7947,0.000739046,-35.1628,-20.0628,49.8343
JOVWOI_clean_1,-45.7586,0.0230861,-44.8352,5.06483,1.97401
JOVXEZ_clean_2,-27.4518,7.38639e-05,-28.0742,-9.27421,2.29035
JOQSOZ_clean_14,-26.7175,0.000150033,-29.4327,-17.7327,4.92986
JOVDON_clean_60,-17.8018,1.13565e-07,-18.6382,18.3618,3.07806
jp102463p_si_004_clean_2,-22.1715,0.000114515,-24.3537,-21.3537,1.2209
JOWFOQ_clean_14,-16.4933,1.17809e-05,-20.765,-14.265,2.8405
j.jssc.2015.08.048_mmc2_clean_5,-37.4443,0.0105187,-39.819,-32.919,18.2841
JOXPIX_clean_2,-24.986,2.88853e-05,-25.2843,-19.7843,3.34097
jp102463p_si_002_clean_15,-21.9446,0.000105554,-23.4581,-20.9581,2.63792
JUFBIX_clean_13,-45.637,0.0159926,nan,nan,0.276978
JUCXEK_clean_176,-15.5045,3.36593e-06,-16.0216,-13.5216,1.1942
JUFZER_clean_15,-32.3972,6.43746e-05,nan,nan,0.513131
JORSEQ_clean_15,-37.3515,0.00289098,-38.2818,-9.48176,6.18257
JUFREJ_clean_173,-20.6085,9.60002e-06,-20.1986,-18.5986,1.85541
JUCGUL_clean_2,-29.2029,0.000744521,-31.3058,-25.2058,3.03795
JUJZIZ_clean_2,-17.0511,2.685e-08,nan,nan,0.130065
JUJZEV_clean_7,-28.2808,3.28793e-06,nan,nan,0.591889
JUKKIL_clean_9,-30.8776,8.95474e-05,-31.4671,14.5329,1.92945
JUGLAA_clean_14,-37.6348,0.000401418,-40.3792,-0.47923,5.53443
JUGQOT_clean_2,-22.8714,6.49029e-05,-25.4583,-18.9583,5.13256
JUJTAL_clean_2,-29.6809,0.000238153,-33.2343,-11.1343,5.2663
JITQEI_clean_5,-29.2973,0.000152397,-30.9067,2.69334,30.7191
JITQEI_clean_5,-29.2973,0.000152397,-30.8701,12.3299,30.7191
JOCWIJ_clean_217,-16.6334,1.60569e-05,-18.5547,-11.6547,22.1461
JUGQIN_clean_2,-22.1823,5.99865e-05,-24.8751,-18.3751,7.04562
JUMDAY_clean_19,-24.2729,0.000199674,-25.1088,-23.0088,1.54901
JUMCUR_clean_19,-22.8326,0.000136523,-24.0448,-21.7448,1.64903
JUBXAH_clean_4,-22.9497,1.34259e-05,nan,nan,9.70621
JUMDEC_clean_19,-23.047,0.000147949,-24.1715,-21.7715,1.46847
JUPFOP_charged_60,-23.607,1.8547e-06,nan,nan,0.339847
JUMCOL_clean_62,-21.6741,9.64782e-05,-24.6133,-20.4133,2.86948
JUPNAL_clean_15,-13.6547,2.71188e-08,nan,nan,0.252039
JUPBUT_clean_2,-26.0384,3.45652e-05,-26.5365,0.463475,1.5643
JUQTOG_clean_198,-26.1227,0.000178947,nan,nan,1.01823
JUNBUR_clean_14,-21.8366,8.57116e-05,-22.6097,-20.1097,2.81846
JUSHAI_clean_14,-31.5703,0.000882379,nan,nan,0.368523
JUNBOL_clean_14,-27.6798,2.91655e-05,-29.1943,-6.89427,3.50794
JUSHEM_clean_14,-31.3313,0.000910211,nan,nan,0.393269
JUSHIQ_clean_14,-31.9971,0.00101759,nan,nan,0.368013
ja5b02999_si_003_clean_127,-19.6916,2.78825e-05,-27.1783,-15.2783,95.2844
JOPWUI_clean_148,-31.4106,0.000478341,-32.5412,9.05881,20.484
JOYKUF_clean_5,-17.1489,2.42473e-05,-20.2159,-16.9159,16.7328
JUSBAC_clean_15,-32.2013,0.000865444,-32.9009,-11.8009,4.73488
ja500330a_si_006_auto_1,-19.7561,3.66115e-05,-26.8469,-15.2469,124.817
JUVROJ_clean_2,-28.7867,0.000219663,-30.1376,-20.4376,1.95639
JUWBIO_clean_14,-32.0265,0.000242437,nan,nan,0.115906
JUVWUU_clean_14,-29.7614,0.000132153,nan,nan,0.184375
JUSKAL_clean_2,-26.9307,0.000149509,-26.2771,-24.7771,5.14778
JUSKAL_clean_2,-26.9307,0.000149509,-27.3637,-25.9637,5.14778
JUTCUW_SL_109,-14.29,6.97874e-06,-13.2771,-12.1771,2.58662
JUQVAU_clean_198,-24.8926,0.000165319,-25.3538,-21.7538,8.15562
JENKET_SL_33,-27.8485,0.00011942,-32.9285,-17.7285,53.1502
JUTCUW_clean_227,-15.7947,1.19883e-05,-14.923,-13.623,4.31588
JUZSEE_clean_5,-33.1943,0.000210698,nan,nan,0.320136
JORRAL_clean_14,-32.596,0.000963634,-37.3372,-23.2372,24.3921
jp302979a_si_002_clean_221,-18.8336,3.31523e-05,-21.6203,-13.0203,21.1592
JUXZOT_clean_15,-24.398,4.66964e-05,-25.9227,4.6773,3.96432
JOGSAA_clean_11,-13.7258,1.81638e-05,-17.1019,-12.7019,31.5809
JUYBEM_clean_12,-34.3936,0.00121127,-34.3972,-25.9972,4.72471
JUBXIP_clean_4,-22.459,9.50656e-06,-26.8725,16.7275,22.7502
JUSGUB_clean_176,-40.1386,0.00364234,-30.5141,-16.5141,12.4914
jz4002345_si_002_clean_1,-26.8933,0.000216657,-28.3594,-15.2594,3.94895
ja5b02999_si_004_clean_127,-20.4717,3.46316e-05,-27.8824,-15.4824,104.131
JUYROM_clean_14,-26.171,0.000375918,-28.2562,-24.6562,4.87243
KABNIL_clean_2,-28.4144,0.000146388,-29.1033,-13.4033,1.60617
jz4002345_si_003_clean_1,-26.984,0.000218854,-28.4048,-16.6048,4.331
JUKPAI_clean_14,-20.4895,6.16346e-06,-25.0133,-14.3133,19.9126
JENKET_clean_33,-27.8523,0.000118042,-32.9254,-17.7254,59.3102
KABXAO_clean_2,-15.9465,2.03787e-06,-18.4045,-12.7045,2.52254
KAFTUI_clean_13,-40.4876,0.00314637,nan,nan,0.402707
KAFYAT_clean_14,-22.5122,4.84678e-07,nan,nan,0.353852
JUXFAL_clean_7,-27.2149,0.000144687,-29.0473,-23.5473,8.46669
JUXFAL_clean_7,-27.2149,0.000144687,-29.0473,-23.5473,8.46669
KAHKUB01_clean_12,-23.1604,1.19603e-05,nan,nan,0.287406
JUKNUA_clean_15,-18.5248,1.94968e-06,-22.2035,-8.50352,22.5
KAHKUB02_clean_15,-22.8786,9.20828e-06,nan,nan,0.168931
JURKIS_clean_14,-25.0906,8.02676e-05,-28.7759,-17.7759,16.3589
KAHKUB_clean_12,-23.2278,1.31985e-05,nan,nan,0.18222
jz4002345_si_004_clean_1,-26.9223,0.000218883,-28.3287,-14.7287,5.75347
