Structures,Adsorption_enthalpy[kJ/mol],Henry_const[mol/kg/Pa],Minimum_energy_channel[kJ/mol],Barrier_energy[kJ/mol],Time[s]
FEFZOF_clean_33,-25.4351,3.72177e-05,-25.8683,-14.8683,2.56829
FEFDAX_clean_2,-23.1541,0.000103425,-27.4536,-19.2536,7.91607
FEFCUQ_clean_2,-23.2604,0.000114465,-26.2936,-20.9936,9.30406
FEJDEE_clean_2,-30.4639,0.000117457,nan,nan,0.207659
FEGNIQ_clean_12,-27.1132,0.000179832,-30.0198,-19.4198,6.12032
FAYPIG_clean_2,-21.2508,5.26035e-05,-25.8491,-18.2491,22.1702
FEJDII_clean_2,-26.2002,0.000105723,-26.0183,-23.0183,0.990451
FEJKEM_clean_33,-19.0531,7.44057e-08,nan,nan,0.125368
FAVDAK_clean_14,-37.5682,0.00128171,-38.4005,-22.9005,29.615
FEJDII01_clean_15,-26.3892,0.000103558,-26.1768,-22.4768,2.46251
FELVEZ_clean_228,-31.9258,0.000238588,nan,nan,1.29332
FAMQES_clean_128,-24.7903,0.000132843,-26.7864,-15.4864,41.4474
FELVID_clean_228,-31.9606,0.000238439,nan,nan,1.28695
FEFDEB_clean_1,-16.6315,2.58666e-05,-20.7863,-15.6863,11.8935
FAYPOM_clean_2,-23.4993,8.88721e-05,-28.0164,-20.7164,23.9037
FELVOJ_clean_228,-30.7626,0.000171314,nan,nan,2.02361
FELVUP_clean_228,-31.8229,0.000229924,nan,nan,1.2571
FELWEA_clean_228,-31.2394,0.000195864,nan,nan,1.24305
FELWAW_clean_228,-33.1616,0.000352065,nan,nan,1.2473
FENZAB_clean_15,-nan,0,nan,nan,0.239484
FEHCIG_manual_2,-24.5556,0.000148561,-28.5647,-18.9647,7.70375
FEPQEW_clean_52,-23.36,1.39303e-06,nan,nan,0.0877577
FELWIE_clean_228,-32.3196,0.000264264,nan,nan,1.67033
FENROG_clean_15,-22.3225,2.95724e-05,-22.0735,-20.1735,1.00686
FERCAH_88,-34.6823,0.00224076,nan,nan,0.671724
FELWUQ_clean_228,-32.2281,0.00031509,nan,nan,1.65102
FELWOK_clean_228,-33.2675,0.000391705,nan,nan,2.08279
FERVOP_clean_2,-27.1171,1.73815e-05,nan,nan,0.331656
FERVIJ_clean_2,-26.7716,4.2761e-05,-27.5766,-9.97657,1.72566
FECXAO_clean_20,-27.6532,0.000536013,-28.6955,-26.2955,22.1627
FECYUJ_clean_2,-23.5902,9.88976e-05,-28.5293,-18.6293,21.3203
FESBEM_clean_2,-33.3117,0.000995948,-34.2648,-28.1648,1.93323
FEVDER_clean_14,-32.0516,1.83128e-05,nan,nan,0.29032
FAVDEO_clean_14,-38.5516,0.000395847,-41.7909,-21.5909,37.2529
FEHCOM_clean_15,-23.2359,9.69849e-05,-26.9606,-18.8606,11.4479
FEVDIV_clean_14,-31.8216,1.48916e-05,nan,nan,0.28526
FESTUT_clean_14,-29.1577,8.12691e-05,-30.1128,-15.3128,1.1509
FEVNOK_clean_14,33.1967,1.07478e-17,nan,nan,0.0764569
FERWAC_clean_2,-26.5939,7.6745e-05,-27.5327,-17.7327,3.81708
FECZAQ_clean5b_1,-21.4961,5.68575e-05,-25.2966,-20.0966,23.872
FAMPUH_clean_128,-24.708,0.000131453,-26.5999,-15.3999,50.1181
FEVTEF_charged_2,-36.0041,0.00234524,nan,nan,0.60798
FESBIQ_clean_2,-28.5008,0.000516244,-31.0775,-24.9775,5.0923
FECZAQ_manual_1,-21.4961,5.68575e-05,-25.2966,-20.0966,24.4304
FEVNOL_clean_229,-44.1743,0.0292273,-45.3003,-34.5003,3.78543
FEWGUL_clean_14,-33.0726,0.000332793,-34.5616,-27.7616,1.8393
FECXES_clean_57,-36.0141,0.000714507,-37.1528,-16.2528,27.4105
FEFDEB_clean5b_1,-16.6409,2.591e-05,-20.8544,-15.6544,22.3239
FAMQAO_clean_128,-24.394,0.000135078,-25.9055,-15.1055,52.8591
FEVSAC_clean_14,-27.5224,2.91319e-05,-28.3556,-10.5556,4.91355
FAYQIH_clean_2,-27.9107,0.000247905,-32.2733,-21.5733,34.9012
FEVVIM_charged_2,-33.6373,0.00102447,-35.4626,-2.76258,3.22856
FEWQOP_clean_2,-27.4288,0.000120955,-28.2946,-25.9946,1.33328
FEXHOG01_clean_14,99.7559,3.00679e-30,nan,nan,0.0741367
FEXHOG_clean_14,95.4508,1.19754e-29,nan,nan,0.131098
FATKIV_clean_2,-38.529,0.000897371,-25.4328,-14.6328,44.8764
FEFDEB_manual_1,-16.6409,2.591e-05,-20.8544,-15.6544,21.9954
FEYQIK_clean_2,-28.555,0.000331413,-29.8987,-22.8987,0.97268
FEVREF_clean_14,-32.4645,0.000121253,-33.3922,-4.19224,6.35223
FAVFOA_clean_7,-38.3658,0.00948579,-41.7502,-26.4502,43.311
FEYDET_clean_4,-34.9355,0.00235539,-35.405,-32.805,2.37943
FEQSIF_clean_113,-33.6759,0.000405582,-35.5152,-16.2152,12.7275
FEYQUW_clean_60,-26.0335,9.00144e-05,-27.013,-16.913,2.77952
FENVOL_charged_9,-34.527,0.00105136,-36.2756,-23.0756,14.406
FEYZUF_clean_60,-34.1147,0.0012956,-34.2485,-15.9485,3.093
FIBFUS_clean_2,-34.0721,0.000194756,nan,nan,0.746036
FEZTIP_clean_14,-26.7918,0.000314514,-26.7739,-24.6739,2.05924
FIBHEF_clean_2,-30.8904,0.000212951,-31.6244,-0.524398,1.24459
FIDMEL01_clean_147,-42.8984,0.00443916,nan,nan,0.0671082
FAHPOV_clean_58,-16.0591,1.87479e-05,-24.8647,-13.3647,70.5153
FEYJOJ_clean_14,-22.6625,0.000125345,-24.2662,-19.8662,5.74747
FEZCUJ_charged_14,-25.6851,4.64971e-05,-28.3301,-13.7301,4.99817
FIBHIJ_clean_2,-30.2341,0.000379426,-30.9958,14.5042,2.85271
FEWQIJ_clean_b_2,-28.0796,0.000145941,-28.9725,-26.6725,9.04192
FEWQIJ_clean_b_2,-28.0796,0.000145941,-28.9725,-26.6725,9.04192
FEWQIJ_clean_b_2,-28.0796,0.000145941,-28.9727,-26.6727,9.04192
FEWQIJ_manual_2,-28.0796,0.000145941,-28.9725,-26.6725,9.04532
FEWQIJ_manual_2,-28.0796,0.000145941,-28.9725,-26.6725,9.04532
FEWQIJ_manual_2,-28.0796,0.000145941,-28.9727,-26.6727,9.04532
FEXCES_clean_5,-27.8248,0.000539241,-29.7693,-25.5693,8.66407
FERVUV_clean_12,-27.4701,4.99623e-05,-28.2663,-6.06631,18.1609
FAGQAI_clean_14,-16.9992,2.50302e-05,-21.8517,-13.4517,79.5927
FIDMIP_clean_147,-33.289,0.00017357,-35.3354,-22.4354,4.47167
FIFNUE01_clean_1,-25.6478,3.79465e-05,-27.2489,-9.14889,0.900206
FEZCOD_charged_14,-25.8942,5.17571e-05,-28.4993,-12.6993,9.56584
FIFNUE_clean_1,-25.7666,4.15113e-05,-27.3673,-10.2673,0.874994
FIFPAM01_clean_1,-25.7409,3.57495e-05,-27.1177,-11.0177,1.40382
FIFMIS01_clean_4,-33.2953,0.000668048,-32.7623,-30.8623,4.69866
FIFPOA_clean_32,-22.1563,9.17988e-07,nan,nan,0.0551639
FIFMIS_clean_4,-33.2353,0.000667635,-32.6756,-30.8756,4.71411
FIFPAM_clean_1,-26.2028,3.20333e-05,-27.4546,-7.85455,0.842631
FECXUI_clean_14,-22.1521,6.88183e-05,-27.5269,-17.3269,40.5583
FIGXAU_clean_1,-10.0826,5.89662e-09,nan,nan,0.0250485
FIGVUN_clean_13,-27.0134,1.30951e-05,nan,nan,0.0781941
FIGQUJ_clean_2,-34.5753,0.000476495,nan,nan,0.194995
FIGXEY_clean_1,-11.5867,1.26082e-08,nan,nan,0.0232378
FIGXAW_clean_14,-39.6193,0.00154012,nan,nan,0.509329
FEZREJ_clean_92,-22.952,8.2214e-05,-25.0845,-20.5845,10.7035
FEZQEI_clean_21,-27.4316,0.000153829,-27.3136,-25.8136,11.0719
FERVEF_clean_12,-27.5748,2.86525e-05,-28.1708,4.52923,23.0265
FIFMOY_clean_4,-33.7347,0.000658001,-33.5321,-31.0321,4.72607
FEWWOV_clean_158,-30.3728,0.000614292,-33.0406,-12.2406,14.2976
FIGLAK_clean_15,-4.99672,5.94305e-11,nan,nan,1.72073
FIHXUR_clean_33,15.1196,2.67792e-14,nan,nan,0.23038
FIGFOR_clean_20,-27.6829,8.16202e-06,-28.7677,0.832288,2.03517
FIHLOZ_clean_14,-36.178,0.00118677,nan,nan,1.18237
FAZFET_clean_1,-20.5272,9.10406e-06,-25.9922,-15.1922,50.0549
FAZFET_clean_1,-20.5272,9.10406e-06,-25.9922,-15.1922,50.0549
FIHLUF_clean_2,-41.0189,0.00238093,-41.5074,13.4926,3.13953
FIHFAF_clean_2,-27.5507,0.00029603,-30.5823,-24.2823,4.09885
FIJDIM01_clean_2,-28.0189,0.000435273,-28.3935,-24.3935,2.15628
FIJDEI_clean_15,-26.6298,1.04624e-06,-27.9697,11.0303,2.76478
FIJDIM02_clean_2,-27.8923,0.000422144,-28.252,-24.352,2.16374
FIJDIM05_clean_2,-27.6187,0.000399118,-28.1141,-24.2141,2.26136
FIJCUX_clean_14,-24.0242,0.000117972,-27.0985,-19.8985,5.01658
FEWTUY_clean_2,-33.092,0.000605981,-22.2257,-13.5257,20.4209
FIJDIM06_clean_2,-27.5086,0.000389182,-28.0341,-24.1341,2.30017
FIFGAE_clean_190,-18.7355,6.04719e-05,-19.8213,-16.8213,13.7855
FIJCUX01_clean_14,-23.5713,0.000104287,-27.0178,-19.2178,6.31244
FIJDIM03_clean_2,-27.8487,0.000419859,-28.2692,-24.2692,3.95103
FIFMOX_clean_60,-25.5589,0.000154046,-27.8352,-20.4352,12.1709
FIJDIM04_clean_2,-27.7093,0.000406287,-28.1423,-24.1423,4.1073
FIJDIM07_clean_2,-27.4656,0.000387284,-27.9992,-24.0992,2.52374
FIFMUD_clean_60,-26.3216,0.000174724,-28.2129,-15.7129,11.7862
FIJDIM08_clean_2,-27.3395,0.000376363,-27.9314,-24.0314,2.39069
FIJDIM09_clean_2,-27.2629,0.000371495,-27.8853,-23.9853,2.39929
FIJDIM10_clean_2,-27.6599,0.000374268,-28.115,-24.215,2.23963
FIJDIM11_clean_1,-27.7046,0.000389989,-28.0903,-24.0903,2.7308
FIJDUY_clean_14,-23.1027,2.45854e-05,-23.8408,-15.2408,1.86709
FIJDIM12_clean_2,-27.7337,0.000406985,-28.138,-24.238,2.97956
FIJDIM_clean_2,-27.9683,0.000427052,-28.4209,-24.5209,2.42087
FIKQIB_clean_2,-23.0159,5.63769e-07,nan,nan,0.220799
FIKTOK_clean_2,-28.4403,2.00663e-06,nan,nan,0.18571
FIJFIO_clean_15,-33.2783,0.000761668,-36.2096,-21.3096,2.43572
FIHRIZ_clean_15,-26.4248,0.000356021,-30.1438,-22.3438,9.6526
FIHRIZ_clean_15,-26.4248,0.000356021,-26.5109,-23.8109,9.6526
FIJFUA_clean_2,-27.8303,0.000233897,-30.5675,-22.0675,2.07093
FIJFOU_clean_2,-33.6345,0.000804235,-37.0748,-24.9748,2.79144
FIJYED_clean_14,-46.8631,0.0891561,-47.7633,-39.2633,1.78298
FIJFEK_clean5b_91,-24.5988,0.000139231,-26.6314,-24.5314,3.92115
FIJZEE_clean_37,-33.4869,0.00305094,-34.4545,-30.7545,2.88996
FIJDOS_clean_2,-19.7703,3.72833e-05,-21.7626,-18.2626,5.04278
FIJFEK_manual_91,-24.5988,0.000139231,-26.6314,-24.5314,4.81191
FIMXUW_clean_2,-26.8042,4.95749e-05,-27.5045,-1.80451,1.98817
FIHHOV_clean_87,-28.111,0.000194354,-28.9581,-27.2581,13.8778
FIHHOV_clean_87,-28.111,0.000194354,-29.262,9.338,13.8778
FERHAN_clean_148,-32.0401,0.0003942,-22.9839,-14.2839,37.1691
FIPJAR_clean_2,-28.5113,0.000247628,-29.2378,-14.4378,2.0293
FIPJAR_clean_2,-28.5113,0.000247628,-29.2485,-14.1485,2.0293
FIJGEK_clean_15,-51.119,0.248547,-51.7276,17.5724,6.27422
FIPKOG01_clean_2,-26.8793,0.000135655,-28.7983,-21.3983,2.32675
FIPXAF_clean_4,-39.4416,0.00523534,-40.0448,-29.1448,0.677921
FIPWUY_clean_4,-38.6948,0.00653179,-39.4696,-34.1696,0.902255
FIPJEV_clean_15,-34.9004,0.00274037,-36.3693,-22.2693,3.15903
FIPWOS_clean_4,-37.5947,0.00416603,-37.6545,-24.0545,1.37181
FIPKOG_clean_2,-26.6426,0.000129895,-28.6629,-21.4629,2.60708
FIQYUA_clean_14,-29.7729,7.25043e-05,-30.1721,7.42795,1.15042
FAYQAZ_clean_2,-22.6365,6.02577e-05,-27.3221,-17.5221,65.8659
FIQZEM_clean_19,-17.3505,4.36274e-07,nan,nan,0.136126
FIQYOU_clean_14,-28.9462,6.68699e-05,-29.2061,0.893896,1.89539
FIPXEJ_clean_4,-35.8506,0.000229857,-36.8844,-13.9844,2.28244
FIPKUM_clean_2,-26.804,0.000118872,-29.6434,-20.3434,3.86072
FIMNIA_clean_2,-20.0183,1.6931e-05,-24.5769,-8.87689,7.75952
FINQOK_clean_2,-20.0293,1.96926e-05,-24.6038,-17.7038,6.62558
FIQZAH_clean_14,-30.91,0.00011729,-31.326,1.27398,1.47786
FILYAC_clean_52,-26.7712,0.000225637,-31.538,-22.338,8.58016
FINQUQ_clean_2,-19.9281,1.91312e-05,-24.4503,-17.7503,6.60895
FIJXUR_clean_13,-21.0327,8.74771e-06,-26.1732,-15.3732,11.1898
FIRVEH_clean_5,-28.0014,1.48068e-05,-29.096,1.10405,1.54521
FIQKIB_clean_23,-29.5427,0.000165091,-31.6358,-24.1358,5.24775
FEWWEL_clean_14,-34.0108,0.00217818,-38.5559,-29.6559,35.5625
FIDRIV_clean_95,-21.0981,2.95214e-05,-25.9156,-16.8156,28.8845
FITJAU_clean_14,-24.7673,1.28464e-05,nan,nan,0.45018
FIVNAZ_clean_2,-18.8155,1.56552e-06,-19.474,4.52597,0.323113
FITJEY_clean_14,-25.3777,1.41375e-05,nan,nan,0.700207
FIVQOR_clean_2,-36.3368,0.00296968,-37.5626,-33.6626,1.08249
FITHIA_clean_122,-31.48,0.000132121,-32.3205,-15.7205,2.44388
FEWWIP_clean_14,-36.1482,0.00409912,-40.6664,-30.2664,38.3143
FIVQIL_clean_14,-26.9496,9.74296e-05,-26.7551,19.4449,2.41416
FEVNEA_charged_2,-24.6466,7.6367e-05,-30.3864,-18.6864,43.4836
FITHAS_charged_14,-29.0032,0.000175809,-30.1155,-15.3155,5.11625
FIWJIG_clean_90,-38.7387,0.00378942,nan,nan,0.955075
FEVNIE_charged_2,-23.1335,4.719e-05,-28.6909,-19.2909,44.5348
FIYDOH_clean_2,-30.0176,7.4256e-05,-31.3143,-22.5143,1.59614
FOCREW_clean_2,-42.003,0.00881461,nan,nan,0.522891
FIVYEP_clean_12,-22.5904,2.47109e-05,-23.0941,-18.7941,3.6512
FODCEI_clean_2,-32.514,1.6587e-05,nan,nan,0.392142
FIVYEP01_clean_12,-22.5931,2.47223e-05,-23.092,-18.792,4.44055
FIRZOX_clean_40,-18.8848,1.19658e-05,-22.2289,-15.7289,8.95728
FODZUU_clean_14,-53.9689,0.681111,nan,nan,0.242133
FOCZEE_clean_2,-37.3746,0.000830532,-38.5656,-27.2656,1.87348
FODYUT_clean_29,-34.2628,0.000558075,nan,nan,1.4217
FOFDAH_clean_2,-43.126,0.00887648,nan,nan,0.480547
FOFHAK_clean_2,-30.4847,0.000173833,-31.6188,-24.3188,0.92484
FOCZAA_clean_2,-36.9418,0.00302451,-36.9592,-29.4592,3.31181
FOCZAA_clean_2,-36.9418,0.00302451,-36.6844,-35.5844,3.31181
FOFCIO_clean_2,-37.499,0.000973679,-38.8782,-28.5782,2.73856
FOFCOU_clean_2,-36.8291,0.00299826,-36.7359,-29.6359,2.72464
FOFCOU_clean_2,-36.8291,0.00299826,-36.6493,-35.6493,2.72464
FOFHUE_clean_2,-32.6609,6.14046e-05,-34.0511,1.84891,1.39888
FIHHUB_clean_175,-21.7705,0.000105624,-23.9241,-13.1241,32.0948
FIVYUF_clean_1,-37.0832,0.000642907,-38.6459,-1.84594,7.83056
FIVYUF_clean_1,-37.0832,0.000642907,-38.6994,-1.39939,7.83056
FOGFAK_clean_2,-39.1166,0.00337325,nan,nan,0.278577
FOHCAH_clean_14,-13.7984,2.10586e-08,nan,nan,0.0950464
FILYEG_clean_14,-21.6558,5.22819e-05,-26.1282,-19.2282,22.3703
FOHRUR_clean_2,0.266756,5.46474e-12,nan,nan,0.121272
FOHSAW01_clean_14,-24.0546,3.47912e-06,nan,nan,0.135202
FOFHEO_clean_15,-28.5678,0.000328596,-29.9167,-26.4167,4.33852
FOHQUO_clean_14,-24.8734,7.15294e-06,-25.8599,-4.45991,1.1818
FOHCIP_clean_33,-24.9231,3.5391e-05,-25.214,-19.214,1.39902
FOJVUX_clean_2,-26.6302,1.98389e-06,nan,nan,0.106539
FAYPAY_clean_2,-20.8722,4.82311e-05,-26.1134,-15.3134,83.5354
FOJKIA_clean_14,-32.9085,0.0012287,-34.5181,-26.6181,1.71072
FEZCIX_clean_14,-9.59826,1.7025e-06,-11.2439,-8.24386,47.076
FOKGET_clean_14,-17.7741,3.49664e-07,-19.3385,8.66148,1.57005
FOJPEB_clean_70,-32.5874,0.000467752,nan,nan,2.1434
FOKYUB_clean_14,-22.9241,1.37148e-05,nan,nan,0.331654
FOKZIQ_clean_2,-33.3268,0.000467268,nan,nan,0.123136
FIRNOL_clean_5,-21.5135,8.57236e-05,-25.1243,-19.1243,18.4614
FOFMOE_clean_4,-27.8428,2.94043e-05,-31.0257,-16.4257,7.38206
FOLLEZ_clean_33,-30.4083,8.49579e-05,-32.2895,-23.5895,2.0221
FIZPOV_clean_14,-23.7465,0.000239104,-27.0176,-22.9176,12.9138
FONKEA_clean_15,-33.0912,0.000318692,-33.6791,-26.5791,2.62167
FIMZAE_clean_205,-24.8856,0.000122173,-28.7775,-13.8775,28.4929
FOKWIN_clean_88,-35.1094,0.000186781,-35.8678,-16.8678,5.32145
FOFTIF_clean_2,-32.1543,0.00061883,-37.2142,-25.0142,9.32018
FONPUV_clean_61,-29.5865,0.000388522,-29.758,-27.858,2.8712
FIRNUR_clean_5,-21.3559,0.000120636,-24.098,-19.498,22.3494
FONQIJ_clean_76,-31.3833,0.000602593,-31.4995,-12.9995,2.7992
FOFTOL_clean_2,-32.5691,0.000578852,-36.8469,-22.4469,10.2709
FIRMUQ_clean_5,-20.7755,8.45992e-05,-23.6557,-18.9557,23.3674
FIRNAX01_clean_5,-19.6946,8.3215e-05,-22.8719,-17.9719,24.4246
FOFTUR_clean_2,-32.4886,0.000619838,-36.7817,-24.8817,11.3873
FOKYEL_clean_2,-32.5077,0.000455857,-26.8445,-17.8445,8.37392
FISXEM_clean_20,-29.7346,0.000464054,-32.3326,-24.3326,22.8656
FOQTAH_clean_62,-29.8265,2.42533e-05,nan,nan,0.304857
FOQSUA_charged_2,-4.05255,4.27987e-10,-5.08759,9.91241,0.458302
FOQTEL_clean_62,-31.0912,5.09297e-05,nan,nan,0.321729
FIRNIF_clean_5,-19.7556,7.59482e-05,-22.9653,-18.4653,27.313
FOKYIP_clean_15,-30.472,0.000323233,-32.4573,-17.1573,11.0286
FOQNIK_clean_14,-33.3073,0.000387279,-34.5553,-15.8553,7.1989
FIBKEI_clean_63,-28.0618,0.000173006,-31.8918,-16.1918,55.2018
FIMYUX_clean_205,-22.4737,7.30867e-05,-25.3676,-13.2676,35.9637
FOQNOQ_clean_14,-33.8448,0.000337536,-35.5954,-16.3954,7.35703
FOQNUW02_clean_14,-35.0032,0.000515833,-36.5608,-16.6608,6.99514
FOQNUW_clean_14,-35.3315,0.000555154,-36.8798,-16.8798,6.98768
FIRPAZ_clean_5,-19.4745,8.31311e-05,-22.5369,-18.4369,29.4166
FAYPEC_clean_2,-23.1037,7.66509e-05,-28.7693,-18.8693,97.6421
FOQNOQ02_clean_14,-35.2942,0.000508173,-30.5069,-17.5069,8.72427
FOQNOQ01_clean_14,-35.461,0.000507923,-30.5,-16.4,9.20364
FOQPAE02_clean_14,-35.1874,0.000734652,-36.5666,-17.4666,7.01586
FOXKIO_clean_14,-31.9358,1.17281e-05,nan,nan,0.143419
FOPBAP_clean_20,-30.2745,0.000201192,-32.0998,8.50019,11.5527
FOQNUW01_clean_14,-34.9169,0.000499764,-36.5038,-17.0038,9.30139
FOXQIT_charged_2,-44.6879,0.0066411,nan,nan,0.29279
FOXPUE_clean_2,-31.9563,3.32217e-05,nan,nan,0.361535
FAYQUT_clean_2,-25.8143,0.000143333,-30.3409,-18.4409,98.5152
FOXNIQ_clean_2,-23.7928,1.68814e-05,-24.029,-19.729,2.91906
FOVPOX_clean_60,-30.3329,0.000300856,-31.4167,-0.716698,4.3704
FOVPEN_clean_15,-31.7058,0.000339345,nan,nan,4.42499
FORWAL_clean_198,-32.9326,0.000708417,-36.2984,-18.1984,5.01314
FIRNAX_clean_5,-19.9731,8.75565e-05,-22.6355,-18.2355,35.6525
FOQPAE_clean_14,-32.615,0.00033226,-34.1099,-17.7099,11.0503
FUDQIF_clean_123,-36.6535,0.000993178,-37.3393,-25.8393,0.367322
FUFREE_clean_33,-10.4718,3.34732e-09,nan,nan,0.102047
FORWAL_charged_198,-32.9326,0.000708417,-36.2984,-18.1984,6.9857
FUFTUX_clean_14,-41.5478,0.00284536,nan,nan,0.87535
FOJLOH_clean_15,-29.0567,0.000269997,-33.9317,-22.2317,21.7543
FUBNOH_clean_15,-39.6718,0.00548589,-39.7154,-5.01541,3.44213
FORKUU_clean_123,-24.594,0.000139812,-27.4147,-19.7147,12.5353
FEKBED_clean_204,-111.378,1.73527e+10,-112.625,-88.5246,82.4898
FOVPUD_clean_60,-29.7894,0.000270193,-31.4236,7.07636,7.52766
FUJKUS_clean_2,-17.8924,6.86058e-08,nan,nan,0.219165
FOBNAN_clean_15,-22.7218,6.92431e-05,-27.3554,-15.9554,30.8004
FUMHEC_clean_2,-27.2136,5.45357e-06,nan,nan,0.180675
FUFQUT_clean_2,-32.6397,0.00034737,-33.8082,3.19181,3.19858
FUHMOM_clean_14,-30.0108,0.00074336,-31.9259,-23.9259,2.57383
FUMHOL_clean_2,-18.5879,2.39744e-06,-20.2767,-10.8767,1.59796
FOXHUX_clean_92,-32.5066,0.000580583,-35.1188,-8.71876,9.64938
FOPTOU_clean_15,-29.9358,5.92434e-05,-32.6935,-19.3935,19.6391
FORPIM_clean_15,-16.4622,1.22425e-05,-18.837,-12.137,15.3135
FOWTOC_clean_92,-32.7312,0.000610091,-35.3157,-10.0157,10.6921
FULQOT_clean_14,-29.0419,0.000333493,-30.5108,-13.2108,3.38326
FUMJAA_clean_7,-21.8549,8.61191e-05,-22.6213,-20.1213,3.49107
FORQEJ_clean_15,-16.4927,1.22404e-05,-18.9678,-12.1678,13.1889
FULQUZ_clean_33,-25.9195,0.000193659,-27.0532,-24.2532,4.06551
FUHNED_clean_14,-27.4161,0.00037297,-28.6841,-24.2841,5.28102
FORQAF_clean_9,-16.6946,1.20819e-05,-19.2466,-12.9466,14.0798
FORPOS_clean_15,-16.5289,1.22938e-05,-18.9698,-12.7698,15.6982
FUHNIH_clean_15,-27.4623,0.000157127,-28.3216,-18.5216,5.91302
FUNQEM_clean_15,-28.1513,2.04173e-05,nan,nan,1.55589
FUHJOJ_clean_14,-30.0854,0.000451743,-32.0728,2.42723,7.31048
FUDGES_clean_14,-19.2778,4.96585e-05,-22.5884,-17.6884,9.44077
FOQPAE01_clean_1,-35.1983,0.000727243,-36.5933,-17.4933,20.9109
FOQPAE01_clean_1,-35.1983,0.000727243,-36.5933,-17.4933,20.9109
FORQIN_clean_15,-16.5743,1.21991e-05,-19.0015,-11.8015,14.9729
FURFIJ01_clean_14,-29.6185,2.09405e-05,-31.1989,-8.59892,1.98457
FURFIJ_clean_14,-29.6187,2.09455e-05,-31.1993,-8.6993,2.24528
FORPUY_clean_15,-18.3233,1.69954e-05,-21.1471,0.752924,16.9332
FUNBAS_clean_4,-33.6744,0.00103678,-36.1237,-23.9237,6.21868
FURSES_clean_11,-27.7861,0.000123661,-29.4612,-20.1612,0.789355
FURFOP_clean_2,-32.8008,0.000653571,-34.3367,-2.43668,3.54493
FUDHAP_clean_19,-20.7063,5.89023e-05,-24.9434,-19.1434,12.8081
FUSGOR_clean_11,-26.6569,9.40461e-05,-28.3884,-19.2884,1.34287
FUNBIA_clean_26,-33.5429,0.000742922,-34.9992,-22.8992,7.88879
FUNBEW_clean_47,-26.2419,0.00012372,-28.9613,-13.2613,8.74166
FUNFOL_clean_2,-24.6076,8.95088e-05,-29.9783,-17.8783,7.96129
FUDHET_clean_14,-22.7236,0.000107957,-27.9032,-20.0032,14.8018
FUNBOG_clean_10,-24.6244,8.25356e-05,-27.247,-11.747,8.96029
FURQOZ_ion_b_148,-22.2711,1.25261e-05,-25.0817,-13.2817,7.68855
FUNGAY_clean_15,-29.8399,0.000330381,-31.1528,6.7472,10.0312
FIHHUB_SL_1,-21.7861,9.27383e-05,-24.0471,-12.6471,69.6977
FUNLAD_clean_15,-30.4802,0.00119856,-32.7078,-27.9078,9.97801
FIFGIM_clean_15,-22.4088,6.5097e-05,-29.6589,-12.8589,75.8841
FUTJOV_clean_1,-19.4342,4.13358e-07,-20.1134,11.9866,0.432922
FOMWOV_clean_15,-24.849,0.000129164,-29.1204,-19.9204,36.3268
FUNCAT_clean_4,-34.5765,0.000854754,-36.0922,-18.8922,14.1886
FUSWIA_clean_58,-23.6775,0.000126358,-24.5991,-19.7991,4.29785
FUNCEX_clean_10,-25.1717,8.93724e-05,-27.7462,-12.1462,16.5182
FURSAN_ion_b_2,-17.9997,8.31818e-07,-17.687,-7.88697,12.6413
FURSAN_ion_b_2,-17.9997,8.31818e-07,-17.6476,-7.34756,12.6413
FUTYEA_clean_14,-24.6781,0.000172245,-25.6638,-22.0638,1.90494
FUTYOK_clean_14,-24.1531,0.000157556,-25.1845,-21.6845,2.00797
FUTDII_clean_2,-21.9341,5.91391e-05,-24.6899,-16.8899,7.77654
FUBDAI_clean_61,-21.3615,3.89343e-05,-25.0993,-20.9993,27.748
FUTCAZ_clean_19,-16.2603,1.70674e-05,-18.1222,-13.5222,8.35087
FUTKEL_manual_1,-28.3398,0.000288202,-31.5862,-17.4862,6.23575
FUTZEB_clean_14,-24.806,0.000140311,-25.9659,-22.6659,2.14596
FUTKEL_clean5b_1,-28.3398,0.000288207,-31.5985,-17.4985,9.83142
FUTZOK_clean_15,-27.8673,0.000114735,-28.4755,-24.2755,2.63705
FUVBAB_clean_14,-24.3184,0.000143227,-24.8884,-21.9884,2.17385
FUBDIQ_clean_61,-21.6173,4.09611e-05,-25.4997,-20.7997,29.8784
FIQCEN_clean_225,-32.8155,0.000322429,-33.6504,-10.8504,65.9089
FUBDEM_clean_61,-21.0061,3.64108e-05,-24.5294,-20.8294,32.0565
FURRUG01_ion_b_2,-15.9643,2.05404e-06,-18.5705,-11.3705,20.9916
FURRUG01_ion_b_2,-15.9643,2.05404e-06,-18.6236,-11.4236,20.9916
FUVDEH03_clean_82,-32.0002,0.0004505,-34.5648,-24.8648,2.98886
FUVDEH02_clean_82,-32.1427,0.000490898,-34.6033,-24.8033,3.05346
FUVDEH06_clean_82,-26.3239,6.19534e-05,-26.6616,-23.6616,2.23362
FUVDEH04_clean_82,-31.6955,0.000462364,-33.8135,-25.9135,3.74912
FURRUG_ion_b_2,-21.3587,7.46499e-06,-25.1053,-11.4053,22.1676
FURRUG_ion_b_2,-21.3587,7.46499e-06,-25.0699,-11.4699,22.1676
