Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
AVIVAC_clean_141,-30.2154,0.000279497,495.992,9.27179
ATEZEG_clean_15,-26.1845,0.000333692,920.498,28.6283
AVIVEG_clean_141,-30.0095,0.000280392,505.401,9.29015
AVEMOE_clean_33,-27.0801,4.4145e-06,0,15.017
AMIXEA_clean_1,-36.4656,0.00175595,65.9984,74.7842
AVIVOQ_clean_141,-28.4474,0.000271429,501.787,8.93795
AVIVIK_clean_141,-30.0247,0.000293315,480.951,9.20239
AVAGUB_clean_86,-27.0842,4.27082e-05,6.26544,19.4632
AVIVUW_clean_141,-29.3729,0.000238136,496.841,9.27594
AVEQID_clean_14,-20.9875,9.4885e-05,876.534,15.8274
ASAHEJ_clean_2,-20.0211,6.99926e-06,361.015,38.8781
AVAGIP_clean_88,-33.2265,0.000445135,48.0406,20.2617
ARUDAU_clean_2,-37.3298,0.00587168,140.126,43.1928
ARUCUN_clean_2,-37.8612,0.00636919,96.8681,43.7606
AVAGOV_clean_88,-33.0377,0.000463113,46.931,20.6637
ARUCOH01_clean_14,-35.8425,0.00359704,136.9,45.1684
ASUJIJ_clean_14,-37.1721,0.000905885,2.23941,35.4512
AVEMAQ_clean_118,-28.3254,0.000236076,428.66,18.8426
AVUJIL_clean_14,27.6021,2.46538e-16,0,9.66081
AVELOD_clean_118,-28.8673,0.000251292,454.744,19.4547
AVELUJ_clean_118,-29.4108,0.00029697,444.959,19.5314
ANENIR_clean_1,-29.782,0.000260657,171.902,71.2358
ASOYOY_clean_80,-26.5241,0.000207591,615.966,36.96
AVIPOL_clean_14,-24.9478,0.000212873,522.66,14.4885
ATEXII_clean_19,-35.3305,0.000654252,0,34.03
AMAGAX_clean_2,-28.8478,0.000350572,389.713,85.1297
AVIMIC_clean_15,-28.8924,0.000151163,132.251,17.1241
AVESOL_clean_14,-26.1083,0.000411147,520.953,19.3883
AVESUR_clean_56,-24.6269,0.000170243,459.455,19.388
AHIYUN_clean_15,-55.533,1.45185,70.4237,107.294
AXAQAT_clean_8,-9.56447,1.74168e-09,0,5.72325
ATIJUJ_clean5b_1,-19.1734,1.18359e-05,372.789,32.678
AVEVEE_clean_2,-26.0694,1.9163e-05,0,20.832
AWUPAL_clean_58,-16.2857,3.87572e-05,741.926,7.17296
AWUPOZ_clean_58,-16.7187,4.20284e-05,742.702,7.46823
AXUDII04_clean_225,-25.9307,3.90739e-05,85.9562,1.56855
ASAMUE_clean_61,-27.9389,3.9777e-05,29.2737,45.4921
AWOFOI_clean_14,-24.6058,0.000138382,230.148,8.33212
AXAWUT_clean_60,-25.0452,7.32047e-06,0,7.8107
AXIGAR_clean_9,-18.3847,2.47604e-05,355.8,6.72756
ATIJUJ_manual_1,-19.1734,1.18359e-05,372.82,34.7419
AXOCAT_clean_14,-14.1196,2.18939e-08,0,6.7294
AVIPAX_clean_14,-28.79,0.000443801,630.651,21.8621
ASADAA_clean_2,-28.4094,0.000241315,260.887,49.4361
AWEGEP_clean_62,-23.3342,2.04864e-05,145.66,14.1906
AYUPOZ_clean_76,-14.6829,1.22135e-07,0,4.20393
AVALEO_clean_15,20.2566,1.53354e-15,0,32.7371
AQEGUY_clean_2,-33.8514,0.00152558,220.657,68.0229
AXAFAG_clean_14,-17.9547,6.65233e-06,389.456,13.9328
ARUJED_clean_14,-32.6273,7.47648e-05,0,57.731
AQERUL_clean_135,-50.1235,0.346947,58.7504,68.2608
AZAFIS_clean_2,-28.2072,0.000185792,26.066,6.87781
ATUXOE_clean_2,-32.9087,0.000151934,3.90729,37.7961
ATUYAR_clean_2,-33.2552,0.000134423,2.09388,37.382
AXUPEO_clean_2,-35.6588,0.0049143,300.878,9.82186
ATOXEN_clean_2,-34.4165,0.000444229,1.52943,39.6034
AWASAU_clean_14,-27.7322,5.36082e-05,24.0807,20.4851
ASOSUY_clean_6,-28.5998,0.000566938,511.155,52.9991
AXIPEE01_clean_15,-23.7631,8.4827e-05,400.111,16.7572
