Structures,finished,Diffusion_coefficient,r2,Diffusion_coefficient_log
TOHDEB_clean,0.0,4.0615420703431567e-07,0.9752366777610062,-6.391309043888886
ATUXIY_clean,0.0,4.007062257288931e-06,0.9743404243173692,-5.397173909928918
GAJYUN_clean,1.0,1.240972458175491e-05,0.9978814582691141,-4.906237857014677
TADWIG_manual,0.0,3.500200089868511e-05,0.9977798233408255,-4.455907128380593
CAGXIU_clean,1.0,3.0493549078029688e-05,0.9966945788494977,-4.515792026100223
OTOVAW_clean,1.0,8.622598623833515e-09,0.44511709562325463,-8.064361829544888
CIFDUS_clean,1.0,7.333088775254908e-06,0.9917444347062715,-5.13471305735132
TIFZIR_clean,1.0,3.878395761180526e-08,0.9725975646337988,-7.411347876503528
BETGEO_clean,0.0,8.63978283778633e-06,0.9985760514300226,-5.063497173439665
MOBBAI_clean,0.0,6.960463798698561e-06,0.9938543733436033,-5.157361820949131
KITVEQ_clean,0.0,3.232020780012166e-05,0.9848775130035005,-4.490525855627771
VOXVEL_clean,1.0,1.2514642281021651e-05,0.9893726472490816,-4.902581559767199
NIHBEM_clean,1.0,1.681690519425402e-11,-5.905421863095821,-10.774253924157815
SOXDAM_clean,1.0,2.204337862774477e-06,0.9980211558480498,-5.656721839632826
BETZOR_clean,0.0,1.921010678220849e-06,0.9878073468841447,-5.716470221041741
KAVNIH_clean,0.0,3.545637424875722e-06,0.7637248431719125,-5.450305677202836
EXOTUH_SL,1.0,2.4227692772899824e-05,0.987886862419558,-4.615687942185567
HOXKUB_clean,1.0,1.0566723458945923e-05,0.9857524118853128,-4.976059658321417
ITIWEO_clean,0.0,7.653767040788217e-06,0.9928555436440438,-5.11612476061686
ACAJIZ_clean,1.0,3.585644459436311e-05,0.988184628377805,-4.445432775833514
LAYGAV_clean,0.0,2.030939710146122e-05,0.9950186891189858,-4.692302968736744
HAFWUI_charged,0.0,1.0958845079901024e-10,-4.59275186663589,-9.960235212444248
EKEQIV_clean,1.0,6.618854041947708e-10,-3.9946887357951093,-9.179217195807945
OFEHAK_clean,1.0,1.4271378698813518e-05,0.9989963170497747,-4.845534069466709
JIXWUJ01_clean,1.0,3.463237680044158e-08,0.9987762861448294,-7.460517702042949
IZETUE_clean,0.0,6.976241186625943e-11,-5.684265796201766,-10.15637851313712
QOTHOY_clean,0.0,2.269665509559086e-06,0.9764477245552872,-5.644038141950733
OTOZEE_clean,0.0,2.261198597065975e-08,0.9555004045661365,-7.645661292664729
AXOHIE_clean,0.0,5.047524520649009e-09,-0.7134446830072563,-8.296921562595974
UJULIW_clean,1.0,0.00015526958144874487,0.9980006775166871,-3.8089136176964575
LAGBUS_clean,1.0,5.334824367205698e-06,0.9932967455226477,-5.272879873823199
IGAGAA_clean,0.0,4.506019235783138e-08,0.9848705891620556,-7.346206958644891
AFIXES_clean,0.0,5.10977289352543e-07,0.9577111678592665,-6.291598401877133
REGMOH_clean,0.0,1.721480461094316e-08,-0.016093977209070465,-7.76409790219955
KINHAS_clean,1.0,3.068330464843317e-07,0.9983532992233004,-6.51309786788831
BINMIW_clean,0.0,1.4653377338815042e-05,0.9745378230675029,-4.834062266738738
WAFKEU05_clean,1.0,2.0506377314316018e-05,0.9966021476761511,-4.68811105593421
MAZSOX_clean,1.0,6.234206548574058e-07,0.9934669303954383,-6.2052188129959855
LIJNOJ_clean,0.0,3.480759408694654e-10,-4.606513003897426,-9.458325994264499
WUNVEH_charged,0.0,4.50977301434414e-06,0.9944115275228435,-5.345845316458757
SEQSOY_clean,1.0,0.00010678246193712914,0.997528932897931,-3.971500070428997
WITJOA_clean,0.0,1.6669728769759124e-11,-18.171196729606404,-10.778071466444054
HACREL_clean,0.0,6.375928358458183e-07,0.9831895816800581,-6.195456571427045
IFUNUU_clean,1.0,2.8127032854612653e-05,0.9937415455869102,-4.550876079524628
HAFWUI_clean,1.0,9.681128201053317e-11,-2.954304867275023,-10.014074028751406
AFIXAO_clean,1.0,5.395369083079847e-07,0.980830922283296,-6.267978841015865
POLDOK_clean,1.0,0.00026308411370608975,0.9896782685289591,-3.5799053759283086
TONLOZ_clean,1.0,1.5310467868268116e-05,0.9969299555623509,-4.815011537616408
IQEKOG_clean,0.0,1.5960034681401952e-05,0.9906828276650905,-4.7969661692556445
POKTIU_clean,1.0,9.148395925402763e-06,0.9978340835318003,-5.03865504820862
NASROR_clean,0.0,8.352977650891004e-06,0.9995127814949396,-5.078158680584768
XUDYEC_clean,1.0,4.698914686834224e-05,0.9950537424240339,-4.328002439925649
XUMTUV_clean,1.0,1.760594266538629e-05,0.9954026342716285,-4.7543407167786675
OKIYAJ01_clean,0.0,3.5959587376670504e-06,0.9971562186732214,-5.44418530028317
UVUPOR_clean,1.0,2.0036430011005027e-05,0.9929531268642597,-4.698179656289638
UFANEV,1.0,0.00015591535760586987,0.9943941521558918,-3.807111104856116
NEVPUA_charged,0.0,1.8319227079322328e-05,0.9984223021198345,-4.737092853935992
OQIRAI_charged,0.0,1.6143775855215605e-05,0.9439337317360783,-4.79199488093365
KUFTAI_clean,0.0,4.502482956511546e-06,0.9900398492291888,-5.346547922463342
IPIJEY_clean,0.0,4.205456381551508e-05,0.9930582244228239,-4.376186867111159
JUTCOS_clean,0.0,7.235713798440677e-07,0.9358061011384282,-6.1405186195645864
MITSEO_charged,0.0,4.3163508567838775e-05,0.9966272231220625,-4.364883260705517
NEDVOJ_charged,1.0,3.404291907314103e-05,0.988040004109287,-4.4679732076061445
ATIBUA_clean,1.0,5.683382699371399e-09,0.9122580732656048,-8.245393099079449
NABMUA01_clean,1.0,6.996059905576791e-05,0.981126064104375,-4.15514648041834
VUWROW_clean,1.0,5.319075206585122e-05,0.995225186262187,-4.274163869131569
QIKYOA_clean,1.0,1.2914162986395448e-05,0.9940057855308264,-4.888933736774419
ZADREE_clean,0.0,1.9676005623351516e-06,0.984553312203481,-5.706063061992449
ASADAA_clean,1.0,2.2179698421679664e-05,0.9928285313935283,-4.654044363267599
WUNSEE02_clean,1.0,1.2179799695790037e-06,0.9843109596158649,-5.914359853881173
NARPOO_clean,1.0,4.888207463797279e-07,0.9979176037475027,-6.310850370181558
WAFKEU06_clean,1.0,2.4707772528783598e-05,0.9980285476514832,-4.607166405632419
WANHAX_clean,0.0,2.6758271470171625e-08,0.9990918058076639,-7.572541944536961
XUWFUR_clean,0.0,1.7085772981713773e-05,0.922836544543339,-4.767365368395859
DARDEH_clean,1.0,1.4100929850967312e-05,0.9943124432308079,-4.85075224792412
HIYZEV01_clean,1.0,4.330440733732142e-10,-4.095452033094179,-9.36346790076276
XUMVAD_clean,1.0,1.4948196742161965e-05,0.9829199197993618,-4.825411194775236
MATWUC_clean,1.0,9.525839730278463e-05,0.9925781726649976,-4.021096729652186
NABMUA_clean,1.0,6.609205168161602e-05,0.9983665946296031,-4.179850766208338
VEHKOK_charged,0.0,2.584879304333804e-05,0.9654995424367571,-4.587559730591533
DOKDEN_clean,1.0,2.1013263269283273e-05,0.999307762850347,-4.677506498294051
YANBAR03_clean,1.0,2.2744012342336363e-09,0.47885033618700157,-8.643132917641958
LELMIA_clean,1.0,4.6058798360052064e-05,0.9870728903406143,-4.336687396645477
TAWYUO_clean,0.0,9.221084623169822e-06,0.9859169485221292,-5.035217992378767
NEBNOZ_clean,1.0,2.4500137450054643e-05,0.9864632583856309,-4.610831479160659
WAFKEU07_clean,1.0,1.77976711333784e-05,0.9859832822476515,-4.749636822415426
POKSEP_clean,1.0,1.4874844450441128e-05,0.9779643420252859,-4.827547567089718
YARDIG_clean,1.0,3.61703882936974e-09,0.917321766856387,-8.441646829007112
AWIBAL_clean,1.0,4.2739991683350514e-05,0.9991861144915775,-4.369165566680029
UMEPOT_clean,0.0,6.578080880368684e-05,0.9490539199933684,-4.181900790980778
WAQFAY_clean,0.0,5.16473067957632e-06,0.9963917093787543,-5.286952320305722
CEDFIC_clean,1.0,1.7599059989940233e-05,0.9867106511726264,-4.754510528327003
TUZNOS_clean,0.0,6.138546616270479e-10,-2.9062529689945604,-9.21193444176601
PUNSOH_clean,1.0,2.236034354048491e-10,-13.637367451647156,-9.650521528308388
QUFGED_clean,1.0,2.2551999484899732e-10,-1.187107418367912,-9.646814947055983
OBIBAF_clean,0.0,4.1534466746936184e-05,0.9479888777118015,-4.3815913609866275
ZIDNEH_clean,0.0,8.365464947548854e-06,0.9651975329104304,-5.0775099162026835
SIWTEZ_clean,1.0,2.9324691464047267e-05,0.9950364873424746,-4.532766548561679
NARPUU_clean,1.0,2.9125423302356225e-07,0.9973404645789155,-6.535727753981665
NUZCIV_clean,0.0,6.944380710940991e-05,0.9625887099521976,-4.158366477905216
BEPREV02_clean,0.0,2.6884333353292716e-05,0.9897956739004118,-4.570500728187269
UNACES01_clean,0.0,3.1635110745838643e-07,0.9445565287754925,-6.499830640856407
KOHLIE_clean,0.0,5.359024734405435e-05,0.9896035220329689,-4.2709142384796195
FEJDII_clean,1.0,8.13626156055164e-06,0.9798275277086199,-5.0895750983746
GOBTAT_clean,0.0,4.5247458957007235e-05,0.9815070483930396,-4.344405805230862
ACAKUM,1.0,7.747682328204279e-09,0.8601791494125035,-8.110828194604487
ESARUN_clean,1.0,7.190055801734708e-06,0.9816266180804452,-5.143267739061982
VOCCOH_clean,1.0,3.1088578571888213e-10,-2.5602241628058415,-9.50739913426101
WIHVEP_clean,1.0,1.965815115245067e-07,0.9788773032496798,-6.706457329944667
DOMGET_clean,0.0,2.085150622087871e-05,0.99929834855504,-4.680862568038456
AWEWOP_clean,0.0,1.0563314386124373e-05,0.9953880608197838,-4.976199794514121
WIXRUQ_clean,1.0,1.986786187698997e-11,-7.344237438697318,-10.701848867917281
ECODOQ_clean,1.0,1.6569078597238276e-09,0.9037409165939603,-8.780701641928355
DADLEC_clean,0.0,1.6621543494511053e-05,0.9732170700861408,-4.779328649623857
NOFRIK_clean,0.0,7.518577023183444e-11,-5.854982497228743,-10.123864346836092
OWEYOF_clean,0.0,9.732856691419011e-05,0.9437825718647672,-4.011759671218697
NOPJOT_clean,0.0,5.7265501862609224e-05,0.9909661196817652,-4.242106928864475
XAKZOZ_clean,0.0,1.4713636181176941e-06,0.9321939309886301,-5.832279986805189
PUWDAM_clean,1.0,1.3792456627976063e-05,0.9999354881344542,-4.860358373058842
ACAKUM_clean,1.0,6.518153223931071e-09,0.7214124116547085,-8.185875434677008
WIKXUJ_charged,0.0,2.6234744157058694e-05,0.9357797862375068,-4.581123166713191
REHJAR_clean,0.0,4.5205327864423e-06,0.9888439869993048,-5.344810376565634
WIHDUN_clean,1.0,1.5565570918656941e-07,0.9969317466268568,-6.8078349455066745
NUHZAS_clean,0.0,9.210829173946113e-09,0.9807329047792053,-8.035701272141893
CAVMIX_clean,0.0,1.8461793263848526e-06,0.9156763442968839,-5.733726116594577
APAYOH_clean,0.0,6.118253218907804e-05,0.9940845020626105,-4.213372552637607
HOKLIE_clean,0.0,8.457771231466215e-06,0.9142092364012147,-5.072744065967968
YOYQEK_clean,1.0,2.564616108355231e-06,0.9939386525291715,-5.590977634256053
LIXXEW_clean,1.0,2.848692141981276e-06,0.9889555219984962,-5.545354482407773
MEGFIN_clean,0.0,1.3254427368150226e-06,0.8914709861804903,-5.8776390303771
FEJDII01_clean,1.0,6.9995644640177205e-06,0.9983325389042599,-5.154928982379807
MAFFUW_clean,0.0,1.5899231517029963e-06,0.9640207858432747,-5.7986238666216225
YEKWOC_clean,0.0,3.1916999302980724e-09,-2.107687211421373,-8.49597794587442
OKUJOV_clean,0.0,3.005786697742636e-06,0.9959192548311206,-5.522041841872922
WUNSEE02_charged,0.0,8.667455085344172e-07,0.9630444454302183,-6.062108400174909
TETZID_clean,1.0,2.0385584809323733e-08,0.6929617411604885,-7.690676825255768
PYDCUT_clean,1.0,0.00014904165360739137,0.9997473617615321,-3.826692339616233
TORKAO_clean,1.0,2.8265000181409167e-09,-2.0707215819711644,-8.548751007416493
FAYQON_clean,0.0,7.4063866659724135e-06,0.9608112842759353,-5.130393618439075
IYESUC_clean,0.0,1.11174272805268e-05,0.9557569595379435,-4.953995702604841
ONUKAL_clean,1.0,3.3864286220198645e-08,0.986366446061907,-7.470258073871172
GAXQIH_clean,1.0,1.3018995742515666e-05,0.9978819080083025,-4.885422515023204
DEYVUA_clean,1.0,3.7355739937629754e-05,0.9898641727344324,-4.427642656721126
PURNIB_clean,0.0,2.3647239548896752e-09,0.4953429688289064,-8.62621954916095
HOJJUN_clean,0.0,2.4017125669338045e-07,0.9371180404859384,-6.619478969482667
AFITEP_clean,1.0,5.9515222991886455e-06,0.9952829183538207,-5.225371934846617
FUWFUA_clean,0.0,7.744933439708688e-05,0.9816881466295793,-4.110982310234206
SATCEX_clean,1.0,6.942587071496552e-05,0.9990967056261562,-4.158478664774197
XAYMUF_charged,1.0,4.418800044096132e-06,0.9971314825301294,-5.354695650329638
YOGKEM_clean,0.0,1.2495469377680342e-05,0.998454066051634,-4.9032474254672795
DAWCOV_clean,1.0,9.72487051530542e-06,0.9970015090299106,-5.012116172507419
EPEWEC_clean,1.0,3.4802155025920964e-05,0.988544056538363,-4.4583938627520325
GUTYIE_clean,1.0,1.6582228569642442e-05,0.997581379688524,-4.780357102829302
APAZEY_clean,0.0,0.00011626970837318703,0.9948266750452047,-3.934533416827154
LABPOV_clean,1.0,4.0192646160621694e-08,0.9786732380131098,-7.395853400249242
TUCJAD_clean,1.0,1.2706982169127788e-05,0.9910794409503952,-4.895957579494442
RIDDUE_clean,1.0,2.032927553522331e-05,0.9585228895438324,-4.691878097833234
GAPDUX_clean,1.0,2.254408846711236e-11,-9.3312464601943,-10.646967319980668
SUTJIC_clean,0.0,2.0531074202360232e-10,-9.302062676922528,-9.68758832739741
VUKTOM_clean,0.0,1.1233026425469229e-05,0.9822186856250014,-4.949503219445891
OGOJOJ_charged,0.0,9.498747081910904e-08,0.9717638427305663,-7.02233367590036
ECEDEY_clean,1.0,1.156979739733425e-05,0.9876987356846528,-4.936674246060364
LIVWAQ_clean,1.0,1.960300440356988e-06,0.9987937493770992,-5.707677362526248
MIMKIE_clean,1.0,2.5385620045477644e-07,0.9900244075219801,-6.5954122244578866
LAPMUN_clean,0.0,4.42607224258687e-08,0.9559720656860999,-7.353981501773247
VAHVOQ_clean,1.0,4.5377618767716356e-10,-4.395435831070961,-9.343158297855547
UYAMOY_clean,0.0,2.7881478246325622e-08,0.8216429942947089,-7.554684204132031
VAHJEW_clean,1.0,9.095929537430743e-06,0.9868850322021179,-5.041152912614906
NUDMUW_clean,1.0,4.463970512315188e-05,0.9976544718932827,-4.350278682883447
QOGGID_clean,1.0,5.324661590985099e-11,-5.923197063973551,-10.273707988609978
NUDLIJ_clean,1.0,3.641889019789048e-05,0.9966649970304535,-4.4386732927057295
YUSWIU_clean,1.0,2.0896077268673e-05,0.9999140783584186,-4.679935234485406
UTULUR_clean,0.0,3.513288993823199e-05,0.9837952289277067,-4.454286124827791
LUWMIB_clean,1.0,3.102304498301247e-05,0.942811849582474,-4.508315577430911
ZOXGUQ_clean,0.0,1.071917703884823e-09,-0.36245031197634336,-8.969838556173716
DINNIZ_clean,0.0,3.251144549874925e-05,0.9823949387093571,-4.487963720809182
LOSBOM_clean,1.0,0.00010809960265594592,0.9982128623008962,-3.9661759023894025
GAJZUO_clean,1.0,4.9520630352219805e-06,0.9869181409565827,-5.3052138357821965
BUPDOH_clean,0.0,2.512263165177821e-06,0.9739435000171576,-5.599934869234914
MAHTAR01_clean,1.0,1.0396506681380912e-05,0.9732827329683572,-4.983112562995034
MUVJIX_clean,1.0,9.77047685448843e-05,0.9936870001014065,-4.010084239738831
VECVUW_clean,0.0,4.203361350401719e-10,-7.973389600737812,-9.376403273392183
ERANOC_clean,0.0,3.795817192850388e-06,0.9978445422475036,-5.420694711431275
CUTFUT_charged,0.0,8.346824331947023e-06,0.9965526067529438,-5.078478726605248
ARAFOP_clean,1.0,3.962841539762083e-05,0.9836329159362742,-4.401993293243104
EPEWAY_clean,1.0,3.483187790128251e-05,0.9959993677871948,-4.458023110664378
VEDGAO_clean,1.0,2.872693069901558e-07,0.9916633854574698,-6.541710773301085
RAJFEQ_clean,1.0,2.4585277846181293e-05,0.983488848603337,-4.609324879243598
OKIWUB01_charged,0.0,3.983999045842269e-06,0.9896863341525161,-5.39968077426076
XODNUB_clean,1.0,3.654969830153517e-09,0.29031518196368156,-8.437116203563008
MIMSIM_clean,0.0,1.75192268251655e-05,0.9956687198972145,-4.756485064433558
IFUPAC_clean,1.0,2.427253459564507e-05,0.9682284695034653,-4.614884871240028
KABXOC_clean,1.0,1.3256767788459755e-05,0.9966561858221621,-4.877562350949983
VAMZAN_clean,0.0,6.876862070070934e-05,0.9803386004895405,-4.162609686259666
VAMZER_clean,0.0,3.63483421334555e-05,0.6381625698842815,-4.439515392747491
AFOTOF_clean,1.0,2.8771571567380746e-06,0.9993005128539096,-5.541036415328979
COJGEO_clean,0.0,6.8950238587582325e-06,0.9891023363046177,-5.161464226702183
ATIBAG_clean,1.0,2.1286409543272593e-08,0.9832692604833843,-7.671897586426617
MAPFIS_clean,1.0,2.452916022335681e-05,0.9959463784563378,-4.61031731997972
XEDPED_clean,0.0,1.4715569690653616e-06,0.9662231453986304,-5.8322229201958296
LOFVIN_clean,0.0,3.731950552827659e-11,-0.40264757043855814,-10.428064119152857
KEJBOQ_clean,1.0,1.3749571439932184e-05,0.9975893687649403,-4.861710838137223
KEJBOQ_clean_h,1.0,1.4469696054826581e-05,0.9990350401679414,-4.839540591417106
OKIWUB01_clean,1.0,3.3882132575801394e-06,0.9715082258730938,-5.4700292625457205
ESUVAR_clean,1.0,2.1651784810961037e-05,0.9973414626253797,-4.6645062978509095
PIBGAK_clean,1.0,3.070589011993008e-05,0.9959354689322016,-4.512778308522142
WITJUG_clean,0.0,3.051981437504779e-05,0.994451219211392,-4.515418112137131
IZUMUM_clean,1.0,1.4058516206556817e-05,0.9973734945639882,-4.852060514117756
IJOMOJ04_clean,1.0,6.281327095240438e-08,0.9941071625450495,-7.201948590458497
WUWQUB_charged,0.0,1.6591782622887798e-09,-3.667963465402444,-8.780106950823571
UXABUR_clean,1.0,9.96877047248227e-05,0.9886327979901381,-4.001358403367858
WEHNAA_clean,1.0,1.883576967964068e-11,-9.558854919670551,-10.725016628670634
KIYJAF_clean,0.0,8.38879383605196e-10,0.22109589525682172,-9.076300478742693
NUVYIN_clean,0.0,8.840223012412303e-09,-6.372384873491239,-8.05353677889661
KAFTUI_clean,1.0,2.518234628315055e-11,-5.2248895563349285,-10.598903808368195
UZIJUJ_clean,1.0,2.4468191888221875e-05,0.9914751909826788,-4.611398122269824
XAPGUQ_clean,1.0,1.4711573002642746e-05,0.9744532729823062,-4.832340888805815
HISGIB_clean,1.0,2.655849446683876e-05,0.9943698456609619,-4.575796547650266
AQEQES_clean,1.0,4.072908615713103e-05,0.9909378823934725,-4.3900953341164985
APAZAU_clean,0.0,0.00013239078731818607,0.9881140030530522,-3.878142235108415
REHHET_clean,0.0,6.879262025986685e-06,0.9312551596133182,-5.162458148280753
HEBZEV,1.0,3.1926618652516556e-09,0.6036679556160112,-8.495847075144086
TIXVON_clean,0.0,2.145030530057351e-07,0.9054826648530809,-6.668566522154744
LEQQEE_clean,0.0,4.382648576406707e-11,-11.573651035941314,-10.358263351943851
CIMTEZ_charged,0.0,4.7814038166863795e-06,0.7456098345324014,-5.320444576121683
c5dt03038b_c5dt03038b2_clean,1.0,2.7574876578604076e-05,0.9977389145644432,-4.559486422726436
UCEXOQ_clean,1.0,3.171494063196802e-05,0.9942067408913314,-4.498736097233026
FURFOP_clean,1.0,2.625970082901483e-10,-4.274485659319175,-9.58071022603969
IFEPUG_SL,0.0,8.918139756162675e-05,0.949244987132779,-4.049725726104523
WAVQAN_clean,0.0,8.444355114598957e-07,0.9970851221322722,-6.073433511381921
FUTKEL_manual,1.0,8.119002388409208e-06,0.9988001607498095,-5.0904973308358965
HAPVEB_clean,1.0,4.840286087711175e-05,0.9989135993227889,-4.315128968388148
XALDAQ_clean,0.0,8.968069516716087e-07,0.8222175870307227,-6.047301033931238
WAMRIN02_clean,1.0,0.00010298018805986019,0.9958309582237546,-3.98724631941027
HOBGEL_clean,1.0,5.695009656512905e-05,0.9964767739584728,-4.244505535190375
KABXES_clean,1.0,1.3164955905095032e-05,0.9876913161534653,-4.8805805911880675
IVEQEG_clean,1.0,3.603881416082697e-10,-1.2911437155675505,-9.443229507700803
FUTKEL_clean5b,1.0,6.659109274983757e-06,0.9946261005432203,-5.176583858341715
FEZCOD_charged,0.0,1.0063547292099308e-07,0.9922127579548713,-6.997248908163247
BUVYIB_clean,1.0,1.0780075013824527e-05,0.9995678489919652,-4.967378217073518
FALPOY_clean,1.0,1.0974365997703214e-05,0.9727122985576855,-4.959620560074663
UMABOB_clean,1.0,1.694752368042563e-05,0.9746430264185125,-4.770893750587366
CUQKOQ_clean,1.0,7.69678897134952e-05,0.9881238222330324,-4.113690420655645
LEZLAF_clean,1.0,1.25592829612217e-09,0.529480628107586,-8.90103515477669
KUTDAG_clean,0.0,4.181058267671632e-06,0.9600748901895233,-5.378713780033433
OBAHUX_clean,0.0,9.019446858765625e-06,0.8823810083505329,-5.044820095889533
MOGXUB_clean,1.0,3.4837791669750725e-08,0.9937512034989967,-7.457949382253292
RIHJUO_clean,1.0,2.0715043805259934e-05,0.9857582446200929,-4.683714143979853
IHAJIL_clean,1.0,1.1710643326919088e-05,0.9939536391305845,-4.931419246203759
XAYNAM_charged,0.0,1.3956433683245596e-09,-4.2154214929433325,-8.855225543715608
NUDNEH_clean,1.0,4.220821935195857e-05,0.9703714017335286,-4.374602969142218
KOJCUI,1.0,3.830514357748732e-05,0.9965143312984024,-4.416742905474322
LABQAI_clean,0.0,1.4915313815740623e-07,0.9885248961765155,-6.826367604721581
ESUSAO01_clean,1.0,1.8801246801489234e-05,0.9840799411250607,-4.725813349616514
ic7014034-file001_clean,0.0,6.797401529452268e-06,0.9960533163772866,-5.167657075101296
HAPVAX_clean,1.0,5.2884805878757935e-05,0.989462997907395,-4.27666908544777
HIYZEV_clean,1.0,2.6025325390596103e-10,-14.444718080121998,-9.584603831867112
ZAVREV_clean,0.0,4.3007315408971475e-06,0.9847392215771702,-5.366457666012705
FALDAA_clean,0.0,2.0786702499798915e-07,0.9675485751099133,-6.68221439954419
HEDCIE_clean,1.0,1.7786340992518e-05,0.9921609045312989,-4.74991338582282
UGAQEY_clean,1.0,4.776758605819377e-06,0.9837284222351038,-5.320866705295988
AVELUJ_clean,0.0,2.664651171969962e-05,0.995838816332718,-4.574359636169923
NIXKIQ_clean,0.0,5.070531113439781e-06,0.9915157929633357,-5.294946548052167
XAQTIS_clean,1.0,1.8098386600167827e-11,-23.237915397626704,-10.742360139046571
DOMFUI_clean,0.0,6.220460838689321e-10,-2.7400064797141623,-9.206177439700495
RIRDED_clean,0.0,1.482087259680375e-05,0.9666330290658423,-4.829126225990929
NUDMAC_clean,1.0,3.8502189303116265e-05,0.9911188972320409,-4.4145145750309815
HIHFUB_clean,0.0,1.9109762058812594e-06,0.9926839715098096,-5.718744720437821
UCEXEG_clean,1.0,3.65373745668122e-05,0.998219059340831,-4.437262662569432
YAYRAT_clean,0.0,0.00018208087053981804,0.9726402354333907,-3.7397356788914844
EPOPEG_clean,1.0,5.277352594713566e-06,0.9986187408010192,-5.2775838884223045
WIHVAL_clean,1.0,4.645639706031232e-07,0.9924337871555827,-6.332954475067429
YIVZOU_clean,0.0,2.545128169479962e-06,0.9797826448835147,-5.594290342248124
OMOWEU_clean,0.0,5.566975743549743e-06,0.9866551309638165,-5.254380670998692
TOWMOJ_clean,1.0,6.000707973527222e-06,0.9863370223631174,-5.22179750780675
REBCAE_clean,0.0,1.3764752516118765e-05,0.9810715501259282,-4.861231592614291
NIHBAI01_clean,1.0,2.840294112772845e-10,0.7369430606906548,-9.54663668638227
IJOMOJ02_clean,1.0,5.262366726803923e-08,0.9981978450913573,-7.278818889834956
MAHTAR_clean,1.0,1.203678231421404e-05,0.9986628630876137,-4.9194895936384135
XAXQEU_clean,1.0,2.3943911755809107e-11,-4.506105124993211,-10.620804896737353
HAWZIQ_clean,1.0,1.108064223778939e-09,-2.339488538648221,-8.955435067022329
IZULUL_clean,0.0,2.881992509723068e-05,0.9935651962424036,-4.540307152248666
WAZRAS_clean,1.0,8.261001668273207e-07,0.9958575977200153,-6.082967290133724
KEWZET_clean,1.0,1.6831920055061545e-05,0.9988154256427758,-4.773866340247842
WEFXEM_clean,1.0,2.1175575415726396e-05,0.9833695192722827,-4.674164779510624
ASUBIB_clean,1.0,3.662530915890193e-05,0.9953607171041513,-4.436218700687296
CUNQUZ_clean,1.0,9.42564683162253e-05,0.996917230033738,-4.025688836796938
YAGHAS_clean,0.0,3.928380606438763e-05,0.9888733768552743,-4.4057864416415935
NIKKIC_clean,0.0,3.866070202565037e-06,0.9791375008931985,-5.412730264040059
ESUSAO_clean,1.0,2.188890496492379e-05,0.9894025908424299,-4.659775964315417
LUJBAV_clean,0.0,1.5452304141774236e-10,-1.8904597811041501,-9.81100675239142
WAVQER_clean,1.0,4.870629695323896e-07,0.9569019355286704,-6.312414887753373
NOBWEI_clean,0.0,4.343167109168362e-06,0.9638550842634164,-5.362193460254747
WOPHEQ_clean,1.0,1.7437049887293575e-10,-15.073535876167721,-9.758526989933591
REJLIC_clean,1.0,2.173128613344018e-05,0.9989568452009826,-4.6629145698540295
ILEPEW_clean,0.0,4.397078786451816e-10,-2.2366463078265606,-9.356835752662139
INIQUR_clean,1.0,1.0395832951698385e-05,0.9951640868262567,-4.983140707695311
ZEBMAW_clean,1.0,6.214913584365186e-07,0.9791163712196328,-6.206564905653755
YEDLAV_clean,1.0,3.851514170900682e-06,0.9979967353935215,-5.414368499897378
XALBIW_clean,0.0,2.3390256919663465e-06,0.5675005090557453,-5.6309650078539795
WAMRIN_clean,1.0,8.722144367009743e-05,0.9132105619341835,-4.059376729256629
REKCUG_clean,1.0,9.277152770578511e-10,-2.911406303075693,-9.03258529164302
GUKCIA_clean,0.0,1.2033067959856448e-06,0.9181504957387514,-5.919623630501608
DAYYIN_clean,1.0,1.2422795737622172e-07,0.7442022554858376,-6.905780655625811
HUDWUA_clean,1.0,1.0933044556808706e-05,0.9617030990770884,-4.961258881956834
SUNHUF_clean,1.0,5.3356986458642765e-06,0.9949373027255819,-5.272808706852761
TAWSUI_clean,1.0,4.6299606942308e-06,0.9976744190609715,-5.334422695882939
EHUSUX_clean,0.0,1.888901869495673e-07,0.98851554751122,-6.723790603562301
OVUNIE_clean,0.0,1.1705687824253427e-05,0.9484928046589682,-4.931603062146657
PUZJOL_clean,1.0,2.4930166271439495e-05,0.9722837184406496,-4.603274824964824
XAKLIH_clean,0.0,3.888908739765447e-07,0.9968619522672961,-6.410172248233697
IFEQAN_SL,0.0,8.187623380513077e-05,0.9978135554337273,-4.086842142502784
AQEQIW_clean,1.0,7.12620633809363e-05,0.9910843433790885,-4.1471416068800195
SOXDEQ_clean,1.0,1.2582578028848698e-06,0.9759804125371897,-5.900230367714583
YOZBIZ01_clean,0.0,3.814491884650548e-09,-1.0443597535666158,-8.418563304731183
LABPUB_clean,1.0,6.466084337107689e-08,0.9881755778227755,-7.189358635186631
QIXNES_clean,1.0,4.2301354866765456e-05,0.9971319592811121,-4.373645722418415
JIXWUJ02_clean,1.0,2.0662387574746663e-08,0.9357749928244767,-7.684819496435619
IRUVUO_clean,0.0,1.898973365606662e-06,0.9363517631449555,-5.721481126495828
APAYIB_clean,0.0,6.471912891376415e-05,0.9970767979744867,-4.1889673367371225
GOVXIA_clean,0.0,4.8464582952362715e-05,0.9866844812170529,-4.314575520103335
XEXLUJ_clean,1.0,5.837415215027138e-06,0.9969146657137851,-5.233779414248232
