MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
280000.0,40.37500,40.3750000000
281000.0,39.87500,39.8750000000
282000.0,41.37500,41.3750000000
283000.0,40.75000,40.7500000000
284000.0,39.37500,39.3750000000
285000.0,40.25000,40.2500000000
286000.0,39.75000,39.7500000000
287000.0,39.87500,39.8750000000
288000.0,40.25000,40.2500000000
289000.0,39.62500,39.6250000000
290000.0,40.12500,40.1250000000
291000.0,40.00000,40.0000000000
292000.0,40.00000,40.0000000000
293000.0,39.62500,39.6250000000
294000.0,39.00000,39.0000000000
295000.0,38.50000,38.5000000000
296000.0,38.50000,38.5000000000
297000.0,38.75000,38.7500000000
298000.0,39.12500,39.1250000000
299000.0,38.87500,38.8750000000
